number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.3254912793636322,2023-09-03 23:49:03.634426,2023-09-03 23:49:19.236785,0 days 00:00:15.602359,Sigmoid,Tanh,,,2,9,8.0,,,0.03920973903420246,2,60,0.24537223586948734,0.0013868554023806355,COMPLETE
1,0.5971607565879822,2023-09-03 23:49:19.237289,2023-09-03 23:49:23.191960,0 days 00:00:03.954671,Tanh,Sigmoid,,,10,24,14.0,,,9.02170556126907e-05,2,100,0.17145666042798008,1.4994629520505061e-05,COMPLETE
2,0.7058255076408386,2023-09-03 23:49:23.192437,2023-09-03 23:49:27.934946,0 days 00:00:04.742509,ReLU,Sigmoid,,,12,2,7.0,,,0.00030906275896335015,2,60,0.4152592377247314,1.6052935451180305e-05,COMPLETE
3,0.6024565100669861,2023-09-03 23:49:27.935420,2023-09-03 23:49:34.295903,0 days 00:00:06.360483,ReLU,ReLU,Leaky,,16,19,23.0,6.0,,2.770799658225186e-05,3,100,0.34897974295192935,1.0390197023609872e-05,COMPLETE
4,0.3521329164505005,2023-09-03 23:49:34.296392,2023-09-03 23:49:41.962580,0 days 00:00:07.666188,ReLU,,,,8,23,,,,0.05258707627962101,1,60,0.6115700980403875,6.553473624488206e-05,COMPLETE
5,0.3907705247402191,2023-09-03 23:49:41.963030,2023-09-03 23:49:47.014650,0 days 00:00:05.051620,Tanh,,,,4,20,,,,0.0592403154034415,1,40,0.3064371258727412,0.00018892857090802785,COMPLETE
6,1.0133845806121826,2023-09-03 23:49:47.015093,2023-09-03 23:49:55.033990,0 days 00:00:08.018897,Tanh,Leaky,ReLU,Sigmoid,8,21,13.0,17.0,4.0,0.021982180403037743,4,40,0.36552006596570896,0.08571742972406979,COMPLETE
7,0.48851990699768066,2023-09-03 23:49:55.034496,2023-09-03 23:49:55.947703,0 days 00:00:00.913207,Tanh,,,,16,22,,,,0.02166288985069936,1,40,0.19689000389701442,0.029665845901366072,COMPLETE
8,0.5374706983566284,2023-09-03 23:49:55.948132,2023-09-03 23:50:13.084655,0 days 00:00:17.136523,Sigmoid,Leaky,Sigmoid,,8,9,18.0,11.0,,0.00011832425208208336,3,80,0.6213892504173849,1.1101542994122192e-05,COMPLETE
9,0.3538534939289093,2023-09-03 23:50:13.085107,2023-09-03 23:50:23.857649,0 days 00:00:10.772542,Leaky,,,,10,20,,,,0.00017811182602131334,1,80,0.7958769787888286,1.7732816364859128e-05,COMPLETE
10,0.58614182472229,2023-09-03 23:50:23.858059,2023-09-03 23:50:33.874466,0 days 00:00:10.016407,Sigmoid,Tanh,Tanh,Tanh,2,11,1.0,24.0,23.0,0.005280023308347123,4,60,0.10548888906320839,0.0019897753002005073,COMPLETE
11,0.6805110573768616,2023-09-03 23:50:33.874948,2023-09-03 23:51:05.812718,0 days 00:00:31.937770,ReLU,Tanh,,,2,15,5.0,,,0.09981592553180156,2,60,0.5053259489047467,0.0005017149094153756,COMPLETE
12,0.4836822748184204,2023-09-03 23:51:05.813145,2023-09-03 23:51:06.852529,0 days 00:00:01.039384,Sigmoid,,,,30,6,,,,0.003040166626363559,1,60,0.24460680982198213,0.0001305917507201306,COMPLETE
13,0.24573151767253876,2023-09-03 23:51:06.852948,2023-09-03 23:51:38.668976,0 days 00:00:31.816028,Leaky,Tanh,,,2,15,9.0,,,0.006236787862897463,2,60,0.4942113981162568,0.002515744604878528,COMPLETE
14,0.2612238824367523,2023-09-03 23:51:38.669415,2023-09-03 23:51:59.582599,0 days 00:00:20.913184,Leaky,Tanh,Tanh,,2,15,8.0,3.0,,0.0025195780004186536,3,60,0.2603203374545983,0.003461212431295558,COMPLETE
15,0.624157726764679,2023-09-03 23:51:59.583049,2023-09-03 23:52:35.226053,0 days 00:00:35.643004,Leaky,Tanh,Tanh,,2,15,10.0,1.0,,0.0012384904432055218,3,60,0.4430898272512439,0.005040552921314187,COMPLETE
16,0.5971527695655823,2023-09-03 23:52:35.226505,2023-09-03 23:53:01.326890,0 days 00:00:26.100385,Leaky,Tanh,Tanh,,2,16,3.0,1.0,,0.004967858989980782,3,60,0.32696718889244114,0.006288712395031022,COMPLETE
17,0.28877341747283936,2023-09-03 23:53:01.327335,2023-09-03 23:53:31.162035,0 days 00:00:29.834700,Leaky,ReLU,ReLU,ReLU,4,13,11.0,10.0,18.0,0.0009259095604063909,4,80,0.45453538178042624,0.008414051851478551,COMPLETE
18,0.24162419140338898,2023-09-03 23:53:31.162520,2023-09-03 23:53:37.703338,0 days 00:00:06.540818,Leaky,Tanh,Sigmoid,,12,17,16.0,17.0,,0.010767381168804591,3,100,0.26878481703977064,0.0006940441521603772,COMPLETE
19,0.21836887300014496,2023-09-03 23:53:37.703804,2023-09-03 23:53:48.114139,0 days 00:00:10.410335,Leaky,Tanh,,,12,18,17.0,,,0.009887226035815145,2,100,0.534746565129868,0.0006050150056922346,COMPLETE
20,0.19762574136257172,2023-09-03 23:53:48.114584,2023-09-03 23:53:57.445263,0 days 00:00:09.330679,Leaky,Tanh,Sigmoid,,12,18,18.0,17.0,,0.01245140465529091,3,100,0.38250546333381946,0.000581876095180556,COMPLETE
