number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.9372799396514893,2023-09-04 11:48:05.317964,2023-09-04 11:48:07.118605,0 days 00:00:01.800641,Leaky,Leaky,,,16,18,1.0,,,4.3586672764293194e-05,2,69,0.53187631629226,7.882980683970627e-05,407.7338668159817,COMPLETE
1,1.0374634265899658,2023-09-04 11:48:07.119021,2023-09-04 11:48:08.608350,0 days 00:00:01.489329,Sigmoid,ReLU,Tanh,Sigmoid,54,22,18.0,2.0,4.0,1.242925410010334e-05,4,449,0.1087807192808648,0.05727200956709537,115.5526172323588,COMPLETE
2,0.42488375306129456,2023-09-04 11:48:08.608658,2023-09-04 11:48:09.351254,0 days 00:00:00.742596,Tanh,,,,27,12,,,,0.0005606587121460327,1,176,0.1506269427457129,0.005314979774171906,107.06899140097879,COMPLETE
3,0.3377595543861389,2023-09-04 11:48:09.351525,2023-09-04 11:48:14.076085,0 days 00:00:04.724560,Leaky,Tanh,,,24,13,15.0,,,9.745023296965282e-05,2,290,0.4669520346733626,0.007535896242312863,163.78458394017713,COMPLETE
4,0.2958676815032959,2023-09-04 11:48:14.076378,2023-09-04 11:48:14.232935,0 days 00:00:00.156557,Tanh,,,,39,21,,,,0.018769700908705455,1,211,0.16478979406626992,0.00012482505858588366,109.97163685885343,COMPLETE
5,0.40795034170150757,2023-09-04 11:48:14.233188,2023-09-04 11:48:14.706138,0 days 00:00:00.472950,Sigmoid,Leaky,,,25,18,5.0,,,0.022518495715003726,2,267,0.20484645404696092,0.0008030476803306107,148.61769369876745,COMPLETE
6,0.23554043471813202,2023-09-04 11:48:14.706392,2023-09-04 11:48:15.226207,0 days 00:00:00.519815,ReLU,Tanh,Sigmoid,,86,10,15.0,9.0,,0.046356938541649934,3,60,0.5586512103092087,6.931551624021031e-05,239.30317283163265,COMPLETE
7,0.316406786441803,2023-09-04 11:48:15.226502,2023-09-04 11:48:15.924495,0 days 00:00:00.697993,ReLU,Leaky,Sigmoid,ReLU,17,20,8.0,2.0,23.0,0.0227149011737993,4,406,0.21070000220845636,2.9564295629001565e-05,121.49477666738082,COMPLETE
8,0.5725883841514587,2023-09-04 11:48:15.924792,2023-09-04 11:48:16.196247,0 days 00:00:00.271455,Leaky,Sigmoid,,,70,19,5.0,,,0.007267145637012205,2,57,0.5101295714323876,0.03967665433259943,110.42355448404948,COMPLETE
9,1.105852723121643,2023-09-04 11:48:16.197121,2023-09-04 11:48:16.616877,0 days 00:00:00.419756,Sigmoid,Sigmoid,ReLU,,99,18,5.0,4.0,,0.00015290325486084488,3,92,0.10216190295785235,0.0003190912975368445,123.58203125,COMPLETE
10,0.7233242988586426,2023-09-04 11:48:16.617321,2023-09-04 11:48:17.575150,0 days 00:00:00.957829,ReLU,Tanh,Sigmoid,,97,1,23.0,20.0,,0.09343189507324352,3,339,0.7160986964441466,1.4893119735105736e-05,1545.6353317786907,COMPLETE
11,0.31571415066719055,2023-09-04 11:48:17.575611,2023-09-04 11:48:20.197404,0 days 00:00:02.621793,Tanh,,,,50,6,,,,0.0032589064910463106,1,159,0.3323896554690814,0.0001562125680860051,212.0784589659493,COMPLETE
12,0.2645023763179779,2023-09-04 11:48:20.197836,2023-09-04 11:48:20.981726,0 days 00:00:00.783890,Tanh,Tanh,Leaky,,80,12,12.0,13.0,,0.06844766181298856,3,182,0.3010744993363782,6.515130766799307e-05,95.2817181807298,COMPLETE
13,0.3166191875934601,2023-09-04 11:48:20.982009,2023-09-04 11:48:21.233627,0 days 00:00:00.251618,ReLU,Tanh,Leaky,,76,11,12.0,13.0,,0.08327492724986676,3,137,0.343849307199594,1.1176166086669684e-05,525.9444062974718,COMPLETE
14,0.22440385818481445,2023-09-04 11:48:21.233919,2023-09-04 11:48:23.293548,0 days 00:00:02.059629,Tanh,Tanh,Leaky,Tanh,82,8,13.0,12.0,18.0,0.0013200328719331893,4,228,0.7948680570559559,4.7892373030321464e-05,135.87981762605554,COMPLETE
15,0.23749691247940063,2023-09-04 11:48:23.293834,2023-09-04 11:48:26.267592,0 days 00:00:02.973758,ReLU,Tanh,Sigmoid,Tanh,86,7,18.0,9.0,19.0,0.0017382636545491522,4,254,0.7956758775904113,3.776630920879173e-05,119.62833282470703,COMPLETE
16,0.2199198305606842,2023-09-04 11:48:26.267889,2023-09-04 11:48:29.678343,0 days 00:00:03.410454,ReLU,ReLU,Leaky,Tanh,69,8,16.0,18.0,13.0,0.0008346880148571941,4,349,0.6374414331519395,0.0003283224198967062,106.10121706307652,COMPLETE
17,0.2520371377468109,2023-09-04 11:48:29.678642,2023-09-04 11:48:36.416036,0 days 00:00:06.737394,Tanh,ReLU,Leaky,Tanh,66,3,23.0,20.0,13.0,0.0005372930934907818,4,352,0.6710611413127258,0.0005881919653896577,120.64966097536745,COMPLETE
18,0.245637908577919,2023-09-04 11:48:36.416317,2023-09-04 11:48:38.336083,0 days 00:00:01.919766,Tanh,ReLU,Leaky,Tanh,62,7,19.0,24.0,14.0,0.00139456064272398,4,478,0.7960728212672802,0.00020400992597252444,99.20179472423735,COMPLETE
19,0.3195904791355133,2023-09-04 11:48:38.336385,2023-09-04 11:48:39.988833,0 days 00:00:01.652448,ReLU,ReLU,Leaky,Leaky,43,4,9.0,18.0,5.0,0.004920805949812767,4,330,0.4018947651434275,0.0014221302432739704,122.56523249271142,COMPLETE
