number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.4086519181728363,2023-09-03 10:25:52.556710,2023-09-03 10:25:55.827982,0 days 00:00:03.271272,Tanh,Sigmoid,Tanh,Tanh,12,14,4.0,9.0,17.0,0.08401010491242171,4,60,0.6401073435120445,0.0036210436538457774,COMPLETE
1,0.999894917011261,2023-09-03 10:25:55.828311,2023-09-03 10:25:57.023594,0 days 00:00:01.195283,Leaky,Tanh,Sigmoid,Tanh,12,22,16.0,17.0,9.0,1.714795455050297e-05,4,80,0.16615138663926346,0.00015455840757326066,COMPLETE
2,1.1158556938171387,2023-09-03 10:25:57.023910,2023-09-03 10:25:59.092129,0 days 00:00:02.068219,Leaky,Sigmoid,Sigmoid,Tanh,2,17,8.0,2.0,2.0,1.2614815857305464e-05,4,40,0.10693555892503925,0.00018961122044852552,COMPLETE
3,0.4016064703464508,2023-09-03 10:25:59.092438,2023-09-03 10:26:00.228824,0 days 00:00:01.136386,Leaky,,,,16,18,,,,0.00019648529290445068,1,60,0.5125114883475159,0.0008037421887102247,COMPLETE
4,0.3725685477256775,2023-09-03 10:26:00.229071,2023-09-03 10:26:08.415926,0 days 00:00:08.186855,Leaky,ReLU,Tanh,Leaky,2,13,4.0,5.0,11.0,0.0002839839133357692,4,100,0.16592340117074764,4.8657457769904094e-05,COMPLETE
5,1.0012967586517334,2023-09-03 10:26:08.416223,2023-09-03 10:26:10.157342,0 days 00:00:01.741119,Sigmoid,Sigmoid,Leaky,ReLU,16,9,4.0,15.0,18.0,8.086347040191947e-05,4,60,0.4152942699524284,0.005025071011500779,COMPLETE
6,0.2873469591140747,2023-09-03 10:26:10.157649,2023-09-03 10:26:13.437838,0 days 00:00:03.280189,Leaky,,,,4,18,,,,0.0040785856006994815,1,80,0.3130268866273762,1.609477842836968e-05,COMPLETE
7,0.6002795696258545,2023-09-03 10:26:13.438114,2023-09-03 10:26:14.605053,0 days 00:00:01.166939,Leaky,ReLU,Sigmoid,ReLU,10,14,13.0,14.0,21.0,0.00015659694470455393,4,40,0.2718514328551022,1.2338174461364637e-05,COMPLETE
8,0.2611224949359894,2023-09-03 10:26:14.605334,2023-09-03 10:26:18.796094,0 days 00:00:04.190760,Tanh,Leaky,ReLU,,8,19,23.0,16.0,,0.0013795095489566752,3,100,0.3671769729079741,0.005213082432939159,COMPLETE
9,1.0772708654403687,2023-09-03 10:26:18.796367,2023-09-03 10:26:19.606314,0 days 00:00:00.809947,Sigmoid,,,,10,11,,,,2.176598022324691e-05,1,100,0.14256047142530784,0.00045942839963747985,COMPLETE
