number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.2950694262981415,2023-09-03 23:49:06.116682,2023-09-03 23:49:08.425483,0 days 00:00:02.308801,Tanh,Leaky,Sigmoid,,8,21,8.0,23.0,,0.0027618354683501783,3,60,0.10911319492078456,0.016841655184630967,COMPLETE
1,0.9611433148384094,2023-09-03 23:49:08.425991,2023-09-03 23:49:11.706201,0 days 00:00:03.280210,ReLU,Sigmoid,Sigmoid,,16,16,16.0,20.0,,1.1617973671060703e-05,3,80,0.5127475770218544,0.0005109317383301144,COMPLETE
2,0.5055373907089233,2023-09-03 23:49:11.706519,2023-09-03 23:49:12.764890,0 days 00:00:01.058371,ReLU,,,,30,8,,,,6.256930101796178e-05,1,100,0.4535277192299643,0.011128627231689763,COMPLETE
3,0.2527800500392914,2023-09-03 23:49:12.765188,2023-09-03 23:49:21.281404,0 days 00:00:08.516216,ReLU,Tanh,,,2,4,5.0,,,0.0006425062460325612,2,40,0.4310853716679811,0.015189264996108384,COMPLETE
4,0.36474213004112244,2023-09-03 23:49:21.281687,2023-09-03 23:49:21.801217,0 days 00:00:00.519530,ReLU,,,,16,12,,,,0.00012728187118586873,1,80,0.1685499174900741,0.00023443562596971873,COMPLETE
5,0.4111538827419281,2023-09-03 23:49:21.801475,2023-09-03 23:49:22.532878,0 days 00:00:00.731403,Sigmoid,Tanh,Tanh,ReLU,16,20,19.0,4.0,2.0,0.00023522041743402586,4,40,0.2593479478586362,2.359358515638673e-05,COMPLETE
6,0.21837292611598969,2023-09-03 23:49:22.533251,2023-09-03 23:49:25.076913,0 days 00:00:02.543662,ReLU,Leaky,Leaky,,8,9,23.0,18.0,,0.017537790189172616,3,60,0.3835286786120737,0.0011012014943732522,COMPLETE
7,0.31575101613998413,2023-09-03 23:49:25.077218,2023-09-03 23:49:28.041847,0 days 00:00:02.964629,Tanh,Sigmoid,Leaky,,16,12,11.0,7.0,,7.044258756231445e-05,3,80,0.6336490564157835,6.782235232030442e-05,COMPLETE
8,0.640781819820404,2023-09-03 23:49:28.042136,2023-09-03 23:49:41.336921,0 days 00:00:13.294785,Leaky,Leaky,ReLU,Tanh,4,11,17.0,24.0,12.0,0.08641853008939904,4,100,0.4300231021904953,6.996306824569496e-05,COMPLETE
9,0.32099151611328125,2023-09-03 23:49:41.337217,2023-09-03 23:49:42.803532,0 days 00:00:01.466315,Leaky,,,,16,17,,,,0.09159413376666331,1,40,0.6408819100299289,0.036272062820567406,COMPLETE
10,0.3104058802127838,2023-09-03 23:49:42.803958,2023-09-03 23:49:44.738398,0 days 00:00:01.934440,Sigmoid,ReLU,,,8,1,24.0,,,0.007553064374518231,2,60,0.2828058056010629,0.002430534361783452,COMPLETE
11,0.25853288173675537,2023-09-03 23:49:44.738672,2023-09-03 23:49:49.437886,0 days 00:00:04.699214,ReLU,Tanh,,,2,4,1.0,,,0.0011778887799805458,2,40,0.35930662851002537,0.0030144394096716,COMPLETE
12,0.2787231504917145,2023-09-03 23:49:49.438153,2023-09-03 23:49:52.826607,0 days 00:00:03.388454,ReLU,Leaky,,,12,7,3.0,,,0.010731424911784254,2,60,0.7984618877822786,0.07873263005499677,COMPLETE
13,0.2723325490951538,2023-09-03 23:49:52.827043,2023-09-03 23:49:54.556477,0 days 00:00:01.729434,ReLU,Tanh,Leaky,,10,5,7.0,14.0,,0.0005343743845882051,3,40,0.3623827191304332,0.002854240308223617,COMPLETE
14,0.28393664956092834,2023-09-03 23:49:54.556762,2023-09-03 23:50:01.261452,0 days 00:00:06.704690,ReLU,ReLU,,,2,2,24.0,,,0.0022997022585812313,2,60,0.2255216602548961,0.008118145092589336,COMPLETE
15,0.24862028658390045,2023-09-03 23:50:01.261712,2023-09-03 23:50:08.069346,0 days 00:00:06.807634,ReLU,Leaky,Leaky,Sigmoid,2,9,12.0,15.0,24.0,0.01790888038752598,4,40,0.3390949075856728,0.0008005518381888598,COMPLETE
16,0.26120105385780334,2023-09-03 23:50:08.069832,2023-09-03 23:50:10.612901,0 days 00:00:02.543069,Leaky,Leaky,Leaky,Sigmoid,8,9,13.0,15.0,24.0,0.016868209144873123,4,60,0.330993140015745,0.000710956578341669,COMPLETE
17,0.24535612761974335,2023-09-03 23:50:10.613185,2023-09-03 23:50:12.878262,0 days 00:00:02.265077,Tanh,Leaky,Leaky,Sigmoid,10,24,20.0,17.0,24.0,0.02484137489729402,4,100,0.21170332241469525,0.0012101259979250944,COMPLETE
18,0.21553893387317657,2023-09-03 23:50:12.878550,2023-09-03 23:50:15.134348,0 days 00:00:02.255798,Tanh,Leaky,Leaky,Leaky,10,24,21.0,19.0,15.0,0.035956202505891204,4,100,0.21087411571608755,0.00021948222703666403,COMPLETE
19,0.2641679048538208,2023-09-03 23:50:15.134638,2023-09-03 23:50:16.846391,0 days 00:00:01.711753,Tanh,Leaky,ReLU,,10,15,21.0,19.0,,0.04106092215611678,3,100,0.16722426843213423,0.00020703208011759426,COMPLETE
20,0.21561533212661743,2023-09-03 23:50:16.846691,2023-09-03 23:50:17.913679,0 days 00:00:01.066988,Tanh,Leaky,Tanh,Leaky,30,24,22.0,10.0,14.0,0.004758947182770585,4,100,0.25381541010512665,1.5161736178527577e-05,COMPLETE
