number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
69,0.23103871941566467,2023-09-03 09:47:21.473489,2023-09-03 09:47:51.222990,0 days 00:00:29.749501,Sigmoid,Tanh,Leaky,2,18,21.0,18.0,0.0013276446836292168,3,100,0.7156809749221485,0.0005425051621409209,COMPLETE
70,0.19771252572536469,2023-09-03 09:47:51.223267,2023-09-03 09:47:57.762834,0 days 00:00:06.539567,Tanh,Tanh,Leaky,8,17,24.0,15.0,0.0009968115143097081,3,80,0.7465776981920437,0.00014967191588154103,COMPLETE
71,0.21351265907287598,2023-09-03 09:47:57.763118,2023-09-03 09:48:04.516107,0 days 00:00:06.752989,Tanh,Tanh,Leaky,8,17,24.0,15.0,0.0006046447588358485,3,80,0.7659185990228484,0.0001409149473031234,COMPLETE
72,0.19685082137584686,2023-09-03 09:48:04.516388,2023-09-03 09:48:10.826885,0 days 00:00:06.310497,Tanh,Tanh,Leaky,8,16,23.0,16.0,0.0010242628033337307,3,80,0.7231562425498702,0.00022407172043636644,COMPLETE
73,0.21746185421943665,2023-09-03 09:48:10.827166,2023-09-03 09:48:17.258176,0 days 00:00:06.431010,Tanh,Tanh,Leaky,8,19,23.0,13.0,0.0008959401920862586,3,80,0.7377660384223446,0.00023340431285453835,COMPLETE
74,0.20350681245326996,2023-09-03 09:48:17.258457,2023-09-03 09:48:23.387264,0 days 00:00:06.128807,Tanh,Tanh,Leaky,8,16,23.0,14.0,0.001063830067399742,3,80,0.7031409094438618,0.00016324470944259793,COMPLETE
75,0.20182399451732635,2023-09-03 09:48:23.387537,2023-09-03 09:48:25.383385,0 days 00:00:01.995848,Tanh,Tanh,Leaky,30,18,22.0,15.0,0.0016336326009537556,3,80,0.7300721208498373,0.00010045351845539864,COMPLETE
76,0.21546274423599243,2023-09-03 09:48:25.383661,2023-09-03 09:48:32.204684,0 days 00:00:06.821023,Tanh,Tanh,Leaky,8,17,24.0,18.0,0.0004973961094650796,3,80,0.7770227243874712,0.0003522477768919577,COMPLETE
77,0.2397260069847107,2023-09-03 09:48:32.204962,2023-09-03 09:48:38.275685,0 days 00:00:06.070723,Tanh,Tanh,Leaky,8,20,22.0,16.0,0.000425079100855584,3,80,0.6924535242108616,0.0002213388230311059,COMPLETE
78,0.24627834558486938,2023-09-03 09:48:38.275972,2023-09-03 09:48:41.832214,0 days 00:00:03.556242,Tanh,,,10,18,,,0.0011398145221910314,1,80,0.7962820785786733,0.0001651902920008385,COMPLETE
79,0.22428171336650848,2023-09-03 09:48:41.832473,2023-09-03 09:48:47.551288,0 days 00:00:05.718815,Tanh,Tanh,Leaky,8,16,20.0,18.0,0.0007263638907332137,3,80,0.6521557963405762,0.00029489959870482036,COMPLETE
80,0.2007436603307724,2023-09-03 09:48:47.551569,2023-09-03 09:48:54.123781,0 days 00:00:06.572212,Tanh,Tanh,,8,17,17.0,,0.001750245223906806,2,100,0.7400912674043997,0.0004531440341297573,COMPLETE
81,0.21444912254810333,2023-09-03 09:48:54.124056,2023-09-03 09:49:00.590931,0 days 00:00:06.466875,Tanh,Tanh,,8,17,17.0,,0.0019502469433891139,2,100,0.733690218297309,0.0004931387692552915,COMPLETE
82,0.19910205900669098,2023-09-03 09:49:00.591201,2023-09-03 09:49:06.805043,0 days 00:00:06.213842,Tanh,Tanh,,8,21,23.0,,0.0014822649916207357,2,100,0.6811634843325959,0.00018714154217414048,COMPLETE
83,0.20743116736412048,2023-09-03 09:49:06.805317,2023-09-03 09:49:12.892751,0 days 00:00:06.087434,Tanh,Tanh,,8,21,21.0,,0.0015604085349938484,2,100,0.6810839199614147,0.00041517779849878687,COMPLETE
84,0.2280128300189972,2023-09-03 09:49:12.893035,2023-09-03 09:49:18.559276,0 days 00:00:05.666241,Tanh,Tanh,,8,22,23.0,,0.0013963988148900722,2,100,0.6285143683436772,0.0007560430036895406,COMPLETE
