number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
235,0.22539328038692474,2023-09-03 10:24:26.097290,2023-09-03 10:24:36.162850,0 days 00:00:10.065560,Leaky,Tanh,,4,22,6.0,,0.006243384526092105,2,80,0.7660191581090957,0.0015415905150106511,COMPLETE
236,0.2631646990776062,2023-09-03 10:24:36.163127,2023-09-03 10:24:39.840462,0 days 00:00:03.677335,Sigmoid,Tanh,,4,23,7.0,,0.00766783638956059,2,80,0.2773121209051906,0.0012757496966476578,COMPLETE
237,0.20781445503234863,2023-09-03 10:24:39.840747,2023-09-03 10:24:49.782429,0 days 00:00:09.941682,Leaky,Tanh,,4,22,6.0,,0.004381511989148953,2,80,0.7617354220412613,0.0025927319928609814,COMPLETE
238,0.20110373198986053,2023-09-03 10:24:49.782709,2023-09-03 10:24:58.634406,0 days 00:00:08.851697,Leaky,Tanh,,4,21,8.0,,0.006199882822698155,2,80,0.6784563995232052,0.001696774433002155,COMPLETE
239,0.2798387408256531,2023-09-03 10:24:58.634698,2023-09-03 10:25:00.213766,0 days 00:00:01.579068,Leaky,Tanh,,30,3,7.0,,0.0033006534665238644,2,80,0.7358686175446616,0.0020355984214979624,COMPLETE
240,0.27789434790611267,2023-09-03 10:25:00.214041,2023-09-03 10:25:09.428191,0 days 00:00:09.214150,Leaky,Tanh,,4,21,6.0,,0.00017285410143120635,2,80,0.6961984946197621,0.0015085005111832236,COMPLETE
241,0.24780729413032532,2023-09-03 10:25:09.428466,2023-09-03 10:25:18.920128,0 days 00:00:09.491662,Leaky,Tanh,,4,21,6.0,,0.004121415841275656,2,80,0.7308411229230986,0.0009862832513697953,COMPLETE
242,0.2692490816116333,2023-09-03 10:25:18.920415,2023-09-03 10:25:28.906299,0 days 00:00:09.985884,Leaky,Tanh,,4,22,5.0,,6.695428967084003e-05,2,80,0.7676171032224494,0.0013957098933310198,COMPLETE
243,0.2881784439086914,2023-09-03 10:25:28.906598,2023-09-03 10:25:38.455417,0 days 00:00:09.548819,Leaky,Tanh,,4,21,7.0,,0.005312485205060398,2,80,0.7342003478297024,0.003229833517190211,COMPLETE
244,0.18180418014526367,2023-09-03 10:25:38.455709,2023-09-03 10:25:48.872855,0 days 00:00:10.417146,Leaky,ReLU,,4,22,6.0,,0.009454859824864513,2,80,0.7944143038681584,0.0011724601102304402,COMPLETE
245,0.5033024549484253,2023-09-03 10:25:48.873144,2023-09-03 10:25:59.371862,0 days 00:00:10.498718,Leaky,ReLU,,4,23,6.0,,0.012831507126602108,2,80,0.7945873022236973,0.0011477687737459366,COMPLETE
246,0.31082484126091003,2023-09-03 10:25:59.372135,2023-09-03 10:26:03.591426,0 days 00:00:04.219291,Leaky,ReLU,,4,22,6.0,,0.00014487301081868992,2,80,0.3175445103400597,0.0012200068461559745,COMPLETE
247,0.24648688733577728,2023-09-03 10:26:03.591711,2023-09-03 10:26:13.997620,0 days 00:00:10.405909,Leaky,Tanh,,4,22,7.0,,0.008906993421890195,2,80,0.799563539608577,0.0018200116569727488,COMPLETE
248,0.19264087080955505,2023-09-03 10:26:13.997912,2023-09-03 10:26:23.963164,0 days 00:00:09.965252,Leaky,ReLU,,4,23,8.0,,0.011103595323455428,2,80,0.7562133194908184,0.0008103648203236906,COMPLETE
249,0.21895964443683624,2023-09-03 10:26:23.963450,2023-09-03 10:26:28.359588,0 days 00:00:04.396138,Leaky,ReLU,,4,23,8.0,,0.010981017573824258,2,40,0.6557259980268704,0.0007863716241123972,COMPLETE
250,0.2568528354167938,2023-09-03 10:26:28.359875,2023-09-03 10:26:33.655399,0 days 00:00:05.295524,Leaky,ReLU,,4,19,8.0,,0.017065665478176357,2,80,0.3972999335844486,0.0008963115501529139,COMPLETE
251,0.24369989335536957,2023-09-03 10:26:33.655689,2023-09-03 10:26:42.846474,0 days 00:00:09.190785,Tanh,ReLU,,4,23,8.0,,0.0027370138036932894,2,80,0.7013263560699177,0.0009518023016208471,COMPLETE
252,0.3137352466583252,2023-09-03 10:26:42.846765,2023-09-03 10:26:43.640092,0 days 00:00:00.793327,Leaky,ReLU,,8,19,9.0,,0.0006878090317545444,2,60,0.14767248117942727,0.0007334514472153611,COMPLETE
253,0.20366667211055756,2023-09-03 10:26:43.640461,2023-09-03 10:26:53.845492,0 days 00:00:10.205031,Leaky,ReLU,,4,20,7.0,,0.000528783318507908,2,80,0.7697522497872322,0.001033212191129271,COMPLETE
254,0.2709558606147766,2023-09-03 10:26:53.845788,2023-09-03 10:27:03.726919,0 days 00:00:09.881131,Leaky,ReLU,,4,24,8.0,,0.019133929383748884,2,80,0.7468429835045101,0.0012767479600387112,COMPLETE
255,0.19356998801231384,2023-09-03 10:27:03.727204,2023-09-03 10:27:12.560233,0 days 00:00:08.833029,Leaky,ReLU,,4,21,7.0,,0.0022280095137319853,2,80,0.6730347354357898,0.0021630281934134675,COMPLETE
256,0.23274095356464386,2023-09-03 10:27:12.560517,2023-09-03 10:27:24.266124,0 days 00:00:11.705607,Leaky,ReLU,,4,20,9.0,,0.003336128011771137,2,100,0.7075732560660892,0.023897759390277416,COMPLETE
257,0.24400381743907928,2023-09-03 10:27:24.266417,2023-09-03 10:27:29.113714,0 days 00:00:04.847297,Leaky,ReLU,,4,21,6.0,,0.009854199931073717,2,80,0.3621545524226596,0.0007589611627064358,COMPLETE
258,0.20956680178642273,2023-09-03 10:27:29.113999,2023-09-03 10:27:48.975839,0 days 00:00:19.861840,Leaky,ReLU,,2,19,5.0,,0.00406718163964734,2,80,0.7719768412875727,0.0027285511964867445,COMPLETE
259,0.21768087148666382,2023-09-03 10:27:48.976130,2023-09-03 10:27:57.459826,0 days 00:00:08.483696,Leaky,ReLU,,4,23,7.0,,0.007665617310683642,2,80,0.6418944705574134,0.0011094292695014178,COMPLETE
260,0.17759127914905548,2023-09-03 10:27:57.460107,2023-09-03 10:28:02.557002,0 days 00:00:05.096895,Leaky,ReLU,,10,22,9.0,,0.002061057947374087,2,100,0.7396770078201306,0.0015918111339971053,COMPLETE
261,0.20616811513900757,2023-09-03 10:28:02.557286,2023-09-03 10:28:07.731373,0 days 00:00:05.174087,Leaky,ReLU,,10,18,24.0,,0.0029251550763536326,2,100,0.7280763375864957,0.0018151601782231198,COMPLETE
262,0.1925114095211029,2023-09-03 10:28:07.731660,2023-09-03 10:28:13.205789,0 days 00:00:05.474129,Leaky,Sigmoid,,10,20,9.0,,0.0024186443048973996,2,100,0.7950356380596479,0.0015744042462442116,COMPLETE
263,0.24500423669815063,2023-09-03 10:28:13.206081,2023-09-03 10:28:18.485788,0 days 00:00:05.279707,Sigmoid,Sigmoid,,10,20,9.0,,0.002280139920476702,2,100,0.7712908492225646,0.0015393233468727996,COMPLETE
264,0.2513655126094818,2023-09-03 10:28:18.486083,2023-09-03 10:28:23.998761,0 days 00:00:05.512678,Tanh,Sigmoid,,10,20,10.0,,0.0035042930283751593,2,100,0.7934461595388282,0.0019246541761789406,COMPLETE
265,0.22176362574100494,2023-09-03 10:28:23.999059,2023-09-03 10:28:28.984350,0 days 00:00:04.985291,Leaky,Sigmoid,,10,21,9.0,,0.0025630620972753844,2,100,0.7064226800725731,0.0013695069061347878,COMPLETE
266,0.2109340876340866,2023-09-03 10:28:28.984646,2023-09-03 10:28:34.502709,0 days 00:00:05.518063,Leaky,Sigmoid,,10,19,9.0,,0.0019108989854042073,2,100,0.7991520230377901,0.001683989921418988,COMPLETE
267,0.1969069242477417,2023-09-03 10:28:34.502993,2023-09-03 10:28:39.580454,0 days 00:00:05.077461,Leaky,Sigmoid,,10,18,8.0,,0.0016621719278264954,2,100,0.7354295545559943,0.002532738351782603,COMPLETE
268,0.2598479986190796,2023-09-03 10:28:39.580739,2023-09-03 10:28:44.267588,0 days 00:00:04.686849,Leaky,ReLU,,12,20,10.0,,9.577714626940231e-05,2,100,0.7993011049708235,0.003635417047489356,COMPLETE
269,0.21706508100032806,2023-09-03 10:28:44.267888,2023-09-03 10:28:49.140439,0 days 00:00:04.872551,Leaky,ReLU,,10,22,9.0,,0.003015801393173925,2,100,0.6929796597492038,0.001268407003994334,COMPLETE
270,0.27868419885635376,2023-09-03 10:28:49.140714,2023-09-03 10:28:54.319422,0 days 00:00:05.178708,Leaky,Sigmoid,,10,20,7.0,,0.0038763003733594914,2,100,0.7516798432837846,0.011984461247651491,COMPLETE
271,0.18945465981960297,2023-09-03 10:28:54.319703,2023-09-03 10:28:58.981018,0 days 00:00:04.661315,Leaky,Leaky,,10,19,6.0,,0.002443188058566544,2,100,0.676673558372377,0.0016195477801700558,COMPLETE
272,0.26656123995780945,2023-09-03 10:28:58.981311,2023-09-03 10:29:01.752704,0 days 00:00:02.771393,Leaky,Leaky,,10,19,6.0,,0.004770374593571264,2,60,0.6724327511975436,0.002047491463962736,COMPLETE
273,0.22053498029708862,2023-09-03 10:29:01.752990,2023-09-03 10:29:12.537163,0 days 00:00:10.784173,Leaky,Leaky,,4,18,6.0,,0.00040836351175407447,2,100,0.6581863746538877,0.0010771316867238024,COMPLETE
274,0.3018433153629303,2023-09-03 10:29:12.537448,2023-09-03 10:29:14.074144,0 days 00:00:01.536696,Leaky,,,30,19,,,0.0013424908468992732,1,100,0.7164367114128971,0.002348106289474574,COMPLETE
275,0.19588010013103485,2023-09-03 10:29:14.074417,2023-09-03 10:29:18.454435,0 days 00:00:04.380018,Leaky,Leaky,,4,22,6.0,,0.00193773722187979,2,40,0.6776487014249255,0.0013015534221455481,COMPLETE
276,0.2668394446372986,2023-09-03 10:29:18.454719,2023-09-03 10:29:23.925158,0 days 00:00:05.470439,Tanh,Leaky,,8,6,7.0,,0.0009802264931271186,2,100,0.6383895587474612,5.331009475790247e-05,COMPLETE
277,0.2021031379699707,2023-09-03 10:29:23.925453,2023-09-03 10:29:42.518239,0 days 00:00:18.592786,Leaky,Leaky,,2,21,7.0,,0.0028410899228614285,2,80,0.734653564833002,1.154370970629375e-05,COMPLETE
278,0.2898344397544861,2023-09-03 10:29:42.518542,2023-09-03 10:29:51.833793,0 days 00:00:09.315251,Leaky,ReLU,,4,21,6.0,,0.00024792897940956806,2,80,0.7040464308920553,0.001761371594716518,COMPLETE
279,0.2060672491788864,2023-09-03 10:29:51.834085,2023-09-03 10:30:01.708928,0 days 00:00:09.874843,Leaky,Tanh,,4,19,6.0,,0.0037280568976140556,2,80,0.7561795084249944,0.0009718790489565478,COMPLETE
280,0.2847447693347931,2023-09-03 10:30:01.709212,2023-09-03 10:30:04.113169,0 days 00:00:02.403957,Leaky,ReLU,,12,8,7.0,,0.0002840550161861838,2,60,0.6896249595672657,0.0014990850475598764,COMPLETE
281,0.49848148226737976,2023-09-03 10:30:04.113446,2023-09-03 10:30:27.493720,0 days 00:00:23.380274,Leaky,ReLU,,2,17,5.0,,1.0310685622050419e-05,2,100,0.7275424845033654,0.0021069232083419016,COMPLETE
282,0.19721120595932007,2023-09-03 10:30:27.494034,2023-09-03 10:30:35.787232,0 days 00:00:08.293198,Leaky,Tanh,,4,22,6.0,,0.0008049317298586611,2,80,0.636339241445956,0.0011185552700801631,COMPLETE
283,0.2030389904975891,2023-09-03 10:30:35.787532,2023-09-03 10:30:45.681890,0 days 00:00:09.894358,Leaky,ReLU,,4,21,8.0,,0.0005994614901339573,2,80,0.761075161591394,0.003136568357598836,COMPLETE
284,0.20142912864685059,2023-09-03 10:30:45.682211,2023-09-03 10:31:02.436028,0 days 00:00:16.753817,Leaky,Leaky,,2,22,22.0,,0.0016828302041181802,2,80,0.6609342503291045,0.0013711295479398203,COMPLETE
285,0.2455058991909027,2023-09-03 10:31:02.436325,2023-09-03 10:31:09.297246,0 days 00:00:06.860921,Leaky,ReLU,,4,19,5.0,,0.0023538333685897113,2,100,0.41182652730544095,0.0006672095562843364,COMPLETE
286,0.47308340668678284,2023-09-03 10:31:09.297540,2023-09-03 10:31:13.223816,0 days 00:00:03.926276,Sigmoid,ReLU,,10,9,7.0,,0.0003124033759219436,2,80,0.7122637697675417,0.0017584337802005916,COMPLETE
287,0.2022436261177063,2023-09-03 10:31:13.224098,2023-09-03 10:31:32.577963,0 days 00:00:19.353865,ReLU,Tanh,,2,20,6.0,,0.005140196063117223,2,80,0.7483826125325541,0.0009359068619154069,COMPLETE
288,0.22899717092514038,2023-09-03 10:31:32.578251,2023-09-03 10:31:40.551408,0 days 00:00:07.973157,Leaky,ReLU,,4,18,8.0,,0.0012171800392376403,2,80,0.6042007856835094,0.0012535776055193372,COMPLETE
289,0.20206870138645172,2023-09-03 10:31:40.551709,2023-09-03 10:31:51.617530,0 days 00:00:11.065821,Leaky,ReLU,,4,21,7.0,,0.0032562719880537706,2,100,0.6758749366787501,0.0026593502801708635,COMPLETE
290,0.23595289885997772,2023-09-03 10:31:51.617822,2023-09-03 10:31:52.639152,0 days 00:00:01.021330,Tanh,Tanh,,30,21,5.0,,0.0020186729361875368,2,80,0.4524213958705001,0.0015970028069092089,COMPLETE
291,0.5590956807136536,2023-09-03 10:31:52.639459,2023-09-03 10:32:12.142581,0 days 00:00:19.503122,Leaky,ReLU,,2,22,6.0,,1.4134128199961823e-05,2,80,0.7669810792942033,0.0020082370872194716,COMPLETE
292,0.2577933371067047,2023-09-03 10:32:12.142887,2023-09-03 10:32:16.377494,0 days 00:00:04.234607,Leaky,ReLU,,4,20,10.0,,0.002626769853049288,2,80,0.30998649359628494,0.0011401597458869596,COMPLETE
293,0.23659682273864746,2023-09-03 10:32:16.377807,2023-09-03 10:32:24.673979,0 days 00:00:08.296172,Leaky,ReLU,,2,20,8.0,,0.004365938677698437,2,100,0.2536784238146494,0.0008702869248525342,COMPLETE
294,0.2730408012866974,2023-09-03 10:32:24.674280,2023-09-03 10:32:31.731889,0 days 00:00:07.057609,Leaky,Tanh,,4,7,6.0,,0.006806736336493075,2,60,0.7229163664692527,0.00023879255799411788,COMPLETE
295,0.23005011677742004,2023-09-03 10:32:31.732180,2023-09-03 10:32:34.629581,0 days 00:00:02.897401,Leaky,Leaky,,12,21,4.0,,0.0014584509729424781,2,80,0.6214095230875252,0.0014124136673469218,COMPLETE
296,0.22243496775627136,2023-09-03 10:32:34.629864,2023-09-03 10:32:44.836439,0 days 00:00:10.206575,Leaky,ReLU,,4,19,7.0,,0.002197932689471889,2,80,0.7718645882486554,0.0022859534070768304,COMPLETE
297,0.1947215348482132,2023-09-03 10:32:44.836730,2023-09-03 10:32:53.809250,0 days 00:00:08.972520,Leaky,ReLU,,2,22,9.0,,0.0029783319765305833,2,40,0.6956828139406701,0.0002916686752286282,COMPLETE
298,0.1919640749692917,2023-09-03 10:32:53.809543,2023-09-03 10:33:03.556005,0 days 00:00:09.746462,Leaky,Tanh,,4,18,5.0,,0.001801331020084709,2,80,0.7484866955781228,0.0006195219014730122,COMPLETE
299,0.2292288988828659,2023-09-03 10:33:03.556297,2023-09-03 10:33:08.217136,0 days 00:00:04.660839,Leaky,Tanh,,4,18,5.0,,0.0018859317477929603,2,80,0.35578847585700796,0.0006360444402449473,COMPLETE
300,0.20738042891025543,2023-09-03 10:33:08.217441,2023-09-03 10:33:20.183772,0 days 00:00:11.966331,Leaky,Tanh,,4,17,5.0,,0.00353531722248561,2,100,0.7333907545718843,0.000806147785793164,COMPLETE
301,0.2894858121871948,2023-09-03 10:33:20.184080,2023-09-03 10:33:24.590529,0 days 00:00:04.406449,ReLU,Tanh,,4,19,18.0,,0.001678824030868368,2,80,0.3323939291514094,0.0041774677620492,COMPLETE
302,0.2278188169002533,2023-09-03 10:33:24.590826,2023-09-03 10:33:33.336154,0 days 00:00:08.745328,Leaky,Tanh,,4,19,4.0,,0.002442792123890045,2,80,0.6596687077788814,0.0018144133911120167,COMPLETE
303,0.201226145029068,2023-09-03 10:33:33.336455,2023-09-03 10:33:42.353667,0 days 00:00:09.017212,Leaky,Tanh,,4,18,5.0,,0.0013424763059036312,2,80,0.6953257966423256,0.0009841315671863776,COMPLETE
304,0.1805400550365448,2023-09-03 10:33:42.353960,2023-09-03 10:33:47.863456,0 days 00:00:05.509496,Tanh,Tanh,,10,20,8.0,,0.0010498617289405089,2,100,0.799659648676338,0.00020398053473738348,COMPLETE
305,0.2207772433757782,2023-09-03 10:33:47.863751,2023-09-03 10:33:53.334223,0 days 00:00:05.470472,Tanh,Tanh,,10,20,8.0,,0.0010579802681481103,2,100,0.7907552138177625,0.00011712952123471432,COMPLETE
306,0.2535940706729889,2023-09-03 10:33:53.334507,2023-09-03 10:33:57.444140,0 days 00:00:04.109633,Tanh,Leaky,,10,20,9.0,,0.001036372994609742,2,100,0.5903781434503911,0.00015937531512630256,COMPLETE
307,0.17639870941638947,2023-09-03 10:33:57.444439,2023-09-03 10:34:02.808007,0 days 00:00:05.363568,Tanh,ReLU,,10,20,8.0,,0.004537821338456643,2,100,0.7726400724963404,0.00018078120066307064,COMPLETE
308,0.23217493295669556,2023-09-03 10:34:02.808310,2023-09-03 10:34:04.814772,0 days 00:00:02.006462,Tanh,Tanh,,10,20,8.0,,0.005557186073444663,2,100,0.2844890362393038,0.0001538538273639392,COMPLETE
309,0.2574881613254547,2023-09-03 10:34:04.815076,2023-09-03 10:34:07.267055,0 days 00:00:02.451979,Tanh,ReLU,,10,21,8.0,,0.004519877457232744,2,100,0.3456702731449209,0.00019307717641033447,COMPLETE
310,0.2589728832244873,2023-09-03 10:34:07.267349,2023-09-03 10:34:10.113188,0 days 00:00:02.845839,Tanh,ReLU,,10,20,8.0,,0.004151918094688828,2,100,0.39770183946167054,0.00022346473447093675,COMPLETE
311,0.22619354724884033,2023-09-03 10:34:10.113503,2023-09-03 10:34:15.612215,0 days 00:00:05.498712,Tanh,Tanh,,10,19,7.0,,0.003429039512583678,2,100,0.7992169117102577,0.0001569041041567711,COMPLETE
312,0.1907481700181961,2023-09-03 10:34:15.612510,2023-09-03 10:34:20.888734,0 days 00:00:05.276224,Tanh,ReLU,,10,21,7.0,,0.006029804809658809,2,100,0.7639452160279501,0.00020226674239169222,COMPLETE
313,0.17421740293502808,2023-09-03 10:34:20.889029,2023-09-03 10:34:25.939015,0 days 00:00:05.049986,Tanh,ReLU,,10,20,8.0,,0.00489700699506296,2,100,0.7296076706317395,0.00028810455172045374,COMPLETE
314,0.20138907432556152,2023-09-03 10:34:25.939312,2023-09-03 10:34:30.996314,0 days 00:00:05.057002,Tanh,ReLU,,10,20,8.0,,0.005191986279837298,2,100,0.7261653363855094,0.0002600277517389461,COMPLETE
315,0.2686518430709839,2023-09-03 10:34:30.996615,2023-09-03 10:34:36.297812,0 days 00:00:05.301197,Tanh,ReLU,,10,21,9.0,,0.08312179584672863,2,100,0.7666091848816587,0.00017870091512769393,COMPLETE
316,0.19538281857967377,2023-09-03 10:34:36.298105,2023-09-03 10:34:39.671664,0 days 00:00:03.373559,Tanh,ReLU,,16,20,8.0,,0.00759779051859807,2,100,0.7428384400672147,0.0003009514001300907,COMPLETE
317,0.24597233533859253,2023-09-03 10:34:39.671973,2023-09-03 10:34:42.984792,0 days 00:00:03.312819,Tanh,ReLU,,8,21,8.0,,0.004487370218410381,2,100,0.38681293670408445,0.0001282760832806995,COMPLETE
318,0.22442969679832458,2023-09-03 10:34:42.985085,2023-09-03 10:34:44.831553,0 days 00:00:01.846468,Tanh,ReLU,,10,20,9.0,,0.0039248149498874625,2,60,0.4342258124011604,0.00023540957039708726,COMPLETE
319,0.20940911769866943,2023-09-03 10:34:44.831871,2023-09-03 10:34:49.363142,0 days 00:00:04.531271,Tanh,ReLU,,12,21,8.0,,0.005080275779843369,2,100,0.7708684050480188,0.00031799309177585474,COMPLETE
320,0.324602872133255,2023-09-03 10:34:49.363443,2023-09-03 10:34:54.331922,0 days 00:00:04.968479,Tanh,ReLU,,10,20,7.0,,0.0031742905543794826,2,100,0.7103088902635761,0.04741738463273971,COMPLETE
321,0.20681136846542358,2023-09-03 10:34:54.332211,2023-09-03 10:35:06.474466,0 days 00:00:12.142255,Tanh,Tanh,,2,22,7.0,,0.005984512396756833,2,100,0.3766454874710199,0.00021670707727148507,COMPLETE
322,0.15034526586532593,2023-09-03 10:35:06.474764,2023-09-03 10:35:11.659123,0 days 00:00:05.184359,Tanh,ReLU,,10,20,9.0,,0.0038306619680619426,2,100,0.739669653824036,0.00017487351706894404,COMPLETE
323,0.18622124195098877,2023-09-03 10:35:11.659414,2023-09-03 10:35:14.748115,0 days 00:00:03.088701,Tanh,ReLU,,10,21,9.0,,0.0038318701042043945,2,60,0.7407713099334733,0.00016519377362528222,COMPLETE
324,0.23811180889606476,2023-09-03 10:35:14.748411,2023-09-03 10:35:16.787749,0 days 00:00:02.039338,Tanh,ReLU,,10,21,9.0,,0.004421416184713499,2,60,0.48074630158745374,0.00017304558124205742,COMPLETE
325,0.202670156955719,2023-09-03 10:35:16.788048,2023-09-03 10:35:20.147378,0 days 00:00:03.359330,Tanh,ReLU,,10,21,9.0,,0.003779370288388729,2,60,0.7974367236984845,0.0001923319470617957,COMPLETE
326,0.2188943326473236,2023-09-03 10:35:20.147671,2023-09-03 10:35:22.321571,0 days 00:00:02.173900,Tanh,ReLU,,10,21,10.0,,0.0031156219087377073,2,60,0.5130417881959833,0.00019072944135498554,COMPLETE
327,0.24488262832164764,2023-09-03 10:35:22.321874,2023-09-03 10:35:25.456882,0 days 00:00:03.135008,Tanh,ReLU,,10,22,9.0,,0.006768032489801305,2,60,0.7399931820504393,0.00010848961240464097,COMPLETE
328,0.23034629225730896,2023-09-03 10:35:25.457173,2023-09-03 10:35:28.699711,0 days 00:00:03.242538,Tanh,ReLU,,10,20,9.0,,0.0038222492388605817,2,60,0.7700393153714947,0.00024590529357226305,COMPLETE
329,0.19932107627391815,2023-09-03 10:35:28.700019,2023-09-03 10:35:32.039941,0 days 00:00:03.339922,Tanh,ReLU,,10,23,10.0,,0.0052293065681479995,2,60,0.7987191992279119,0.00013054530919505316,COMPLETE
330,0.25506800413131714,2023-09-03 10:35:32.040237,2023-09-03 10:35:36.235075,0 days 00:00:04.194838,Sigmoid,ReLU,,10,21,9.0,,0.0029221679986510705,2,80,0.7395073904511398,0.0001544295889127725,COMPLETE
331,0.19108811020851135,2023-09-03 10:35:36.235379,2023-09-03 10:35:38.335885,0 days 00:00:02.100506,ReLU,ReLU,,10,22,15.0,,0.004357587666639556,2,40,0.7600067018284381,0.0002661642379992806,COMPLETE
332,0.42937642335891724,2023-09-03 10:35:38.336197,2023-09-03 10:35:42.410334,0 days 00:00:04.074137,Tanh,ReLU,,10,20,7.0,,0.05610599710305239,2,80,0.7307977622577971,0.0001647272053523974,COMPLETE
333,0.1687907725572586,2023-09-03 10:35:42.410625,2023-09-03 10:35:46.812188,0 days 00:00:04.401563,Tanh,ReLU,,10,22,6.0,,0.003551819645499661,2,80,0.7994497777067137,0.00013060810847942357,COMPLETE
334,0.23970144987106323,2023-09-03 10:35:46.812510,2023-09-03 10:35:49.782613,0 days 00:00:02.970103,Tanh,ReLU,,10,23,6.0,,0.0034665955522649003,2,60,0.7135284625922375,0.00013834611098492922,COMPLETE
335,0.22638194262981415,2023-09-03 10:35:49.782918,2023-09-03 10:35:54.016792,0 days 00:00:04.233874,Tanh,ReLU,,10,22,6.0,,0.002668474110990069,2,80,0.7647339346377864,0.00010720295839955104,COMPLETE
336,0.24789643287658691,2023-09-03 10:35:54.017090,2023-09-03 10:35:58.250969,0 days 00:00:04.233879,Tanh,ReLU,,10,22,9.0,,0.003676749351887279,2,80,0.7412196295248966,8.569461313560622e-05,COMPLETE
337,0.19284644722938538,2023-09-03 10:35:58.251279,2023-09-03 10:36:02.668655,0 days 00:00:04.417376,Tanh,ReLU,,10,21,6.0,,0.002962059514421249,2,80,0.7999275078449908,0.0002109989698016103,COMPLETE
338,0.24839888513088226,2023-09-03 10:36:02.668961,2023-09-03 10:36:06.579015,0 days 00:00:03.910054,Tanh,ReLU,,10,5,14.0,,0.002111056461354278,2,80,0.7102939422850931,0.00014179600317383315,COMPLETE
339,0.20880435407161713,2023-09-03 10:36:06.579313,2023-09-03 10:36:10.845187,0 days 00:00:04.265874,Tanh,ReLU,,10,21,5.0,,0.002746873766361179,2,80,0.7656531457341255,0.00010453529438545698,COMPLETE
340,0.23674893379211426,2023-09-03 10:36:10.845484,2023-09-03 10:36:14.909347,0 days 00:00:04.063863,Tanh,ReLU,,10,22,10.0,,0.003879666606490801,2,80,0.7342516101786402,0.00018111444577326554,COMPLETE
341,0.2777646481990814,2023-09-03 10:36:14.909646,2023-09-03 10:36:15.471573,0 days 00:00:00.561927,ReLU,ReLU,,30,23,6.0,,0.0032901494624257717,2,60,0.3196477215095443,0.0003495794896418751,COMPLETE
342,0.21531473100185394,2023-09-03 10:36:15.471867,2023-09-03 10:36:18.430222,0 days 00:00:02.958355,Tanh,ReLU,,10,21,8.0,,0.002358520382843022,2,80,0.5306515953315065,0.00014532111125488596,COMPLETE
343,0.25879400968551636,2023-09-03 10:36:18.430521,2023-09-03 10:36:20.829718,0 days 00:00:02.399197,Tanh,ReLU,,10,22,9.0,,0.004687059487024228,2,80,0.4221661641521512,0.00026413355930041674,COMPLETE
344,0.5625830292701721,2023-09-03 10:36:20.830014,2023-09-03 10:36:25.618937,0 days 00:00:04.788923,Tanh,ReLU,,8,15,6.0,,2.6351149621748085e-05,2,80,0.7018215673679711,0.004297257903633994,COMPLETE
345,0.4794843792915344,2023-09-03 10:36:25.619236,2023-09-03 10:36:29.158405,0 days 00:00:03.539169,Sigmoid,ReLU,,16,21,4.0,,0.0059915763364999115,2,100,0.7678344306538597,0.00021779217654398187,COMPLETE
346,0.24370317161083221,2023-09-03 10:36:29.158708,2023-09-03 10:36:39.611773,0 days 00:00:10.453065,ReLU,ReLU,,4,20,7.0,,0.007996814049271151,2,80,0.7987114860637662,0.00030723730621900195,COMPLETE
347,0.23730774223804474,2023-09-03 10:36:39.612086,2023-09-03 10:36:49.342470,0 days 00:00:09.730384,Tanh,ReLU,,4,22,5.0,,0.002719070314437322,2,80,0.7451104585235994,0.00013192856274685534,COMPLETE
348,0.16444432735443115,2023-09-03 10:36:49.342884,2023-09-03 10:36:54.316983,0 days 00:00:04.974099,Leaky,ReLU,,10,20,8.0,,0.004032871880419601,2,100,0.7139814021380428,0.0029285907381274164,COMPLETE
349,0.19110992550849915,2023-09-03 10:36:54.317303,2023-09-03 10:36:59.147343,0 days 00:00:04.830040,Leaky,ReLU,,10,20,8.0,,0.002049818924460107,2,100,0.679777443696842,0.002540307464576882,COMPLETE
350,0.24992558360099792,2023-09-03 10:36:59.147647,2023-09-03 10:37:00.461642,0 days 00:00:01.313995,Leaky,ReLU,,10,21,9.0,,0.003369745038256836,2,100,0.18213420849943554,0.00018362169930863367,COMPLETE
351,0.18257944285869598,2023-09-03 10:37:00.461953,2023-09-03 10:37:05.491138,0 days 00:00:05.029185,Leaky,ReLU,,10,21,9.0,,0.005513217714475113,2,100,0.7184246759174538,0.00026590891942375016,COMPLETE
352,0.2858472168445587,2023-09-03 10:37:05.491437,2023-09-03 10:37:06.291022,0 days 00:00:00.799585,Tanh,ReLU,,10,23,10.0,,0.006841412933976689,2,100,0.10290760686711617,0.0003480857971078371,COMPLETE
353,0.22292561829090118,2023-09-03 10:37:06.291326,2023-09-03 10:37:08.412877,0 days 00:00:02.121551,Leaky,ReLU,,10,21,8.0,,0.004857471346503128,2,100,0.29589441756197526,0.00022919188125740026,COMPLETE
354,0.20855717360973358,2023-09-03 10:37:08.413175,2023-09-03 10:37:11.840742,0 days 00:00:03.427567,Leaky,ReLU,,10,8,8.0,,0.005773915200900235,2,100,0.4936146726975085,0.00041182914175928433,COMPLETE
