number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
115,0.20070070028305054,2023-09-03 10:03:32.769370,2023-09-03 10:03:36.860171,0 days 00:00:04.090801,Leaky,ReLU,,12,11,9.0,,0.0014966319279046591,2,100,0.687291553249702,0.0022565379136990724,COMPLETE
116,0.2057441622018814,2023-09-03 10:03:36.860436,2023-09-03 10:03:40.615614,0 days 00:00:03.755178,Leaky,ReLU,,12,12,9.0,,0.0019912158328943986,2,100,0.6264776416298181,0.0024595592316522872,COMPLETE
117,0.21909815073013306,2023-09-03 10:03:40.615897,2023-09-03 10:03:46.648735,0 days 00:00:06.032838,Leaky,ReLU,,8,11,8.0,,0.0016248284159826494,2,100,0.6924747301738997,0.003796694469571888,COMPLETE
118,0.23032081127166748,2023-09-03 10:03:46.649028,2023-09-03 10:03:50.609308,0 days 00:00:03.960280,ReLU,ReLU,,12,9,7.0,,0.003688965494266977,2,100,0.666554679324438,0.001286061689122043,COMPLETE
119,0.20676499605178833,2023-09-03 10:03:50.609580,2023-09-03 10:03:52.138486,0 days 00:00:01.528906,Leaky,ReLU,,12,13,9.0,,0.0026555882801542383,2,40,0.6239449636595631,0.0009274077337902671,COMPLETE
120,0.2702089250087738,2023-09-03 10:03:52.138769,2023-09-03 10:03:56.415697,0 days 00:00:04.276928,Sigmoid,ReLU,,12,11,6.0,,0.0051592807575720065,2,100,0.7112328812298621,0.0020221400925713533,COMPLETE
121,0.2286645621061325,2023-09-03 10:03:56.415984,2023-09-03 10:04:20.971545,0 days 00:00:24.555561,Leaky,Tanh,,2,22,11.0,,0.0014668103115514006,2,100,0.7467034674043548,0.0018601055422729415,COMPLETE
122,0.22066283226013184,2023-09-03 10:04:20.971832,2023-09-03 10:04:43.682387,0 days 00:00:22.710555,Leaky,ReLU,,2,21,12.0,,0.000783607483151434,2,100,0.6860877866051412,0.001381653873588199,COMPLETE
123,0.2635951638221741,2023-09-03 10:04:43.682670,2023-09-03 10:05:05.341254,0 days 00:00:21.658584,Leaky,Sigmoid,,2,19,10.0,,0.0021190783052218495,2,100,0.6547698392416493,0.003367667047632884,COMPLETE
124,0.22536104917526245,2023-09-03 10:05:05.341527,2023-09-03 10:05:18.332029,0 days 00:00:12.990502,Leaky,ReLU,,4,20,14.0,,0.0009845439105885681,2,100,0.7716588982228098,0.0016871071516980287,COMPLETE
125,0.2340817004442215,2023-09-03 10:05:18.332308,2023-09-03 10:05:21.445271,0 days 00:00:03.112963,Leaky,ReLU,,10,21,9.0,,0.001217210470305825,2,60,0.720566193778164,0.0027366673917637143,COMPLETE
126,0.24830828607082367,2023-09-03 10:05:21.445547,2023-09-03 10:05:42.306142,0 days 00:00:20.860595,Leaky,Tanh,,2,5,21.0,,0.002981821179074644,2,100,0.640658206962869,0.0014723295876473723,COMPLETE
127,0.23066893219947815,2023-09-03 10:05:42.306423,2023-09-03 10:06:01.817884,0 days 00:00:19.511461,Leaky,ReLU,,2,10,7.0,,0.0005622885014561978,2,100,0.5961559295832215,0.0011141172307441158,COMPLETE
128,0.18928788602352142,2023-09-03 10:06:01.818157,2023-09-03 10:06:05.888714,0 days 00:00:04.070557,Tanh,ReLU,,12,18,8.0,,0.0015172210456766986,2,100,0.6770336876886122,0.000670165295338508,COMPLETE
129,0.22671683132648468,2023-09-03 10:06:05.889000,2023-09-03 10:06:07.520757,0 days 00:00:01.631757,Tanh,ReLU,,12,18,8.0,,0.004354927866808943,2,40,0.6668318622241033,0.0007611731958585,COMPLETE
130,0.48728156089782715,2023-09-03 10:06:07.521036,2023-09-03 10:06:10.472772,0 days 00:00:02.951736,Tanh,ReLU,,12,18,5.0,,0.0021100024127887434,2,80,0.6115899434066284,0.0006555580601269286,COMPLETE
131,0.22179679572582245,2023-09-03 10:06:10.473048,2023-09-03 10:06:15.321050,0 days 00:00:04.848002,Tanh,ReLU,,12,20,9.0,,0.00041869904397039327,2,100,0.7992600188049769,0.0005203500245331496,COMPLETE
132,0.23288628458976746,2023-09-03 10:06:15.321336,2023-09-03 10:06:19.756890,0 days 00:00:04.435554,Tanh,ReLU,,12,12,8.0,,0.0014714770776269464,2,100,0.7411385762455024,0.00038957082641657493,COMPLETE
133,0.21435825526714325,2023-09-03 10:06:19.757168,2023-09-03 10:06:42.828114,0 days 00:00:23.070946,Tanh,ReLU,,2,19,7.0,,0.0012149344505469272,2,100,0.696752321639802,0.0021733489325912363,COMPLETE
134,0.2108835130929947,2023-09-03 10:06:42.828386,2023-09-03 10:07:06.738316,0 days 00:00:23.909930,Leaky,Tanh,,2,21,6.0,,0.0018173850577826267,2,100,0.720518553981641,0.0008462249378585397,COMPLETE
135,0.28899428248405457,2023-09-03 10:07:06.738593,2023-09-03 10:07:08.866032,0 days 00:00:02.127439,ReLU,ReLU,,30,22,8.0,,0.0026910038874689785,2,100,0.7600046688861374,0.0015377951940351606,COMPLETE
136,0.19038446247577667,2023-09-03 10:07:08.866300,2023-09-03 10:07:17.419199,0 days 00:00:08.552899,Leaky,ReLU,,4,11,10.0,,0.0009905013157837038,2,80,0.6357115446009213,0.0010189358662273929,COMPLETE
137,0.25647521018981934,2023-09-03 10:07:17.419472,2023-09-03 10:07:24.815923,0 days 00:00:07.396451,Leaky,ReLU,,4,10,10.0,,0.0010077805480017568,2,80,0.5522180517235721,0.000983467018617693,COMPLETE
138,0.2304854691028595,2023-09-03 10:07:24.816198,2023-09-03 10:07:27.608790,0 days 00:00:02.792592,Leaky,ReLU,,12,11,7.0,,0.0032792163457546018,2,80,0.5826966935136022,0.0006713119222565425,COMPLETE
139,0.20043854415416718,2023-09-03 10:07:27.609067,2023-09-03 10:07:35.974294,0 days 00:00:08.365227,Leaky,ReLU,,4,11,11.0,,0.001575640841049071,2,80,0.626389046318821,0.0004442494859027908,COMPLETE
140,0.2405448704957962,2023-09-03 10:07:35.974560,2023-09-03 10:07:43.052722,0 days 00:00:07.078162,Leaky,ReLU,,4,11,11.0,,0.001541494899360271,2,80,0.5263583444871411,0.0004734599517908867,COMPLETE
141,0.18251633644104004,2023-09-03 10:07:43.052988,2023-09-03 10:07:51.509618,0 days 00:00:08.456630,Leaky,ReLU,,4,10,10.0,,0.0018436462158807705,2,80,0.6340325084419364,0.0003266260744999638,COMPLETE
142,0.22557508945465088,2023-09-03 10:07:51.509908,2023-09-03 10:08:00.068305,0 days 00:00:08.558397,Leaky,ReLU,,4,10,10.0,,0.001102551737443446,2,80,0.642332251787433,0.0002497208048312016,COMPLETE
143,0.18108586966991425,2023-09-03 10:08:00.068582,2023-09-03 10:08:09.085169,0 days 00:00:09.016587,Leaky,ReLU,,4,8,9.0,,0.0024073284018370535,2,80,0.6776305352291401,0.00031625239373347946,COMPLETE
144,0.22772161662578583,2023-09-03 10:08:09.085451,2023-09-03 10:08:17.309146,0 days 00:00:08.223695,Leaky,ReLU,,4,7,11.0,,0.0022499997521829304,2,80,0.616362032100481,0.0002999613641930318,COMPLETE
145,0.273368239402771,2023-09-03 10:08:17.309424,2023-09-03 10:08:23.190704,0 days 00:00:05.881280,Leaky,ReLU,,4,8,9.0,,0.0037533268009748775,2,80,0.4378122385709035,0.0002171409168735345,COMPLETE
146,0.26077911257743835,2023-09-03 10:08:23.190984,2023-09-03 10:08:32.180296,0 days 00:00:08.989312,Leaky,ReLU,,4,9,10.0,,0.00026712998217861774,2,80,0.6726326376795704,0.0003674498433993063,COMPLETE
147,0.239943727850914,2023-09-03 10:08:32.180570,2023-09-03 10:08:39.809355,0 days 00:00:07.628785,ReLU,Sigmoid,,4,12,10.0,,0.0018392091863358919,2,80,0.5689072248509771,0.00057063532889388,COMPLETE
148,0.21578466892242432,2023-09-03 10:08:39.809637,2023-09-03 10:08:47.764173,0 days 00:00:07.954536,Leaky,ReLU,,4,7,8.0,,0.007244095246580104,2,80,0.5954163394270605,0.0004317508793836608,COMPLETE
149,0.23995758593082428,2023-09-03 10:08:47.764456,2023-09-03 10:08:56.458748,0 days 00:00:08.694292,Sigmoid,ReLU,,4,13,11.0,,0.0028029323954667502,2,80,0.6441152782369852,0.00029640096895206045,COMPLETE
150,0.24312496185302734,2023-09-03 10:08:56.459024,2023-09-03 10:09:03.189158,0 days 00:00:06.730134,Leaky,ReLU,,4,9,9.0,,0.002310057699270786,2,80,0.5054110233209027,0.00019559340642827513,COMPLETE
151,0.2291664034128189,2023-09-03 10:09:03.189432,2023-09-03 10:09:12.461050,0 days 00:00:09.271618,Leaky,ReLU,,4,11,9.0,,0.0014290579166292752,2,80,0.6983048479333932,0.0011861043164858435,COMPLETE
152,0.2104741334915161,2023-09-03 10:09:12.461341,2023-09-03 10:09:21.400037,0 days 00:00:08.938696,Leaky,ReLU,,4,12,10.0,,0.0012392871423068856,2,80,0.6685891127735899,0.0005456218261487514,COMPLETE
153,0.21744251251220703,2023-09-03 10:09:21.400327,2023-09-03 10:09:30.966859,0 days 00:00:09.566532,Leaky,ReLU,,4,11,9.0,,0.0017259211358083984,2,80,0.7151169223748096,0.00033965280073618116,COMPLETE
154,0.22013209760189056,2023-09-03 10:09:30.967140,2023-09-03 10:09:37.220274,0 days 00:00:06.253134,Leaky,ReLU,,4,10,9.0,,0.0008661609451973666,2,60,0.6251405920456152,0.000446675683442376,COMPLETE
155,0.24667584896087646,2023-09-03 10:09:37.220550,2023-09-03 10:09:46.266032,0 days 00:00:09.045482,Leaky,ReLU,,4,10,8.0,,0.0001712794517807711,2,80,0.6763159746231502,0.00026957921223875016,COMPLETE
156,0.44677484035491943,2023-09-03 10:09:46.266311,2023-09-03 10:09:50.130768,0 days 00:00:03.864457,Leaky,ReLU,,8,11,10.0,,0.00011988702716244154,2,80,0.5543864934587251,0.0008921285536863807,COMPLETE
157,0.21846356987953186,2023-09-03 10:09:50.131036,2023-09-03 10:10:10.373666,0 days 00:00:20.242630,Tanh,ReLU,,2,8,11.0,,0.0032433587396884845,2,80,0.7761459891982871,0.0007043705890956653,COMPLETE
158,0.2841770350933075,2023-09-03 10:10:10.373948,2023-09-03 10:10:16.492176,0 days 00:00:06.118228,Leaky,Leaky,,4,12,18.0,,0.0025540168710052155,2,80,0.4584287406262323,0.0004158274241127602,COMPLETE
159,0.2509180009365082,2023-09-03 10:10:16.492476,2023-09-03 10:10:35.674061,0 days 00:00:19.181585,Leaky,ReLU,,2,14,7.0,,0.0021113756451840862,2,80,0.7291784682883526,0.0005655784076171833,COMPLETE
160,0.2208189070224762,2023-09-03 10:10:35.674338,2023-09-03 10:10:39.094407,0 days 00:00:03.420069,Leaky,ReLU,,10,10,9.0,,0.0006370110316603295,2,80,0.6087089917732527,0.00024461361818110144,COMPLETE
161,0.21762636303901672,2023-09-03 10:10:39.094695,2023-09-03 10:10:41.504184,0 days 00:00:02.409489,Leaky,ReLU,,16,20,6.0,,0.0017596084397728526,2,80,0.6376570052095828,0.000349416520009211,COMPLETE
162,0.20212422311306,2023-09-03 10:10:41.504477,2023-09-03 10:10:59.799050,0 days 00:00:18.294573,Leaky,ReLU,,2,21,5.0,,0.0013951837569471286,2,80,0.6923121211294502,0.00033760231450538826,COMPLETE
163,0.45616206526756287,2023-09-03 10:10:59.799329,2023-09-03 10:11:02.889461,0 days 00:00:03.090132,Leaky,ReLU,,12,6,8.0,,9.224270195536324e-05,2,80,0.6484108334145282,0.0012604331433863879,COMPLETE
164,0.21302096545696259,2023-09-03 10:11:02.889739,2023-09-03 10:11:17.218347,0 days 00:00:14.328608,Leaky,ReLU,,2,11,6.0,,0.002014075236167252,2,80,0.5460768993636649,0.00045256644376439703,COMPLETE
165,0.22312138974666595,2023-09-03 10:11:17.218627,2023-09-03 10:11:25.004996,0 days 00:00:07.786369,Leaky,ReLU,,4,20,4.0,,0.0010668337007935012,2,80,0.5812464541257651,0.00016663047412586056,COMPLETE
166,0.23725150525569916,2023-09-03 10:11:25.005282,2023-09-03 10:11:29.787289,0 days 00:00:04.782007,ReLU,Leaky,,2,12,9.0,,0.001598536517915993,2,40,0.36381534531017634,0.000228818736297459,COMPLETE
167,0.24742767214775085,2023-09-03 10:11:29.787576,2023-09-03 10:11:47.730052,0 days 00:00:17.942476,Leaky,ReLU,,2,16,7.0,,0.005097410833328576,2,80,0.6833645367060524,0.0006366939957341766,COMPLETE
168,0.240518257021904,2023-09-03 10:11:47.730334,2023-09-03 10:11:49.577274,0 days 00:00:01.846940,Leaky,Sigmoid,,16,13,8.0,,0.002444506994418273,2,80,0.49345947970667786,0.0003064917367385058,COMPLETE
169,0.21328820288181305,2023-09-03 10:11:49.577558,2023-09-03 10:11:51.688304,0 days 00:00:02.110746,Leaky,ReLU,,30,21,10.0,,0.003331623970125662,2,100,0.7434006168545495,0.0008110809983234064,COMPLETE
170,0.23600389063358307,2023-09-03 10:11:51.688582,2023-09-03 10:11:54.253477,0 days 00:00:02.564895,Leaky,ReLU,,12,19,5.0,,0.004324087065890965,2,80,0.5234800263092454,0.0010715904879832622,COMPLETE
171,0.1689048707485199,2023-09-03 10:11:54.253758,2023-09-03 10:12:12.451537,0 days 00:00:18.197779,Leaky,ReLU,,2,21,5.0,,0.0013764608030793568,2,80,0.6930346785953353,0.000362219213160517,COMPLETE
172,0.469148725271225,2023-09-03 10:12:12.451817,2023-09-03 10:12:28.148753,0 days 00:00:15.696936,Leaky,ReLU,,2,1,5.0,,0.0013061039007308064,2,80,0.6192608413802745,0.0003747996308615554,COMPLETE
173,0.3213074803352356,2023-09-03 10:12:28.149033,2023-09-03 10:12:46.724491,0 days 00:00:18.575458,Leaky,ReLU,,2,20,6.0,,5.060655067020578e-05,2,80,0.706042647549133,0.00029369785207258636,COMPLETE
174,0.19574673473834991,2023-09-03 10:12:46.724779,2023-09-03 10:13:05.632405,0 days 00:00:18.907626,Leaky,ReLU,,2,21,5.0,,0.0015382603891123461,2,80,0.7258789298504844,0.0004894547750058047,COMPLETE
175,0.23445934057235718,2023-09-03 10:13:05.632695,2023-09-03 10:13:25.463982,0 days 00:00:19.831287,Leaky,ReLU,,2,21,5.0,,0.0008749632200284517,2,80,0.7647397780708561,0.0004959582734266072,COMPLETE
176,0.21856647729873657,2023-09-03 10:13:25.464257,2023-09-03 10:13:39.337803,0 days 00:00:13.873546,Tanh,ReLU,,2,21,4.0,,0.0015027821322287343,2,60,0.7218229419170197,0.0004043280569882264,COMPLETE
177,0.2499050796031952,2023-09-03 10:13:39.338078,2023-09-03 10:13:56.535674,0 days 00:00:17.197596,Leaky,Leaky,,2,22,3.0,,0.0011580433359870896,2,80,0.6694482824054966,0.0006673502787136091,COMPLETE
178,0.22077038884162903,2023-09-03 10:13:56.535951,2023-09-03 10:14:21.380248,0 days 00:00:24.844297,Leaky,Tanh,,2,11,10.0,,0.0019700793850441775,2,100,0.7816546323995017,0.0005206442355528422,COMPLETE
179,0.237843856215477,2023-09-03 10:14:21.380528,2023-09-03 10:14:42.027131,0 days 00:00:20.646603,Sigmoid,ReLU,,2,23,9.0,,0.000982055578483807,2,80,0.7982108228016784,0.0009572326761266116,COMPLETE
180,0.24749755859375,2023-09-03 10:14:42.027418,2023-09-03 10:15:01.047097,0 days 00:00:19.019679,Leaky,ReLU,,2,21,8.0,,0.00035394791250809086,2,80,0.743802871897215,0.00020933351899627973,COMPLETE
181,0.25405529141426086,2023-09-03 10:15:01.047386,2023-09-03 10:15:09.661355,0 days 00:00:08.613969,Leaky,ReLU,,4,22,6.0,,0.001652438416032656,2,80,0.653192578947404,0.00027498828892069937,COMPLETE
182,0.22217367589473724,2023-09-03 10:15:09.661643,2023-09-03 10:15:27.228260,0 days 00:00:17.566617,Leaky,ReLU,,2,20,4.0,,0.0026545197112661204,2,80,0.6898360453443758,0.00040341651911575215,COMPLETE
183,0.19312652945518494,2023-09-03 10:15:27.228533,2023-09-03 10:15:42.676725,0 days 00:00:15.448192,Leaky,ReLU,,2,22,5.0,,0.0020406821594156368,2,80,0.6029054834277057,0.000347108350280052,COMPLETE
184,0.23636144399642944,2023-09-03 10:15:42.677007,2023-09-03 10:15:57.980557,0 days 00:00:15.303550,Leaky,ReLU,,2,22,5.0,,0.0021200180957580456,2,80,0.5912023522395347,0.0004982335070780796,COMPLETE
185,0.21213118731975555,2023-09-03 10:15:57.980835,2023-09-03 10:16:20.857658,0 days 00:00:22.876823,Leaky,ReLU,,2,23,4.0,,0.0013307781806401425,2,100,0.7152580827730318,0.00036718245080493556,COMPLETE
186,0.17867213487625122,2023-09-03 10:16:20.857931,2023-09-03 10:16:37.796306,0 days 00:00:16.938375,ReLU,ReLU,,2,22,5.0,,0.0017429788839159503,2,80,0.6563418288274525,0.0002453727164941556,COMPLETE
187,0.2622562348842621,2023-09-03 10:16:37.796590,2023-09-03 10:16:48.709295,0 days 00:00:10.912705,ReLU,ReLU,,2,22,5.0,,0.0030261113449520875,2,80,0.4248811301032112,0.0002480954279416419,COMPLETE
188,0.2389565110206604,2023-09-03 10:16:48.709570,2023-09-03 10:17:03.419336,0 days 00:00:14.709766,ReLU,Tanh,,2,21,3.0,,0.0018001986457265248,2,80,0.5693418596086395,0.0003215136619763652,COMPLETE
189,0.20807808637619019,2023-09-03 10:17:03.419618,2023-09-03 10:17:19.298821,0 days 00:00:15.879203,ReLU,Leaky,,2,22,4.0,,0.002333922528695862,2,80,0.6138313702575111,0.0002062947062935995,COMPLETE
190,0.2087964564561844,2023-09-03 10:17:19.299101,2023-09-03 10:17:31.182343,0 days 00:00:11.883242,ReLU,ReLU,,2,22,5.0,,0.003743996757222694,2,80,0.4675390074767553,0.0001742243385252661,COMPLETE
191,0.36182281374931335,2023-09-03 10:17:31.182632,2023-09-03 10:17:47.929560,0 days 00:00:16.746928,ReLU,ReLU,,2,23,7.0,,0.001498760871546927,2,80,0.6567056017922961,0.08819965939460907,COMPLETE
192,0.26059940457344055,2023-09-03 10:17:47.929858,2023-09-03 10:18:04.124224,0 days 00:00:16.194366,Leaky,ReLU,,2,11,6.0,,0.0011931737216738,2,80,0.6332962977691992,0.000260433935325769,COMPLETE
193,0.1978568434715271,2023-09-03 10:18:04.124495,2023-09-03 10:18:15.305396,0 days 00:00:11.180901,Leaky,ReLU,,4,21,5.0,,0.0018224533580178434,2,100,0.6869690022566581,0.0013952123186187727,COMPLETE
194,0.21320891380310059,2023-09-03 10:18:15.305681,2023-09-03 10:18:24.976955,0 days 00:00:09.671274,Leaky,ReLU,,4,21,5.0,,0.0018670923726561285,2,80,0.7346346006572249,0.0013196559163252976,COMPLETE
195,0.17875246703624725,2023-09-03 10:18:24.977236,2023-09-03 10:18:33.752018,0 days 00:00:08.774782,Leaky,ReLU,,4,21,5.0,,0.0025560069928505934,2,80,0.6746977105356827,0.0015028917082322275,COMPLETE
196,0.22186477482318878,2023-09-03 10:18:33.752293,2023-09-03 10:18:42.815212,0 days 00:00:09.062919,Leaky,ReLU,,4,21,4.0,,0.0028102781122687167,2,80,0.6956437634634919,0.0015163446089687112,COMPLETE
197,0.21393831074237823,2023-09-03 10:18:42.815494,2023-09-03 10:18:53.532526,0 days 00:00:10.717032,Tanh,ReLU,,4,20,5.0,,0.002299694930847819,2,100,0.6595920871844168,0.0016748921279823425,COMPLETE
198,0.16507357358932495,2023-09-03 10:18:53.532798,2023-09-03 10:19:03.504370,0 days 00:00:09.971572,Leaky,ReLU,,4,21,6.0,,0.001969249022949689,2,80,0.756945037896801,0.0011384255813720852,COMPLETE
199,0.24684973061084747,2023-09-03 10:19:03.504631,2023-09-03 10:19:08.541779,0 days 00:00:05.037148,Leaky,ReLU,,4,21,6.0,,0.0019851024833082015,2,40,0.7615290480792134,0.0010009401503591774,COMPLETE
200,0.27527931332588196,2023-09-03 10:19:08.542065,2023-09-03 10:19:17.800037,0 days 00:00:09.257972,ReLU,ReLU,,4,22,6.0,,0.00045523014360282206,2,80,0.7125243073817403,0.0013248200225815287,COMPLETE
201,0.19960424304008484,2023-09-03 10:19:17.800310,2023-09-03 10:19:26.634522,0 days 00:00:08.834212,Leaky,ReLU,,4,21,5.0,,0.002523837161983279,2,80,0.6773981789537326,0.0011695511898956552,COMPLETE
202,0.19579869508743286,2023-09-03 10:19:26.634812,2023-09-03 10:19:36.287977,0 days 00:00:09.653165,Leaky,ReLU,,4,20,5.0,,0.002565499091485414,2,80,0.7455821671996123,0.0011668510440074717,COMPLETE
203,0.1661367565393448,2023-09-03 10:19:36.288260,2023-09-03 10:19:46.039658,0 days 00:00:09.751398,Leaky,ReLU,,4,20,6.0,,0.003026342447212091,2,80,0.7536753481657328,0.0018266247073589973,COMPLETE
204,0.1812213659286499,2023-09-03 10:19:46.039948,2023-09-03 10:19:55.892203,0 days 00:00:09.852255,Leaky,ReLU,,4,20,6.0,,0.003155416039664657,2,80,0.7629092711919352,0.001955233799278147,COMPLETE
205,0.1732063889503479,2023-09-03 10:19:55.892483,2023-09-03 10:20:05.834423,0 days 00:00:09.941940,Leaky,ReLU,,4,19,6.0,,0.003479945105222171,2,80,0.7658396510062799,0.0021224717897149123,COMPLETE
206,0.2186094969511032,2023-09-03 10:20:05.834697,2023-09-03 10:20:16.271419,0 days 00:00:10.436722,Leaky,ReLU,,4,19,6.0,,0.0033947677350651567,2,80,0.7971241416326406,0.0019732619000480374,COMPLETE
207,0.18783728778362274,2023-09-03 10:20:16.271690,2023-09-03 10:20:26.120570,0 days 00:00:09.848880,Leaky,ReLU,,4,19,6.0,,0.0038850308118369174,2,80,0.755222192852395,0.0018680683014222277,COMPLETE
208,0.20731481909751892,2023-09-03 10:20:26.120838,2023-09-03 10:20:35.988102,0 days 00:00:09.867264,Leaky,ReLU,,4,19,7.0,,0.004182038502219165,2,80,0.756791093780059,0.002087810583315969,COMPLETE
209,0.25891509652137756,2023-09-03 10:20:35.988370,2023-09-03 10:20:45.992387,0 days 00:00:10.004017,Leaky,ReLU,,4,20,6.0,,0.0031965822515383625,2,80,0.7660360981067412,0.002620768346415977,COMPLETE
210,0.23799937963485718,2023-09-03 10:20:45.992660,2023-09-03 10:20:55.565290,0 days 00:00:09.572630,Leaky,ReLU,,4,19,7.0,,0.003898142506523448,2,80,0.7364913438307976,0.0019810658802731015,COMPLETE
211,0.20274630188941956,2023-09-03 10:20:55.565564,2023-09-03 10:21:05.645446,0 days 00:00:10.079882,Leaky,ReLU,,4,18,5.0,,0.0032913113040490805,2,80,0.7761850073325455,0.0015225949632551284,COMPLETE
212,0.20857571065425873,2023-09-03 10:21:05.645733,2023-09-03 10:21:15.310307,0 days 00:00:09.664574,Leaky,ReLU,,4,20,6.0,,0.002822465009510223,2,80,0.7372936118892102,0.00159054997027837,COMPLETE
213,0.2173404097557068,2023-09-03 10:21:15.310592,2023-09-03 10:21:27.242197,0 days 00:00:11.931605,Leaky,ReLU,,4,20,6.0,,0.0022011582697901784,2,100,0.7369774445810549,0.0018180249779960818,COMPLETE
214,0.5534351468086243,2023-09-03 10:21:27.242479,2023-09-03 10:21:37.379036,0 days 00:00:10.136557,Leaky,ReLU,,4,19,6.0,,2.705507569797121e-05,2,80,0.7793304857848706,0.002404899256375578,COMPLETE
215,0.23614931106567383,2023-09-03 10:21:37.379331,2023-09-03 10:21:46.559515,0 days 00:00:09.180184,Leaky,ReLU,,4,20,5.0,,0.0002199328742329263,2,80,0.7070028162571028,0.0014098014550055654,COMPLETE
216,0.16722342371940613,2023-09-03 10:21:46.559803,2023-09-03 10:21:56.871470,0 days 00:00:10.311667,Leaky,Tanh,,4,20,7.0,,0.004506117111344937,2,80,0.7968469454251655,0.0011105223299685111,COMPLETE
217,0.18796902894973755,2023-09-03 10:21:56.871753,2023-09-03 10:22:07.123959,0 days 00:00:10.252206,Leaky,Tanh,,4,19,7.0,,0.0049399902929504035,2,80,0.789654690143639,0.0011585837717290437,COMPLETE
218,0.2513846457004547,2023-09-03 10:22:07.124243,2023-09-03 10:22:17.481300,0 days 00:00:10.357057,Leaky,Tanh,,4,19,7.0,,0.005622116296679985,2,80,0.79950389071333,0.0029864673818215687,COMPLETE
219,0.21232104301452637,2023-09-03 10:22:17.481574,2023-09-03 10:22:27.529681,0 days 00:00:10.048107,Leaky,Tanh,,4,19,7.0,,0.004712871632411534,2,80,0.7774550955692902,0.0011256074149370303,COMPLETE
220,0.23306749761104584,2023-09-03 10:22:27.529967,2023-09-03 10:22:32.619521,0 days 00:00:05.089554,Leaky,Tanh,,8,18,7.0,,0.004496241168706746,2,80,0.7552483006708964,0.0017703136711753474,COMPLETE
221,0.23242507874965668,2023-09-03 10:22:32.619803,2023-09-03 10:22:42.366045,0 days 00:00:09.746242,Leaky,Tanh,,4,17,6.0,,0.0037984045780057067,2,80,0.746404482468918,0.0011301591933358152,COMPLETE
222,0.23190580308437347,2023-09-03 10:22:42.366322,2023-09-03 10:22:51.728606,0 days 00:00:09.362284,Leaky,Tanh,,4,20,7.0,,0.002918070501469519,2,80,0.7228405994147197,0.0009064291972351606,COMPLETE
223,0.22486579418182373,2023-09-03 10:22:51.728889,2023-09-03 10:23:02.093383,0 days 00:00:10.364494,Leaky,Tanh,,4,20,8.0,,0.007162008257167918,2,80,0.7997832423068229,0.001306235597727793,COMPLETE
224,0.24713315069675446,2023-09-03 10:23:02.093668,2023-09-03 10:23:12.000103,0 days 00:00:09.906435,Leaky,Tanh,,4,19,6.0,,0.006376871532212207,2,80,0.7617271144829314,0.0008470959661345417,COMPLETE
225,0.2455906718969345,2023-09-03 10:23:12.000384,2023-09-03 10:23:21.380333,0 days 00:00:09.379949,Leaky,Tanh,,4,18,8.0,,0.0002920986415136423,2,80,0.721913590208768,0.0010485546044398354,COMPLETE
226,0.26660117506980896,2023-09-03 10:23:21.380611,2023-09-03 10:23:25.558952,0 days 00:00:04.178341,Leaky,Sigmoid,,10,20,7.0,,0.00586008027764616,2,80,0.7609547299051428,0.002271409637028669,COMPLETE
227,0.18613867461681366,2023-09-03 10:23:25.559238,2023-09-03 10:23:35.908203,0 days 00:00:10.348965,Leaky,Tanh,,4,22,7.0,,0.004961842663151174,2,80,0.7951818088225989,0.001648572139857824,COMPLETE
228,0.17944130301475525,2023-09-03 10:23:35.908483,2023-09-03 10:23:43.696683,0 days 00:00:07.788200,Leaky,Tanh,,4,22,7.0,,0.005008618556304884,2,60,0.7950432596268495,0.0018630430774769005,COMPLETE
229,0.23064154386520386,2023-09-03 10:23:43.696977,2023-09-03 10:23:51.350984,0 days 00:00:07.654007,Leaky,Tanh,,4,23,7.0,,0.008654510744741254,2,60,0.7860694528686065,0.001716500144252854,COMPLETE
230,0.28031739592552185,2023-09-03 10:23:51.351283,2023-09-03 10:23:59.083580,0 days 00:00:07.732297,Tanh,Tanh,,4,22,8.0,,0.0051883481079856774,2,60,0.7970906497673302,0.0020587946204320296,COMPLETE
231,0.29406246542930603,2023-09-03 10:23:59.083863,2023-09-03 10:24:01.305364,0 days 00:00:02.221501,Leaky,Tanh,,4,22,6.0,,0.004577591013599604,2,60,0.22124353730528182,0.001833911346907809,COMPLETE
232,0.21110475063323975,2023-09-03 10:24:01.305647,2023-09-03 10:24:09.124993,0 days 00:00:07.819346,Leaky,Tanh,,4,22,7.0,,0.0036633548712402234,2,60,0.7982636298871321,0.0014634928880793094,COMPLETE
233,0.22619479894638062,2023-09-03 10:24:09.125276,2023-09-03 10:24:16.090652,0 days 00:00:06.965376,Leaky,Tanh,,4,21,8.0,,0.005086709466106325,2,60,0.7097215004781334,0.002334426766873808,COMPLETE
234,0.19449391961097717,2023-09-03 10:24:16.090936,2023-09-03 10:24:26.097017,0 days 00:00:10.006081,Leaky,Tanh,,4,22,6.0,,0.006230255909363255,2,80,0.7613501837261883,0.0014985872993230431,COMPLETE
