number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.5535081624984741,2023-09-04 00:39:17.828572,2023-09-04 00:39:19.578530,0 days 00:00:01.749958,ReLU,Sigmoid,,,10,13,23.0,,,0.00011596298741507086,2,40,0.5697235862215967,0.00017794825584190879,COMPLETE
1,0.5994231104850769,2023-09-04 00:39:19.578832,2023-09-04 00:39:20.157392,0 days 00:00:00.578560,ReLU,Tanh,ReLU,,30,2,18.0,12.0,,0.00010423938842182055,3,60,0.26991849405906326,0.00012043008500559991,COMPLETE
2,0.2817647457122803,2023-09-04 00:39:20.157686,2023-09-04 00:39:21.890027,0 days 00:00:01.732341,ReLU,Tanh,Leaky,,30,12,13.0,18.0,,0.08042338257582242,3,100,0.49969530488495123,0.006665981431876696,COMPLETE
3,1.0464684963226318,2023-09-04 00:39:21.890329,2023-09-04 00:39:22.465508,0 days 00:00:00.575179,Leaky,Leaky,ReLU,,30,13,1.0,1.0,,0.07958450515616589,3,80,0.19959572684150623,2.363155113464412e-05,COMPLETE
4,0.8376699686050415,2023-09-04 00:39:22.465802,2023-09-04 00:39:23.070331,0 days 00:00:00.604529,Tanh,,,,8,17,,,,1.1840655050588589e-05,1,60,0.13872649154637853,0.01417262290532489,COMPLETE
5,0.48307377099990845,2023-09-04 00:39:23.070617,2023-09-04 00:39:27.758553,0 days 00:00:04.687936,Sigmoid,Sigmoid,,,12,12,7.0,,,8.077989187460792e-05,2,100,0.7165079257615694,0.005033517195903919,COMPLETE
6,0.5847012996673584,2023-09-04 00:39:27.758859,2023-09-04 00:39:28.218758,0 days 00:00:00.459899,Leaky,,,,12,2,,,,0.0011091393859648246,1,40,0.23507796703202688,5.9426435533183754e-05,COMPLETE
7,0.7014803886413574,2023-09-04 00:39:28.219048,2023-09-04 00:39:29.690200,0 days 00:00:01.471152,Tanh,Tanh,Leaky,,10,23,11.0,15.0,,1.1661194416869711e-05,3,60,0.27285916423688156,0.0017708821301938137,COMPLETE
8,0.26309406757354736,2023-09-04 00:39:29.690491,2023-09-04 00:39:34.531166,0 days 00:00:04.840675,Sigmoid,Tanh,,,2,13,3.0,,,0.026095578144385647,2,40,0.25166121772912253,1.3631165037023566e-05,COMPLETE
9,0.3842226564884186,2023-09-04 00:39:34.531435,2023-09-04 00:39:36.043880,0 days 00:00:01.512445,Leaky,,,,4,18,,,,0.0017924074377774597,1,60,0.18592679966407624,0.002447384458104485,COMPLETE
10,0.9962246417999268,2023-09-04 00:39:36.044118,2023-09-04 00:39:38.190988,0 days 00:00:02.146870,Sigmoid,Leaky,Tanh,Sigmoid,2,7,1.0,24.0,24.0,0.009809040244515774,4,40,0.10630336190763087,0.00045320447513913156,COMPLETE
11,1.0037955045700073,2023-09-04 00:39:38.191260,2023-09-04 00:40:11.785501,0 days 00:00:33.594241,ReLU,Tanh,Sigmoid,Leaky,2,8,13.0,19.0,1.0,0.08800758222985848,4,100,0.43594393175509344,0.09557304977424734,COMPLETE
