number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.7272775173187256,2023-09-03 18:32:46.465155,2023-09-03 18:32:51.266052,0 days 00:00:04.800897,Leaky,Leaky,ReLU,ReLU,2,24,21.0,13.0,6.0,0.03339848811927348,4,60,0.1522538748060844,1.6246595945379203e-05,COMPLETE
1,0.723590075969696,2023-09-03 18:32:51.266389,2023-09-03 18:32:51.583332,0 days 00:00:00.316943,Tanh,,,,30,20,,,,7.258264407579887e-05,1,40,0.33284890229293645,0.02107760495825881,COMPLETE
2,1.0267845392227173,2023-09-03 18:32:51.583587,2023-09-03 18:32:52.122777,0 days 00:00:00.539190,Sigmoid,ReLU,Sigmoid,,16,14,6.0,4.0,,1.0951831468596943e-05,3,60,0.15228976465602362,0.01942474721404464,COMPLETE
3,0.5318925380706787,2023-09-03 18:32:52.123063,2023-09-03 18:32:53.091582,0 days 00:00:00.968519,Sigmoid,Leaky,ReLU,,8,10,7.0,14.0,,0.0018773533484691975,3,60,0.14202351005320446,0.01897165560030671,COMPLETE
4,1.00679612159729,2023-09-03 18:32:53.091880,2023-09-03 18:32:53.406319,0 days 00:00:00.314439,Leaky,ReLU,,,30,24,8.0,,,1.532264500177744e-05,2,60,0.16917108034275732,0.0006306359526590989,COMPLETE
5,0.6486509442329407,2023-09-03 18:32:53.406609,2023-09-03 18:32:57.578985,0 days 00:00:04.172376,ReLU,ReLU,ReLU,Leaky,4,14,7.0,22.0,15.0,1.7471350983682777e-05,4,80,0.2068276940056833,1.3963411085668471e-05,COMPLETE
6,0.3209969699382782,2023-09-03 18:32:57.579286,2023-09-03 18:32:57.949127,0 days 00:00:00.369841,Tanh,ReLU,,,30,15,15.0,,,0.0014375536886643084,2,100,0.11728268220386216,0.00013347248424247312,COMPLETE
7,0.7114892601966858,2023-09-03 18:32:57.949406,2023-09-03 18:32:59.561300,0 days 00:00:01.611894,Sigmoid,Sigmoid,Tanh,ReLU,12,7,10.0,17.0,20.0,0.0001096212062872816,4,80,0.21835804766044442,0.0006530933871852831,COMPLETE
8,0.31015756726264954,2023-09-03 18:32:59.561579,2023-09-03 18:33:10.598439,0 days 00:00:11.036860,Tanh,Leaky,Leaky,Tanh,2,15,22.0,8.0,3.0,0.000603326199006473,4,40,0.5684124723181273,0.006980798033426817,COMPLETE
9,0.3170739412307739,2023-09-03 18:33:10.598731,2023-09-03 18:33:11.308826,0 days 00:00:00.710095,ReLU,ReLU,Sigmoid,Tanh,12,8,21.0,5.0,18.0,0.0031901304265901883,4,40,0.19445058259411857,1.0118479519815933e-05,COMPLETE
10,0.347237765789032,2023-09-03 18:33:11.309113,2023-09-03 18:33:21.348051,0 days 00:00:10.038938,Tanh,Tanh,Leaky,,2,3,16.0,8.0,,0.0003843094660602619,3,40,0.617238743562426,0.004733781816139441,COMPLETE
11,1.0306967496871948,2023-09-03 18:33:21.348338,2023-09-03 18:33:22.939588,0 days 00:00:01.591250,ReLU,Leaky,Leaky,Tanh,10,7,24.0,1.0,1.0,0.005156819394775583,4,40,0.359314018368849,0.0034153252398265955,COMPLETE
12,0.9490432739257812,2023-09-03 18:33:22.939892,2023-09-03 18:33:25.705253,0 days 00:00:02.765361,ReLU,Tanh,Sigmoid,Tanh,12,1,1.0,7.0,24.0,0.006923576178077469,4,40,0.764261182332332,0.06572154754165987,COMPLETE
13,0.47618430852890015,2023-09-03 18:33:25.705556,2023-09-03 18:33:27.106600,0 days 00:00:01.401044,ReLU,Sigmoid,Sigmoid,,12,19,20.0,8.0,,0.0005727554195007433,3,40,0.4601809011039111,6.756756191778494e-05,COMPLETE
14,0.5052266120910645,2023-09-03 18:33:27.106892,2023-09-03 18:33:33.943609,0 days 00:00:06.836717,Tanh,,,,2,10,,,,0.09681450684472327,1,100,0.2707751431570376,0.00018104046829584333,COMPLETE
15,0.24823521077632904,2023-09-03 18:33:33.943886,2023-09-03 18:33:36.401272,0 days 00:00:02.457386,ReLU,Leaky,Leaky,Tanh,8,17,24.0,4.0,12.0,0.005331581659757781,4,40,0.46566096805821966,0.0025720100594935355,COMPLETE
16,0.26136502623558044,2023-09-03 18:33:36.401565,2023-09-03 18:33:38.216807,0 days 00:00:01.815242,Tanh,Leaky,,,8,18,24.0,,,0.010753598845452727,2,40,0.4975499785687465,0.0025486877461327303,COMPLETE
17,0.2665241062641144,2023-09-03 18:33:38.217090,2023-09-03 18:33:39.797928,0 days 00:00:01.580838,Leaky,Leaky,,,8,19,18.0,,,0.02373105914104525,2,40,0.4380591451282875,0.001707943409705495,COMPLETE
18,0.2120855301618576,2023-09-03 18:33:39.798207,2023-09-03 18:33:44.011188,0 days 00:00:04.212981,ReLU,Leaky,,,8,17,24.0,,,0.010425121008036527,2,100,0.46628013130896895,0.0015124349126872634,COMPLETE
19,0.27471426129341125,2023-09-03 18:33:44.011448,2023-09-03 18:33:46.571176,0 days 00:00:02.559728,ReLU,,,,8,22,,,,0.013552134823236521,1,100,0.36819146666123675,0.0010642552396818692,COMPLETE
20,0.591618001461029,2023-09-03 18:33:46.571439,2023-09-03 18:33:55.113345,0 days 00:00:08.541906,ReLU,Leaky,Tanh,,8,17,14.0,1.0,,0.0038550070234440806,3,100,0.7917659760548811,0.00037857670195451317,COMPLETE
21,0.241720512509346,2023-09-03 18:33:55.113612,2023-09-03 18:33:59.555412,0 days 00:00:04.441800,ReLU,Leaky,,,8,17,23.0,,,0.01175970943277261,2,100,0.49294211161173507,0.002089465860822228,COMPLETE
22,0.22743089497089386,2023-09-03 18:33:59.555677,2023-09-03 18:34:03.273863,0 days 00:00:03.718186,ReLU,Leaky,,,8,17,18.0,,,0.017744890585571653,2,100,0.4197508416262362,0.0012364100397261968,COMPLETE
23,0.2751307189464569,2023-09-03 18:34:03.274118,2023-09-03 18:34:08.766027,0 days 00:00:05.491909,ReLU,Leaky,,,8,12,18.0,,,0.030405546257955864,2,100,0.6169524178348025,0.0011958240095957802,COMPLETE
24,0.32838302850723267,2023-09-03 18:34:08.766295,2023-09-03 18:34:10.697853,0 days 00:00:01.931558,ReLU,Leaky,,,16,21,18.0,,,0.07241687688442541,2,100,0.40313895600936134,0.0018269745464995575,COMPLETE
25,0.32551348209381104,2023-09-03 18:34:10.698117,2023-09-03 18:34:12.426057,0 days 00:00:01.727940,ReLU,,,,10,17,,,,0.010815445504098242,1,100,0.3045720055934479,0.006152589353707071,COMPLETE
26,0.2507602870464325,2023-09-03 18:34:12.426314,2023-09-03 18:34:19.264142,0 days 00:00:06.837828,ReLU,Sigmoid,,,4,13,22.0,,,0.02230671657195088,2,100,0.3952693288428161,0.0005737083063634216,COMPLETE
27,0.3050136864185333,2023-09-03 18:34:19.264413,2023-09-03 18:34:24.011686,0 days 00:00:04.747273,ReLU,Tanh,,,8,22,19.0,,,0.05136507968240516,2,100,0.5208352665480352,0.001209160549293369,COMPLETE
28,0.2925781011581421,2023-09-03 18:34:24.011959,2023-09-03 18:34:26.100898,0 days 00:00:02.088939,ReLU,,,,8,16,,,,0.015160005747936434,1,100,0.30561564020419746,0.00025564855472997417,COMPLETE
29,0.31719115376472473,2023-09-03 18:34:26.101148,2023-09-03 18:34:28.011287,0 days 00:00:01.910139,Leaky,Leaky,,,8,12,12.0,,,0.051872252631293705,2,80,0.2673921596206213,5.3357201076173464e-05,COMPLETE
30,0.2590632140636444,2023-09-03 18:34:28.011561,2023-09-03 18:34:32.660810,0 days 00:00:04.649249,Sigmoid,Leaky,Tanh,,8,24,23.0,24.0,,0.0270747076035057,3,100,0.4255471090399231,0.00039095562582664296,COMPLETE
31,0.25128278136253357,2023-09-03 18:34:32.661094,2023-09-03 18:34:36.783555,0 days 00:00:04.122461,ReLU,Leaky,,,8,17,24.0,,,0.007137816336395752,2,100,0.4603426566775017,0.0024280164558279495,COMPLETE
32,0.225745290517807,2023-09-03 18:34:36.783822,2023-09-03 18:34:41.321897,0 days 00:00:04.538075,ReLU,Leaky,,,8,20,22.0,,,0.006754161686445527,2,100,0.5032631212323176,0.0032618854478030017,COMPLETE
33,0.25024017691612244,2023-09-03 18:34:41.322164,2023-09-03 18:34:43.891663,0 days 00:00:02.569499,ReLU,Leaky,,,16,20,20.0,,,0.003055524858339927,2,100,0.536213117934155,0.008484650833592216,COMPLETE
34,0.3315705358982086,2023-09-03 18:34:43.891925,2023-09-03 18:34:46.454471,0 days 00:00:02.562546,ReLU,,,,8,19,,,,0.016972919477073082,1,100,0.3693296609166448,0.003878270443415419,COMPLETE
35,0.2837216556072235,2023-09-03 18:34:46.454728,2023-09-03 18:34:50.497160,0 days 00:00:04.042432,Leaky,Leaky,ReLU,,8,22,22.0,20.0,,0.009407090780605504,3,60,0.5894912747317349,0.00975731397085058,COMPLETE
36,0.36289307475090027,2023-09-03 18:34:50.497429,2023-09-03 18:34:58.976129,0 days 00:00:08.478700,Sigmoid,Leaky,,,4,20,21.0,,,0.04010491012472768,2,100,0.4969436547664319,0.0014507568796820873,COMPLETE
37,0.26054883003234863,2023-09-03 18:34:58.976398,2023-09-03 18:34:59.586648,0 days 00:00:00.610250,ReLU,Leaky,,,30,15,17.0,,,0.014461261483555494,2,60,0.34349719425171016,0.0007265971545518712,COMPLETE
38,0.3654598891735077,2023-09-03 18:34:59.586913,2023-09-03 18:35:03.199183,0 days 00:00:03.612270,ReLU,,,,8,14,,,,0.0019749404181440794,1,80,0.6713095310729251,0.013599993363960835,COMPLETE
39,0.31278732419013977,2023-09-03 18:35:03.199438,2023-09-03 18:35:06.225306,0 days 00:00:03.025868,Sigmoid,Leaky,,,10,23,20.0,,,0.006491012248350018,2,100,0.4110030514084166,0.00435371171443719,COMPLETE
40,0.21031828224658966,2023-09-03 18:35:06.225571,2023-09-03 18:35:09.348013,0 days 00:00:03.122442,Leaky,Tanh,Tanh,,16,18,22.0,17.0,,0.018907514868459683,3,100,0.5377206615557342,0.0009455804287581331,COMPLETE
41,0.22682498395442963,2023-09-03 18:35:09.348283,2023-09-03 18:35:12.487150,0 days 00:00:03.138867,Leaky,Tanh,Tanh,,16,18,22.0,17.0,,0.019857431686352706,3,100,0.5437917340300051,0.0008974738811748382,COMPLETE
42,0.2638581097126007,2023-09-03 18:35:12.487429,2023-09-03 18:35:15.658619,0 days 00:00:03.171190,Leaky,Tanh,Tanh,,16,18,22.0,17.0,,0.03667172417401216,3,100,0.5496075846620475,0.0008577087120113711,COMPLETE
43,0.21402227878570557,2023-09-03 18:35:15.658906,2023-09-03 18:35:19.397942,0 days 00:00:03.739036,Leaky,Tanh,Tanh,,16,21,20.0,16.0,,0.021005774695683665,3,100,0.6519382535276919,0.000978967023799436,COMPLETE
44,0.20775918662548065,2023-09-03 18:35:19.398222,2023-09-03 18:35:21.681440,0 days 00:00:02.283218,Leaky,Tanh,Tanh,,16,21,20.0,17.0,,0.02141059934102241,3,60,0.6589656536652696,0.00047211262434501987,COMPLETE
45,0.24151656031608582,2023-09-03 18:35:21.681720,2023-09-03 18:35:24.044449,0 days 00:00:02.362729,Leaky,Tanh,Tanh,,16,21,20.0,20.0,,0.030636500087724023,3,60,0.6831891390974605,0.0005438540188865484,COMPLETE
46,0.23792318999767303,2023-09-03 18:35:24.044729,2023-09-03 18:35:26.388134,0 days 00:00:02.343405,Leaky,Tanh,Tanh,,16,24,3.0,15.0,,0.007902289630972366,3,60,0.6894585916345346,0.0003714623525118567,COMPLETE
47,0.2137381136417389,2023-09-03 18:35:26.388422,2023-09-03 18:35:28.500268,0 days 00:00:02.111846,Leaky,Tanh,Tanh,,16,21,13.0,11.0,,0.004686166694130272,3,60,0.6158554975704487,0.0035959735788740413,COMPLETE
48,0.21080368757247925,2023-09-03 18:35:28.500551,2023-09-03 18:35:30.693071,0 days 00:00:02.192520,Leaky,Tanh,Tanh,,16,21,11.0,11.0,,0.0037316677716525684,3,60,0.638065869033637,0.0008539240637244166,COMPLETE
49,0.21635043621063232,2023-09-03 18:35:30.693348,2023-09-03 18:35:32.714538,0 days 00:00:02.021190,Leaky,Tanh,Tanh,,16,23,10.0,11.0,,0.0036085487912149404,3,60,0.5826389355786108,0.0017171155863838963,COMPLETE
50,0.2086835652589798,2023-09-03 18:35:32.714832,2023-09-03 18:35:35.232640,0 days 00:00:02.517808,Leaky,Tanh,Tanh,,16,23,12.0,11.0,,0.0023908520205009353,3,60,0.7311095534769253,0.0005959555306261575,COMPLETE
51,0.21975745260715485,2023-09-03 18:35:35.232926,2023-09-03 18:35:37.794473,0 days 00:00:02.561547,Leaky,Tanh,Tanh,,16,23,12.0,11.0,,0.0020479167988897698,3,60,0.7376286395665199,0.0006354372371992455,COMPLETE
52,0.21593040227890015,2023-09-03 18:35:37.794761,2023-09-03 18:35:39.937606,0 days 00:00:02.142845,Leaky,Tanh,Tanh,,16,21,10.0,12.0,,0.0012925664169439331,3,60,0.6224424025892131,0.000520313829881715,COMPLETE
53,0.2013750672340393,2023-09-03 18:35:39.937886,2023-09-03 18:35:42.494379,0 days 00:00:02.556493,Leaky,Tanh,Tanh,,16,19,8.0,11.0,,0.0046586419375153265,3,60,0.7446939714288107,0.00025087535047079384,COMPLETE
54,0.23152288794517517,2023-09-03 18:35:42.494662,2023-09-03 18:35:45.015941,0 days 00:00:02.521279,Leaky,Tanh,Tanh,,16,19,6.0,19.0,,0.009176442421134868,3,60,0.7348618368707477,0.00027001100267175525,COMPLETE
55,0.19296443462371826,2023-09-03 18:35:45.016224,2023-09-03 18:36:06.320895,0 days 00:00:21.304671,Leaky,ReLU,Tanh,Sigmoid,2,19,8.0,10.0,9.0,0.0026163574256943913,4,60,0.7246609897672895,0.00016691557964075497,COMPLETE
56,0.2050265073776245,2023-09-03 18:36:06.321183,2023-09-03 18:36:29.152374,0 days 00:00:22.831191,Leaky,ReLU,Tanh,Sigmoid,2,22,8.0,10.0,9.0,0.0024038089931496935,4,60,0.7739537977826404,0.0001515607094095684,COMPLETE
57,0.2193511575460434,2023-09-03 18:36:29.152685,2023-09-03 18:37:04.291917,0 days 00:00:35.139232,Leaky,ReLU,Tanh,Sigmoid,2,23,8.0,10.0,9.0,0.0009174904803318382,4,60,0.7954594624204318,0.00011208129230308159,COMPLETE
58,0.20825907588005066,2023-09-03 18:37:04.292212,2023-09-03 18:37:25.514125,0 days 00:00:21.221913,Leaky,ReLU,Tanh,Sigmoid,2,22,7.0,13.0,9.0,0.0025913541343560178,4,60,0.7170734236762789,0.00016159081191692963,COMPLETE
59,0.24788348376750946,2023-09-03 18:37:25.514417,2023-09-03 18:37:47.472757,0 days 00:00:21.958340,Leaky,ReLU,Tanh,Sigmoid,2,24,4.0,13.0,9.0,0.0024332353192534047,4,60,0.7403677048564465,0.00015600406221468114,COMPLETE
