number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.5644931197166443,2023-09-04 11:48:03.448421,2023-09-04 11:48:03.995054,0 days 00:00:00.546633,Tanh,,,,100,2,,,,0.0003046393982611175,1,340,0.1344474039606354,0.07289639289125531,292.94675324383905,COMPLETE
1,0.3108505308628082,2023-09-04 11:48:03.995330,2023-09-04 11:48:04.676693,0 days 00:00:00.681363,Tanh,ReLU,Sigmoid,,99,6,15.0,19.0,,0.0011022012792541282,3,451,0.15900078782804922,0.0014137629923471435,115.85515250229254,COMPLETE
2,0.28773602843284607,2023-09-04 11:48:04.676989,2023-09-04 11:48:04.907022,0 days 00:00:00.230033,Sigmoid,Leaky,,,93,15,24.0,,,0.00734530268351337,2,100,0.1334751691728481,2.4302135979137894e-05,164.41037887573242,COMPLETE
3,0.6797701120376587,2023-09-04 11:48:04.907291,2023-09-04 11:48:05.687364,0 days 00:00:00.780073,ReLU,Sigmoid,,,48,18,8.0,,,6.546879787558634e-05,2,115,0.3216069903007611,0.00010475269182131011,105.75441124957541,COMPLETE
4,0.5725277662277222,2023-09-04 11:48:05.687718,2023-09-04 11:48:06.677656,0 days 00:00:00.989938,Sigmoid,,,,56,1,,,,0.0006412251429451935,1,403,0.1471709472654876,0.015941845184560398,212.20743575936217,COMPLETE
5,1.012370228767395,2023-09-04 11:48:06.677916,2023-09-04 11:48:06.815347,0 days 00:00:00.137431,Leaky,Sigmoid,Tanh,Sigmoid,45,23,19.0,20.0,5.0,0.02148599275953394,4,490,0.3761242316820704,0.03426323188646227,101.94348335266113,COMPLETE
6,0.27416524291038513,2023-09-04 11:48:06.815657,2023-09-04 11:48:07.685056,0 days 00:00:00.869399,Leaky,Sigmoid,Leaky,,10,18,15.0,11.0,,0.006596868692109706,3,337,0.26555523332508096,0.0021932426787400826,103.37019369942801,COMPLETE
7,0.31949448585510254,2023-09-04 11:48:07.685367,2023-09-04 11:48:08.098657,0 days 00:00:00.413290,ReLU,Leaky,Leaky,Leaky,23,21,16.0,20.0,17.0,0.055017243415545126,4,204,0.42429155456523027,1.4276518898940172e-05,108.20354504055447,COMPLETE
8,0.3331080675125122,2023-09-04 11:48:08.098937,2023-09-04 11:48:08.267181,0 days 00:00:00.168244,ReLU,Tanh,,,83,9,1.0,,,0.08200585076813298,2,149,0.7974944176740811,8.440047637136968e-05,161.6402119954427,COMPLETE
9,0.5070982575416565,2023-09-04 11:48:08.267430,2023-09-04 11:48:09.241977,0 days 00:00:00.974547,Tanh,,,,37,3,,,,0.0032092989316986997,1,469,0.46879887444594154,0.07206640325579378,121.26009470621744,COMPLETE
10,0.9837533831596375,2023-09-04 11:48:09.242223,2023-09-04 11:48:12.767214,0 days 00:00:03.524991,Leaky,Sigmoid,Leaky,,16,13,8.0,4.0,,1.2472289870469948e-05,3,279,0.20667597126815446,0.00292962970374079,134.75476735979854,COMPLETE
11,0.2571031451225281,2023-09-04 11:48:12.767505,2023-09-04 11:48:13.113407,0 days 00:00:00.345902,Sigmoid,Leaky,ReLU,,69,15,24.0,6.0,,0.007095704351866596,3,70,0.2284446997437722,0.0003133349617460306,584.887393624442,COMPLETE
12,0.26973164081573486,2023-09-04 11:48:13.113673,2023-09-04 11:48:13.386919,0 days 00:00:00.273246,Sigmoid,Leaky,ReLU,,68,17,24.0,7.0,,0.008280750909232559,3,252,0.24168146493501538,0.000763288441834359,103.18895937361808,COMPLETE
13,0.26888060569763184,2023-09-04 11:48:13.387192,2023-09-04 11:48:13.710651,0 days 00:00:00.323459,Sigmoid,Leaky,ReLU,,71,10,23.0,5.0,,0.016940488849086548,3,202,0.2213587474843147,0.0003606328375044073,981.1096343994141,COMPLETE
14,1.0481516122817993,2023-09-04 11:48:13.710938,2023-09-04 11:48:13.810592,0 days 00:00:00.099654,Sigmoid,Leaky,ReLU,Tanh,70,10,20.0,1.0,24.0,0.031924720654623887,4,56,0.1065959243104082,0.00028371715327653286,105.71841130937848,COMPLETE
15,0.27000439167022705,2023-09-04 11:48:13.810886,2023-09-04 11:48:14.194810,0 days 00:00:00.383924,Sigmoid,Leaky,ReLU,,74,10,21.0,10.0,,0.017893785413131687,3,181,0.19110920535317855,0.0002705574393478577,139.71286461570045,COMPLETE
16,0.30551227927207947,2023-09-04 11:48:14.195084,2023-09-04 11:48:14.352860,0 days 00:00:00.157776,Sigmoid,ReLU,,,58,6,24.0,,,0.09306332667498791,2,50,0.20983158852752148,0.007378406833811056,154.28918668958875,COMPLETE
17,0.29358214139938354,2023-09-04 11:48:14.353118,2023-09-04 11:48:15.526907,0 days 00:00:01.173789,Sigmoid,Tanh,ReLU,ReLU,83,13,20.0,6.0,1.0,0.0027938376092692097,4,220,0.29557464905137154,0.0007245124962439532,130.77498211286454,COMPLETE
18,0.30636829137802124,2023-09-04 11:48:15.527195,2023-09-04 11:48:15.911482,0 days 00:00:00.384287,Sigmoid,Leaky,ReLU,,64,8,10.0,15.0,,0.018728166913456766,3,131,0.18158706459377222,0.005190288900837525,28687.789792324635,COMPLETE
19,0.32850906252861023,2023-09-04 11:48:15.911765,2023-09-04 11:48:16.435510,0 days 00:00:00.523745,Sigmoid,Leaky,,,81,16,18.0,,,0.0030452174158459356,2,308,0.24139409561348327,0.0005132908596764917,315.19625909423826,COMPLETE
20,0.5709884166717529,2023-09-04 11:48:16.435804,2023-09-04 11:48:16.623638,0 days 00:00:00.187834,Sigmoid,Leaky,Sigmoid,ReLU,35,20,1.0,1.0,11.0,0.03593350519777717,4,173,0.10072841928034972,9.4501447127991e-05,420.81406645341355,COMPLETE
