number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.9427801370620728,2023-09-04 21:13:17.979441,2023-09-04 21:13:18.343689,0 days 00:00:00.364248,Sigmoid,Sigmoid,Tanh,Leaky,93,20,1.0,11.0,15.0,0.00015996330135849678,4,189,0.10451336914043839,1.3959691685118984e-05,104.37148749134528,COMPLETE
1,0.7276272773742676,2023-09-04 21:13:18.344028,2023-09-04 21:13:22.198930,0 days 00:00:03.854902,Sigmoid,Tanh,ReLU,,16,4,22.0,12.0,,0.00011718700770031451,3,493,0.13854671510810057,3.6525984840261114e-05,298.99607966734476,COMPLETE
2,1.0252864360809326,2023-09-04 21:13:22.199254,2023-09-04 21:13:22.255767,0 days 00:00:00.056513,Tanh,ReLU,Sigmoid,ReLU,96,20,13.0,14.0,12.0,0.006516761360543454,4,204,0.21647001025227977,0.02716092934445377,105.91605478922526,COMPLETE
3,0.9199111461639404,2023-09-04 21:13:22.256063,2023-09-04 21:13:22.951262,0 days 00:00:00.695199,Tanh,Sigmoid,Tanh,Sigmoid,38,22,9.0,8.0,14.0,9.355041855226508e-05,4,83,0.29114994882475687,0.00010294719063141236,123.05985820724304,COMPLETE
4,0.623059868812561,2023-09-04 21:13:22.951563,2023-09-04 21:13:25.035744,0 days 00:00:02.084181,Sigmoid,,,,19,17,,,,9.657276492901531e-05,1,99,0.6666521852110855,6.491398138190541e-05,179.61168000192353,COMPLETE
5,0.6294781565666199,2023-09-04 21:13:25.036022,2023-09-04 21:13:28.244474,0 days 00:00:03.208452,ReLU,ReLU,ReLU,Tanh,16,2,6.0,4.0,10.0,0.0026013528744864424,4,126,0.5016456025753782,6.008437414455647e-05,297.62197103128807,COMPLETE
6,0.6021414995193481,2023-09-04 21:13:28.244756,2023-09-04 21:13:28.617073,0 days 00:00:00.372317,ReLU,Sigmoid,Sigmoid,,82,16,19.0,11.0,,0.0005014563972351819,3,90,0.29795675258629534,0.00010535523728614082,134.0925253974067,COMPLETE
7,0.855338990688324,2023-09-04 21:13:28.617360,2023-09-04 21:13:28.709476,0 days 00:00:00.092116,Tanh,ReLU,Leaky,,74,19,17.0,5.0,,0.009885554842504302,3,94,0.11952766247648139,0.07599650903467317,250.5088480507455,COMPLETE
8,0.861831784248352,2023-09-04 21:13:28.709746,2023-09-04 21:13:29.043561,0 days 00:00:00.333815,Sigmoid,Sigmoid,Leaky,Tanh,52,1,11.0,4.0,10.0,0.0017401692773921678,4,92,0.1506839995167294,0.006242904917732512,114.91937206102455,COMPLETE
9,0.6502516865730286,2023-09-04 21:13:29.043836,2023-09-04 21:13:29.403250,0 days 00:00:00.359414,ReLU,ReLU,,,83,6,20.0,,,0.00026028204608640956,2,65,0.46516070064671766,0.00041518670278091214,136.05548811692458,COMPLETE
10,0.9207379817962646,2023-09-04 21:13:29.403506,2023-09-04 21:13:30.747734,0 days 00:00:01.344228,Leaky,Leaky,,,66,13,24.0,,,1.0046347840805216e-05,2,326,0.278781259443395,0.0009670009760750138,97.0733907500659,COMPLETE
11,0.5263485908508301,2023-09-04 21:13:30.748008,2023-09-04 21:13:31.003679,0 days 00:00:00.255671,ReLU,,,,36,14,,,,0.09825643261167666,1,310,0.7994468165919045,0.00021327970292731423,157.6429941277755,COMPLETE
12,0.46425101161003113,2023-09-04 21:13:31.003922,2023-09-04 21:13:31.343715,0 days 00:00:00.339793,ReLU,,,,42,11,,,,0.09708697187982075,1,353,0.7679355190849094,0.00031563948626585,201.40208282470704,COMPLETE
13,0.5033106803894043,2023-09-04 21:13:31.343959,2023-09-04 21:13:31.648439,0 days 00:00:00.304480,ReLU,,,,39,10,,,,0.077667033752425,1,342,0.7442256542023704,0.000379584849103293,147.3495245713454,COMPLETE
14,0.5185030102729797,2023-09-04 21:13:31.648678,2023-09-04 21:13:31.966286,0 days 00:00:00.317608,ReLU,,,,44,9,,,,0.06732333232986741,1,403,0.7809902719116353,0.0016239220412650518,181.52315521240234,COMPLETE
15,0.40988215804100037,2023-09-04 21:13:31.966557,2023-09-04 21:13:32.644213,0 days 00:00:00.677656,Leaky,Leaky,,,26,9,4.0,,,0.03035087175752751,2,392,0.5952320462716716,0.0005411005266160573,132.89342169328168,COMPLETE
16,0.8117030262947083,2023-09-04 21:13:32.644496,2023-09-04 21:13:32.908001,0 days 00:00:00.263505,Leaky,Leaky,,,27,9,1.0,,,0.025020240225546452,2,413,0.5587735837250062,0.0012706125803922034,353.73388671875,COMPLETE
17,0.4609508812427521,2023-09-04 21:13:32.908259,2023-09-04 21:13:33.502954,0 days 00:00:00.594695,Leaky,Leaky,,,58,6,7.0,,,0.016391382668385985,2,406,0.4146455801826856,0.002807638599828051,245.01023109671996,COMPLETE
18,0.473355233669281,2023-09-04 21:13:33.503199,2023-09-04 21:13:33.665793,0 days 00:00:00.162594,Leaky,Leaky,,,60,6,5.0,,,0.02253351338389605,2,498,0.4135781514154528,0.004608842603024016,143.60009643554687,COMPLETE
19,0.41372963786125183,2023-09-04 21:13:33.666080,2023-09-04 21:13:34.683261,0 days 00:00:01.017181,Leaky,Leaky,,,54,7,6.0,,,0.0046910344518726,2,430,0.3933252837043419,0.007281882221716905,142.86527152879702,COMPLETE
20,0.5187411904335022,2023-09-04 21:13:34.683522,2023-09-04 21:13:36.260121,0 days 00:00:01.576599,Leaky,Leaky,Tanh,,30,8,4.0,24.0,,0.005872071799744953,3,450,0.5961088999657449,0.015827980652926447,332.3863134181246,COMPLETE
21,0.41027000546455383,2023-09-04 21:13:36.260403,2023-09-04 21:13:36.680795,0 days 00:00:00.420392,Leaky,Leaky,,,52,5,8.0,,,0.018608734474616306,2,393,0.408699061329857,0.003373417225970762,129.46914527529762,COMPLETE
