number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.3922891914844513,2023-09-04 21:13:12.080638,2023-09-04 21:13:14.298486,0 days 00:00:02.217848,ReLU,Leaky,Sigmoid,,57,14,18.0,18.0,,0.0002505825196497908,3,352,0.41802743456254726,4.567035099699424e-05,147.03904715737144,COMPLETE
1,0.43075624108314514,2023-09-04 21:13:14.298850,2023-09-04 21:13:15.059562,0 days 00:00:00.760712,Sigmoid,ReLU,Leaky,Tanh,82,20,14.0,8.0,11.0,0.003029002387214352,4,115,0.39246068848027893,1.1557929815673486e-05,455.86917392896567,COMPLETE
2,0.5242293477058411,2023-09-04 21:13:15.059930,2023-09-04 21:13:15.359574,0 days 00:00:00.299644,Sigmoid,Leaky,Tanh,,59,11,19.0,24.0,,0.008179995596251441,3,326,0.11468274656369756,0.0024713821657661203,245.32667018165273,COMPLETE
3,0.5140446424484253,2023-09-04 21:13:15.359880,2023-09-04 21:13:15.561382,0 days 00:00:00.201502,Sigmoid,,,,32,24,,,,0.04699107113877045,1,476,0.20831108721844452,6.553442402223998e-05,746.3088151520374,COMPLETE
4,0.9468448162078857,2023-09-04 21:13:15.561637,2023-09-04 21:13:18.802459,0 days 00:00:03.240822,Sigmoid,ReLU,Leaky,Leaky,98,21,21.0,16.0,8.0,1.8096898740193907e-05,4,191,0.4166939284240316,3.695324396313804e-05,175.0763541416348,COMPLETE
5,0.7111135721206665,2023-09-04 21:13:18.802951,2023-09-04 21:13:19.613167,0 days 00:00:00.810216,Sigmoid,,,,70,13,,,,0.0829836860860569,1,477,0.5904821457779209,0.008745085974778384,169.77895753279975,COMPLETE
6,0.5594157576560974,2023-09-04 21:13:19.613598,2023-09-04 21:13:33.885189,0 days 00:00:14.271591,ReLU,Leaky,,,11,10,10.0,,,2.4359487694720384e-05,2,187,0.4616967361172225,0.008252892105986736,99.6953227405242,COMPLETE
7,0.9189795255661011,2023-09-04 21:13:33.885680,2023-09-04 21:13:33.978113,0 days 00:00:00.092433,Sigmoid,Sigmoid,Sigmoid,ReLU,82,16,4.0,16.0,19.0,0.005252459410155552,4,191,0.13789562205695477,0.0140253580752757,99.82101313273112,COMPLETE
8,0.9265076518058777,2023-09-04 21:13:33.978574,2023-09-04 21:13:34.787870,0 days 00:00:00.809296,Tanh,ReLU,Tanh,,10,16,2.0,24.0,,0.049004218704519334,3,469,0.2241294271464684,1.381433501531019e-05,385.0199146270752,COMPLETE
9,0.4921104609966278,2023-09-04 21:13:34.788316,2023-09-04 21:13:45.075009,0 days 00:00:10.286693,ReLU,ReLU,,,13,18,19.0,,,8.331127216842768e-05,2,390,0.1761967796915191,0.002308609713106676,128.77550250322392,COMPLETE
10,0.5653294324874878,2023-09-04 21:13:45.075446,2023-09-04 21:14:01.299403,0 days 00:00:16.223957,Leaky,Tanh,Sigmoid,,37,3,13.0,2.0,,0.0002888666694216137,3,314,0.7665574859126375,0.0002484856537916049,185.78898215372055,COMPLETE
11,0.5220597982406616,2023-09-04 21:14:01.299870,2023-09-04 21:14:02.199450,0 days 00:00:00.899580,ReLU,Leaky,Leaky,Tanh,82,7,14.0,8.0,1.0,0.0008943199966113408,4,59,0.31447450790447423,1.0550810654392002e-05,196.7370107618429,COMPLETE
12,0.5040199160575867,2023-09-04 21:14:02.199946,2023-09-04 21:14:03.490265,0 days 00:00:01.290319,Leaky,Sigmoid,ReLU,Tanh,49,20,16.0,10.0,14.0,0.0005668904851856037,4,53,0.35423144143228535,0.0001359160730791208,130.4953109453309,COMPLETE
13,0.34945014119148254,2023-09-04 21:14:03.490750,2023-09-04 21:14:04.528531,0 days 00:00:01.037781,Tanh,Tanh,Leaky,,71,24,24.0,17.0,,0.003686499694661912,3,263,0.2651054846671141,0.0003621417073008535,128.09884141366692,COMPLETE
14,0.5958683490753174,2023-09-04 21:14:04.528973,2023-09-04 21:14:07.744930,0 days 00:00:03.215957,Tanh,Tanh,,,61,24,24.0,,,0.00015200078196098574,2,257,0.28627813512036565,0.0002886014164088622,187.54130637321026,COMPLETE
15,0.7740805745124817,2023-09-04 21:14:07.745372,2023-09-04 21:14:08.888057,0 days 00:00:01.142685,Tanh,Tanh,Sigmoid,,46,1,24.0,18.0,,0.0016304547566626936,3,395,0.25415102753059293,0.0006060798729804105,207.96956247523212,COMPLETE
16,0.41836225986480713,2023-09-04 21:14:08.888513,2023-09-04 21:14:11.888819,0 days 00:00:03.000306,Tanh,Tanh,ReLU,,72,7,9.0,20.0,,0.000581330225206619,3,247,0.3018344814796723,6.481917383857924e-05,125.46375587568855,COMPLETE
17,0.3100905418395996,2023-09-04 21:14:11.889291,2023-09-04 21:14:12.737147,0 days 00:00:00.847856,ReLU,Leaky,,,99,14,21.0,,,0.013396376584552968,2,381,0.48864913480527294,0.0010145578529064524,108.08338560376849,COMPLETE
18,0.589354395866394,2023-09-04 21:14:12.737565,2023-09-04 21:14:13.360135,0 days 00:00:00.622570,ReLU,Tanh,,,93,6,22.0,,,0.014048842781936978,2,391,0.5519651546432267,0.03240663367437583,147.67149265834263,COMPLETE
19,0.5360945463180542,2023-09-04 21:14:13.360554,2023-09-04 21:14:13.909740,0 days 00:00:00.549186,Tanh,,,,92,16,,,,0.017055720789150557,1,288,0.32766707975818704,0.0009407133019296311,234.30042470296223,COMPLETE
20,0.39745017886161804,2023-09-04 21:14:13.910139,2023-09-04 21:14:14.676645,0 days 00:00:00.766506,Leaky,Leaky,,,73,22,21.0,,,0.0025282741924244597,2,219,0.2547980837733015,0.0027856911468504765,133.27398450751053,COMPLETE
21,0.378763347864151,2023-09-04 21:14:14.677074,2023-09-04 21:14:17.590664,0 days 00:00:02.913590,ReLU,Leaky,Sigmoid,,63,13,18.0,13.0,,0.0017297942520297697,3,355,0.49083390823609946,0.0004780197822124179,155.91580151754712,COMPLETE
22,0.3579992353916168,2023-09-04 21:14:17.591092,2023-09-04 21:14:18.984353,0 days 00:00:01.393261,ReLU,Leaky,Leaky,,65,10,17.0,13.0,,0.005136804545642747,3,426,0.5099608668476381,0.0004574429186535641,118.01771826493113,COMPLETE
23,0.28330302238464355,2023-09-04 21:14:18.984789,2023-09-04 21:14:20.507068,0 days 00:00:01.522279,ReLU,Leaky,,,89,10,22.0,,,0.006184884319159239,2,435,0.6397349961254436,0.0010886924796201436,186.3801683992953,COMPLETE
24,0.34348130226135254,2023-09-04 21:14:20.507474,2023-09-04 21:14:22.390810,0 days 00:00:01.883336,ReLU,Leaky,,,100,5,24.0,,,0.01586622609484959,2,436,0.6608508155711507,0.0012186233716143986,133.53887457596628,COMPLETE
25,0.3649946451187134,2023-09-04 21:14:22.391228,2023-09-04 21:14:22.856983,0 days 00:00:00.465755,ReLU,Leaky,,,99,5,22.0,,,0.018338855025085456,2,432,0.6581903809682005,0.0012417451714458643,123.15426392988725,COMPLETE
26,0.4200827181339264,2023-09-04 21:14:22.857408,2023-09-04 21:14:25.609331,0 days 00:00:02.751923,ReLU,,,,88,9,,,,0.01080590392265394,1,439,0.7980617423370757,0.0012476467451389098,164.22237569635564,COMPLETE
27,0.45364561676979065,2023-09-04 21:14:25.609723,2023-09-04 21:14:26.186613,0 days 00:00:00.576890,ReLU,Leaky,,,88,4,21.0,,,0.02572757570655873,2,365,0.6441657626227794,0.004552244847174279,216.2895315664786,COMPLETE
28,0.6495274305343628,2023-09-04 21:14:26.187040,2023-09-04 21:14:26.963571,0 days 00:00:00.776531,ReLU,Leaky,,,99,8,10.0,,,0.007003172052725077,2,492,0.6694020689099193,0.08328187148079498,145.52887806139495,COMPLETE
29,0.39945438504219055,2023-09-04 21:14:26.964000,2023-09-04 21:14:27.579131,0 days 00:00:00.615131,ReLU,,,,79,12,,,,0.02711392953426345,1,444,0.4705479591871772,0.000994199653370572,143.0439454820421,COMPLETE
