number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.5041651725769043,2023-09-04 20:47:02.016729,2023-09-04 20:47:02.456445,0 days 00:00:00.439716,Leaky,ReLU,,,85,15,7.0,,,0.006209640204273087,2,460,0.48238093239359914,0.02687741520717997,267.4635811360677,COMPLETE
1,1.112205147743225,2023-09-04 20:47:02.456751,2023-09-04 20:47:03.519399,0 days 00:00:01.062648,Tanh,ReLU,Tanh,Sigmoid,12,18,9.0,15.0,17.0,2.9450742601193256e-05,4,281,0.13985552910850024,0.041497245255111656,102.53327996390206,COMPLETE
2,0.8557721972465515,2023-09-04 20:47:03.519700,2023-09-04 20:47:04.030503,0 days 00:00:00.510803,Sigmoid,Tanh,,,78,7,20.0,,,0.00020049864136330135,2,160,0.2284943046708131,0.021164479109570814,128.43994126319885,COMPLETE
3,0.9428735971450806,2023-09-04 20:47:04.030788,2023-09-04 20:47:04.081209,0 days 00:00:00.050421,Sigmoid,Leaky,Sigmoid,Sigmoid,96,15,5.0,7.0,10.0,0.0026148744002873884,4,371,0.10391010120273769,0.0005799981661901157,111.48047065734863,COMPLETE
4,0.4826068580150604,2023-09-04 20:47:04.081485,2023-09-04 20:47:04.514065,0 days 00:00:00.432580,Sigmoid,ReLU,Tanh,,49,14,12.0,15.0,,0.09268785279757406,3,456,0.38421532536306496,0.0004492344361280334,232.52253990842584,COMPLETE
5,1.4651035070419312,2023-09-04 20:47:04.514345,2023-09-04 20:47:04.881582,0 days 00:00:00.367237,Leaky,Sigmoid,,,29,24,3.0,,,2.4081667160435806e-05,2,101,0.1458616004993282,0.014383491112147127,299.2182245537786,COMPLETE
6,0.5274918675422668,2023-09-04 20:47:04.881858,2023-09-04 20:47:05.920812,0 days 00:00:01.038954,Leaky,ReLU,,,72,23,10.0,,,0.0007551698980369078,2,392,0.39091192054585433,0.03987907824430522,146.22713333705687,COMPLETE
7,0.9813247919082642,2023-09-04 20:47:05.921110,2023-09-04 20:47:05.984762,0 days 00:00:00.063652,Sigmoid,Leaky,ReLU,Tanh,68,13,9.0,17.0,21.0,0.04792183160459035,4,272,0.24461313003062152,0.09927322471186835,101.08529839148888,COMPLETE
8,0.4655245840549469,2023-09-04 20:47:05.985193,2023-09-04 20:47:06.385050,0 days 00:00:00.399857,Tanh,ReLU,Leaky,,26,23,8.0,8.0,,0.04909174412988765,3,481,0.4129952967589474,0.00039693116002277275,180.81689235142298,COMPLETE
9,0.9449996948242188,2023-09-04 20:47:06.385313,2023-09-04 20:47:06.592956,0 days 00:00:00.207643,Leaky,Sigmoid,Leaky,Leaky,89,14,17.0,16.0,22.0,0.0003886605267990546,4,143,0.45342694362388536,0.023852397569236565,99.56785380045572,COMPLETE
10,0.8086550235748291,2023-09-04 20:47:06.593246,2023-09-04 20:47:07.001037,0 days 00:00:00.407791,Tanh,,,,42,1,,,,0.015713077758390908,1,498,0.7783382259709422,3.847131513919568e-05,157.29119312061982,COMPLETE
11,0.4586770534515381,2023-09-04 20:47:07.001283,2023-09-04 20:47:07.303080,0 days 00:00:00.301797,ReLU,ReLU,Leaky,,49,8,15.0,5.0,,0.07067196020823885,3,409,0.34086943272029446,0.000413500189521706,158.37225196475075,COMPLETE
12,0.6934630274772644,2023-09-04 20:47:07.303348,2023-09-04 20:47:07.825437,0 days 00:00:00.522089,ReLU,ReLU,Leaky,,28,7,16.0,1.0,,0.023765336044534666,3,368,0.3102789289207617,0.00014174512632426182,157.83768463134766,COMPLETE
13,0.5343834161758423,2023-09-04 20:47:07.825703,2023-09-04 20:47:08.158882,0 days 00:00:00.333179,ReLU,Tanh,Leaky,,34,7,23.0,8.0,,0.08883700765784865,3,292,0.5656999073590417,0.002096891127186979,216.2593168778853,COMPLETE
14,1.0561928749084473,2023-09-04 20:47:08.159244,2023-09-04 20:47:08.277782,0 days 00:00:00.118538,ReLU,ReLU,Leaky,,60,3,1.0,7.0,,0.01363734307012964,3,425,0.3034804297760279,1.1227082042665968e-05,105.30265553792317,COMPLETE
15,0.42551589012145996,2023-09-04 20:47:08.278039,2023-09-04 20:47:09.789679,0 days 00:00:01.511640,Tanh,,,,12,10,,,,0.004768853950302024,1,497,0.6211091272234307,0.002515194179936526,1592.649664109753,COMPLETE
16,0.4112779200077057,2023-09-04 20:47:09.789914,2023-09-04 20:47:12.812924,0 days 00:00:03.023010,Tanh,,,,10,9,,,,0.003760733004579446,1,329,0.6771437500756432,0.0023627501624719966,187.27680985471036,COMPLETE
17,0.4382917284965515,2023-09-04 20:47:12.813155,2023-09-04 20:47:17.410285,0 days 00:00:04.597130,Tanh,,,,12,11,,,,0.0024308414843667876,1,224,0.5948071673245017,0.003467621190700653,150.9045815675155,COMPLETE
18,0.4569140076637268,2023-09-04 20:47:17.410526,2023-09-04 20:47:18.438279,0 days 00:00:01.027753,Tanh,,,,19,10,,,,0.004543373422765817,1,334,0.7769178963460492,0.0037756888979167728,188.7845458984375,COMPLETE
19,0.4307582974433899,2023-09-04 20:47:18.438508,2023-09-04 20:47:21.269562,0 days 00:00:02.831054,Tanh,,,,19,19,,,,0.0014072234345488739,1,211,0.6220247196300898,0.006326969347918966,720.4651946107784,COMPLETE
20,0.40275800228118896,2023-09-04 20:47:21.269885,2023-09-04 20:47:23.030559,0 days 00:00:01.760674,Tanh,,,,41,5,,,,0.006309109173760802,1,322,0.685443390903974,0.0011310847889297979,150.90025375550053,COMPLETE
21,0.552470326423645,2023-09-04 20:47:23.030820,2023-09-04 20:47:24.004336,0 days 00:00:00.973516,Tanh,,,,38,4,,,,0.008115073594384618,1,337,0.6726820365508733,0.001445929648451782,201.93189314957505,COMPLETE
22,0.5417196750640869,2023-09-04 20:47:24.004592,2023-09-04 20:47:24.992588,0 days 00:00:00.987996,Tanh,,,,11,4,,,,0.00621180216797874,1,327,0.5076594752360686,0.0011037149644764874,170.28588034889916,COMPLETE
23,0.45908674597740173,2023-09-04 20:47:24.992876,2023-09-04 20:47:26.111485,0 days 00:00:01.118609,Tanh,,,,20,10,,,,0.003141459119564136,1,61,0.6928073331658104,0.00696644624546491,261.09412296482776,COMPLETE
24,0.4361535906791687,2023-09-04 20:47:26.111783,2023-09-04 20:47:27.975408,0 days 00:00:01.863625,Tanh,Tanh,,,56,9,24.0,,,0.0013647055478958378,2,231,0.5391418320090593,0.002295306958376234,218.48182869783213,COMPLETE
25,0.49335911870002747,2023-09-04 20:47:27.975654,2023-09-04 20:47:28.296247,0 days 00:00:00.320593,Tanh,,,,46,5,,,,0.02355611060366579,1,435,0.799587457091881,0.0013887877348226112,198.03613754798627,COMPLETE
26,0.7521902918815613,2023-09-04 20:47:28.296489,2023-09-04 20:47:28.833990,0 days 00:00:00.537501,Tanh,Leaky,,,33,1,20.0,,,0.005630288955795284,2,185,0.6593132311504056,0.006968206665859506,166.45819050556904,COMPLETE
27,0.3996863067150116,2023-09-04 20:47:28.834254,2023-09-04 20:47:29.805023,0 days 00:00:00.970769,Tanh,,,,22,12,,,,0.00962860466840815,1,311,0.5567270211375931,0.000873176586384786,142.12868666975464,COMPLETE
28,0.4160037338733673,2023-09-04 20:47:29.805259,2023-09-04 20:47:30.637204,0 days 00:00:00.831945,Tanh,,,,25,17,,,,0.009504600576155932,1,303,0.5337336928607942,0.0008519443974089398,161.61481051974826,COMPLETE
29,0.3994663953781128,2023-09-04 20:47:30.637483,2023-09-04 20:47:31.632161,0 days 00:00:00.994678,Leaky,Sigmoid,,,20,12,13.0,,,0.01104561035912308,2,243,0.47570586628363465,0.00024041777627924175,270.1611867104807,COMPLETE
30,0.36409837007522583,2023-09-04 20:47:31.632429,2023-09-04 20:47:32.162363,0 days 00:00:00.529934,Leaky,Sigmoid,,,39,12,13.0,,,0.025376492383581126,2,252,0.49686290589716764,0.00018008344995959038,135.68107489819798,COMPLETE
31,0.3487814962863922,2023-09-04 20:47:32.162622,2023-09-04 20:47:32.680689,0 days 00:00:00.518067,Leaky,Sigmoid,,,38,12,13.0,,,0.025057533708158487,2,256,0.46298560025845104,0.00021374282639559323,217.716315791292,COMPLETE
32,0.37015366554260254,2023-09-04 20:47:32.680956,2023-09-04 20:47:33.172551,0 days 00:00:00.491595,Leaky,Sigmoid,,,35,12,13.0,,,0.02742735364578196,2,254,0.4549536544472977,0.00017205127872131187,3110.6955915178573,COMPLETE
33,0.3300548195838928,2023-09-04 20:47:33.172875,2023-09-04 20:47:33.900500,0 days 00:00:00.727625,Leaky,Sigmoid,,,34,17,13.0,,,0.029226280438952167,2,255,0.45787137101780734,0.00019245077268472847,122.2847533089774,COMPLETE
34,0.3929465115070343,2023-09-04 20:47:33.900949,2023-09-04 20:47:34.295819,0 days 00:00:00.394870,Leaky,Sigmoid,,,37,17,13.0,,,0.03142533393505506,2,262,0.42244031384209707,0.00013876149033477698,176.41590810376545,COMPLETE
35,0.36868590116500854,2023-09-04 20:47:34.296111,2023-09-04 20:47:34.727577,0 days 00:00:00.431466,Leaky,Sigmoid,,,45,20,12.0,,,0.030072205889468236,2,203,0.4713610754392204,0.00011005515877786342,302.26894439697264,COMPLETE
36,0.3998500406742096,2023-09-04 20:47:34.727841,2023-09-04 20:47:34.924563,0 days 00:00:00.196722,Leaky,Sigmoid,,,53,20,11.0,,,0.0479251205592281,2,196,0.35479769218448326,7.301419826413486e-05,223.24117402107484,COMPLETE
37,0.3511563539505005,2023-09-04 20:47:34.924825,2023-09-04 20:47:35.295152,0 days 00:00:00.370327,Leaky,Sigmoid,,,61,21,15.0,,,0.023102553877450294,2,156,0.47771408692617084,0.00026135707949461167,131.96285337560317,COMPLETE
38,0.40096423029899597,2023-09-04 20:47:35.295410,2023-09-04 20:47:35.874285,0 days 00:00:00.578875,Leaky,Sigmoid,,,62,15,18.0,,,0.017914180602301807,2,158,0.3996101473637111,0.00031579113733080927,151.44641996684828,COMPLETE
