number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.5164052248001099,2023-09-04 20:47:10.651240,2023-09-04 20:47:10.710486,0 days 00:00:00.059246,Leaky,,,,73,21,,,,0.045719756608079906,1,173,0.1653200419779052,3.4176729098892574e-05,262.86895533970426,COMPLETE
1,0.7349129915237427,2023-09-04 20:47:10.710763,2023-09-04 20:47:11.659123,0 days 00:00:00.948360,Leaky,,,,14,9,,,,7.251239680606483e-05,1,162,0.16013414485373254,0.08124190676987755,132.08711054295668,COMPLETE
2,0.6046288013458252,2023-09-04 20:47:11.659392,2023-09-04 20:47:15.220662,0 days 00:00:03.561270,Sigmoid,Tanh,,,64,3,9.0,,,0.00020435143360804964,2,458,0.5626466162506497,0.0026345514488477326,163.7346584703204,COMPLETE
3,0.7565011382102966,2023-09-04 20:47:15.220933,2023-09-04 20:47:16.828492,0 days 00:00:01.607559,ReLU,Sigmoid,Tanh,,22,8,14.0,9.0,,0.00042925436149867594,3,144,0.4108193346048586,0.028830245741157643,117.62229380476366,COMPLETE
4,0.9637503027915955,2023-09-04 20:47:16.828773,2023-09-04 20:47:18.303536,0 days 00:00:01.474763,Sigmoid,Sigmoid,Leaky,Leaky,56,6,9.0,13.0,17.0,0.0001013691732944537,4,419,0.6992046311450513,0.0061474842680091495,99.41973356100229,COMPLETE
5,0.5204265713691711,2023-09-04 20:47:18.304118,2023-09-04 20:47:19.856225,0 days 00:00:01.552107,Tanh,,,,63,20,,,,0.0010966736513076667,1,441,0.3872991693270073,0.006672354107504868,690.5889398528309,COMPLETE
6,0.6210260987281799,2023-09-04 20:47:19.856496,2023-09-04 20:47:20.277535,0 days 00:00:00.421039,Sigmoid,Leaky,Sigmoid,,58,13,3.0,23.0,,0.037113428536125675,3,276,0.49326599638842283,0.0014611876514699998,153.56914808485243,COMPLETE
7,0.5361480712890625,2023-09-04 20:47:20.277845,2023-09-04 20:47:20.752634,0 days 00:00:00.474789,ReLU,,,,67,24,,,,0.00030511905579471067,1,254,0.14606649653035658,0.0007022409383730441,234.00374813530388,COMPLETE
8,1.2047168016433716,2023-09-04 20:47:20.752892,2023-09-04 20:47:21.437808,0 days 00:00:00.684916,Leaky,Tanh,,,39,2,5.0,,,1.6004832715799125e-05,2,147,0.21669189989080576,0.02459779699770798,143.41328617018095,COMPLETE
9,0.763038158416748,2023-09-04 20:47:21.438054,2023-09-04 20:47:21.494729,0 days 00:00:00.056675,Leaky,,,,32,1,,,,0.05796069694553512,1,284,0.15330457982907927,2.8333078149942133e-05,153.61691199408637,COMPLETE
