number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.8763346076011658,2023-09-04 21:13:20.008427,2023-09-04 21:13:20.070158,0 days 00:00:00.061731,Leaky,Sigmoid,Sigmoid,Tanh,79,4,14.0,21.0,15.0,0.003135780460615388,4,480,0.13305256742323393,0.006409119414671586,101.38426571800595,COMPLETE
1,0.8069049715995789,2023-09-04 21:13:20.070482,2023-09-04 21:13:22.013483,0 days 00:00:01.943001,Tanh,,,,88,18,,,,9.070872746352328e-05,1,362,0.5660337203046947,0.03173533942499594,173.01411745693144,COMPLETE
2,0.727145254611969,2023-09-04 21:13:22.013738,2023-09-04 21:13:22.074167,0 days 00:00:00.060429,Leaky,,,,81,8,,,,0.0612660320299696,1,113,0.3383086377949233,0.09648173077883916,140.5303020477295,COMPLETE
3,0.3561594784259796,2023-09-04 21:13:22.074418,2023-09-04 21:13:22.481635,0 days 00:00:00.407217,ReLU,ReLU,Tanh,,57,24,8.0,5.0,,0.027764661544353905,3,193,0.5204540349430288,0.0002707755688471781,125.28180478966755,COMPLETE
4,1.501650094985962,2023-09-04 21:13:22.481918,2023-09-04 21:13:22.612196,0 days 00:00:00.130278,Tanh,,,,67,9,,,,7.400323181507995e-05,1,92,0.10980835809980431,0.0003517682652943576,541.3355626645296,COMPLETE
5,1.5013071298599243,2023-09-04 21:13:22.612466,2023-09-04 21:13:22.704653,0 days 00:00:00.092187,Tanh,Leaky,Tanh,Sigmoid,43,1,10.0,4.0,10.0,2.8439701919506402e-05,4,469,0.19825023903168648,0.002538752616983772,137.46020866842832,COMPLETE
6,0.7429220676422119,2023-09-04 21:13:22.704945,2023-09-04 21:13:22.940244,0 days 00:00:00.235299,Leaky,Leaky,ReLU,,96,19,16.0,17.0,,0.0001627002544002303,3,144,0.10244634430885638,0.0020581912636369994,111.85365698072646,COMPLETE
7,0.4136163294315338,2023-09-04 21:13:22.940539,2023-09-04 21:13:24.451641,0 days 00:00:01.511102,ReLU,ReLU,,,66,21,3.0,,,0.0005466565387685094,2,197,0.5941628018455049,0.0014300308573872835,167.8466123784254,COMPLETE
8,1.0036509037017822,2023-09-04 21:13:24.451913,2023-09-04 21:13:29.577941,0 days 00:00:05.126028,Leaky,,,,27,14,,,,2.0060301576550087e-05,1,467,0.39261319052767363,0.004926460959990314,1306.813889170612,COMPLETE
9,0.6459619402885437,2023-09-04 21:13:29.578195,2023-09-04 21:13:34.433962,0 days 00:00:04.855767,Tanh,Tanh,Sigmoid,,21,4,13.0,19.0,,0.00019970212367526733,3,338,0.7045705290559059,0.0007188491373566614,161.1541514134669,COMPLETE
