number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.3994510769844055,2023-09-04 21:13:22.290231,2023-09-04 21:13:22.403974,0 days 00:00:00.113743,ReLU,Sigmoid,,,61,13,22.0,,,0.01726808180861792,2,354,0.18406524000142185,0.007348335974544048,124.18485301249736,COMPLETE
1,0.4039976894855499,2023-09-04 21:13:22.404290,2023-09-04 21:13:22.544406,0 days 00:00:00.140116,ReLU,Leaky,ReLU,,29,8,17.0,3.0,,0.020021927257116174,3,499,0.16788871047340675,0.0021448180513875845,262.71649678548175,COMPLETE
2,0.5497036576271057,2023-09-04 21:13:22.544700,2023-09-04 21:13:25.383449,0 days 00:00:02.838749,Tanh,Tanh,,,100,2,6.0,,,3.4613113315041665e-05,2,490,0.5722423489540032,0.0008655074471075311,114.55315037941446,COMPLETE
3,0.45023876428604126,2023-09-04 21:13:25.383877,2023-09-04 21:13:25.547989,0 days 00:00:00.164112,Tanh,,,,94,21,,,,0.010516805573971612,1,422,0.11398791725884053,0.0008671808229217052,116.74204430213341,COMPLETE
4,0.41083234548568726,2023-09-04 21:13:25.548271,2023-09-04 21:13:25.841012,0 days 00:00:00.292741,Sigmoid,Sigmoid,Tanh,ReLU,41,12,18.0,18.0,11.0,0.008370634868029877,4,283,0.21811565994112336,2.189301991555806e-05,135.47486067791374,COMPLETE
5,0.3816087245941162,2023-09-04 21:13:25.841317,2023-09-04 21:13:26.114553,0 days 00:00:00.273236,ReLU,,,,91,16,,,,0.023818895405498114,1,389,0.33012039690903083,0.0002529735840194087,270.38433329264325,COMPLETE
6,0.38511207699775696,2023-09-04 21:13:26.114825,2023-09-04 21:13:26.316119,0 days 00:00:00.201294,Tanh,ReLU,,,20,19,18.0,,,0.012323190683700223,2,93,0.20029009788624916,0.035385787266657066,103.33620943341937,COMPLETE
7,0.38120827078819275,2023-09-04 21:13:26.316400,2023-09-04 21:13:26.442150,0 days 00:00:00.125750,Leaky,ReLU,ReLU,,90,11,9.0,23.0,,0.034517571605336514,3,194,0.19368680829023902,0.010002618863412442,3552.7638655952787,COMPLETE
8,1.1082429885864258,2023-09-04 21:13:26.442426,2023-09-04 21:13:26.962379,0 days 00:00:00.519953,Leaky,Sigmoid,,,74,22,15.0,,,1.9891561701827662e-05,2,170,0.23002371454524503,0.0006202396535551741,118.72806082332835,COMPLETE
9,0.41017356514930725,2023-09-04 21:13:26.962645,2023-09-04 21:13:27.081528,0 days 00:00:00.118883,Sigmoid,Sigmoid,Leaky,ReLU,31,21,15.0,15.0,18.0,0.004015237528239623,4,298,0.12209611161832909,1.4748429869226286e-05,129.35898787887007,COMPLETE
10,0.3949193060398102,2023-09-04 21:13:27.081827,2023-09-04 21:13:27.282704,0 days 00:00:00.200877,Leaky,ReLU,ReLU,,77,6,6.0,24.0,,0.09541592505623521,3,188,0.340118358978177,0.06568349980272048,122.81280919125206,COMPLETE
11,0.38542479276657104,2023-09-04 21:13:27.282995,2023-09-04 21:13:27.404600,0 days 00:00:00.121605,ReLU,,,,83,16,,,,0.08314662052606009,1,191,0.3456299985405494,0.0001510502014522959,120.25672198880103,COMPLETE
12,0.3664674162864685,2023-09-04 21:13:27.404846,2023-09-04 21:13:28.310482,0 days 00:00:00.905636,Leaky,ReLU,Sigmoid,,55,12,1.0,24.0,,0.0014970646477908526,3,371,0.3121162333441936,0.009010482747947508,144.59307088607397,COMPLETE
13,0.9991106986999512,2023-09-04 21:13:28.310755,2023-09-04 21:13:28.431053,0 days 00:00:00.120298,Leaky,ReLU,Sigmoid,,57,10,1.0,22.0,,0.0009440299338582627,3,109,0.4623121389617235,0.011634562648397845,99.87733400785007,COMPLETE
