number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.4633941054344177,2023-09-04 21:13:10.544756,2023-09-04 21:13:11.024599,0 days 00:00:00.479843,Leaky,ReLU,Leaky,Sigmoid,53,7,17.0,11.0,12.0,0.05965512256065154,4,317,0.6434284381157928,0.00019663362589721149,201.6996217615464,COMPLETE
1,1.0610017776489258,2023-09-04 21:13:11.024926,2023-09-04 21:13:11.952380,0 days 00:00:00.927454,Leaky,ReLU,ReLU,,91,14,21.0,2.0,,1.1875760406761242e-05,3,183,0.3801293421280707,0.00014097395701727364,369.9450855359354,COMPLETE
2,0.7495243549346924,2023-09-04 21:13:11.952686,2023-09-04 21:13:13.695928,0 days 00:00:01.743242,Sigmoid,Sigmoid,Leaky,Tanh,64,4,9.0,9.0,3.0,0.0008280429223202445,4,412,0.16068208996178937,0.00021876268174674213,221.80901858876052,COMPLETE
3,0.8230043649673462,2023-09-04 21:13:13.696436,2023-09-04 21:13:14.027488,0 days 00:00:00.331052,Leaky,Tanh,,,93,20,21.0,,,9.055373720867603e-05,2,52,0.4773516682913524,0.007905404753608783,121.59507458026593,COMPLETE
4,0.5858961939811707,2023-09-04 21:13:14.027786,2023-09-04 21:13:17.289988,0 days 00:00:03.262202,Sigmoid,Tanh,Tanh,,84,13,23.0,2.0,,0.00018706077066479895,3,421,0.5538576949683061,0.0004050620996337979,192.85160015767656,COMPLETE
5,0.8087474703788757,2023-09-04 21:13:17.290296,2023-09-04 21:13:17.597928,0 days 00:00:00.307632,Sigmoid,,,,93,7,,,,0.0006331526095018628,1,95,0.30787531277036667,8.78160054417223e-05,198.77536605031867,COMPLETE
6,0.9132036566734314,2023-09-04 21:13:17.598210,2023-09-04 21:13:21.090433,0 days 00:00:03.492223,Leaky,Tanh,Sigmoid,Tanh,55,22,20.0,24.0,3.0,1.9013508153704393e-05,4,238,0.7137232899240923,0.0012523641531383097,145.09520125188746,COMPLETE
7,1.0205576419830322,2023-09-04 21:13:21.090759,2023-09-04 21:13:21.395750,0 days 00:00:00.304991,Sigmoid,,,,63,16,,,,1.9958996696974046e-05,1,116,0.21690117688847893,0.00097822256169588,115.95870445514548,COMPLETE
8,0.4622933864593506,2023-09-04 21:13:21.396022,2023-09-04 21:13:21.989190,0 days 00:00:00.593168,Leaky,Leaky,,,61,7,18.0,,,0.005943466653974319,2,215,0.45598705617369867,0.0008441026978388989,135.53401654265647,COMPLETE
9,0.5845475792884827,2023-09-04 21:13:21.989435,2023-09-04 21:13:23.315929,0 days 00:00:01.326494,Leaky,,,,67,6,,,,0.0002009595160410386,1,223,0.5583666502894568,1.353966548172809e-05,145.1379907719223,COMPLETE
