number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.659589409828186,2023-09-04 00:26:09.318108,2023-09-04 00:26:15.745877,0 days 00:00:06.427769,Sigmoid,ReLU,ReLU,,12,3,9.0,20.0,,8.470090430359217e-05,3,40,0.4419674189943524,0.01848744449136478,COMPLETE
1,0.5642150640487671,2023-09-04 00:26:15.746403,2023-09-04 00:27:04.595938,0 days 00:00:48.849535,ReLU,ReLU,Sigmoid,Leaky,2,6,10.0,12.0,3.0,1.5106540168377051e-05,4,100,0.20734983666777415,0.000145643085033481,COMPLETE
2,0.5376018285751343,2023-09-04 00:27:04.596480,2023-09-04 00:27:11.789203,0 days 00:00:07.192723,Leaky,ReLU,Tanh,Leaky,4,15,9.0,20.0,24.0,0.045688426536076014,4,40,0.1447109066904457,8.863360888047224e-05,COMPLETE
3,0.3269720673561096,2023-09-04 00:27:11.789729,2023-09-04 00:27:24.383381,0 days 00:00:12.593652,Sigmoid,Leaky,,,10,13,5.0,,,0.0005623354001021177,2,80,0.46771267462815785,0.0005286264725688024,COMPLETE
4,0.20162475109100342,2023-09-04 00:27:24.383844,2023-09-04 00:27:35.433830,0 days 00:00:11.049986,Tanh,Sigmoid,Sigmoid,ReLU,30,10,23.0,21.0,12.0,0.015124128388665255,4,100,0.5608341229507905,0.0003534773487362298,COMPLETE
5,0.3284434676170349,2023-09-04 00:27:35.434334,2023-09-04 00:28:15.868094,0 days 00:00:40.433760,ReLU,Leaky,,,2,15,15.0,,,3.635738538694414e-05,2,100,0.2576667231141582,0.0001928538731651219,COMPLETE
6,0.22763442993164062,2023-09-04 00:28:15.868588,2023-09-04 00:28:30.698279,0 days 00:00:14.829691,ReLU,Tanh,ReLU,Leaky,12,24,2.0,2.0,12.0,0.011247015534033249,4,80,0.43836444464892355,0.006893182683227107,COMPLETE
7,0.9904042482376099,2023-09-04 00:28:30.698827,2023-09-04 00:28:32.261237,0 days 00:00:01.562410,Tanh,Sigmoid,Leaky,Tanh,30,10,4.0,1.0,20.0,0.0019873556473416023,4,40,0.20810165520451301,0.06782261668998592,COMPLETE
8,0.9663050174713135,2023-09-04 00:28:32.261734,2023-09-04 00:28:36.784296,0 days 00:00:04.522562,ReLU,Tanh,Tanh,Sigmoid,16,19,2.0,13.0,22.0,1.879724768071836e-05,4,60,0.2364921532427426,2.3060312255436185e-05,COMPLETE
9,0.31607380509376526,2023-09-04 00:28:36.784798,2023-09-04 00:28:43.124079,0 days 00:00:06.339281,Leaky,Leaky,Leaky,,8,4,2.0,10.0,,0.0014653325049317487,3,80,0.157193672125432,0.0006143245316535487,COMPLETE
10,0.27389848232269287,2023-09-04 00:28:43.124567,2023-09-04 00:28:49.169649,0 days 00:00:06.045082,Tanh,,,,30,9,,,,0.07162071933316687,1,100,0.6158983524076836,0.0033120650792599145,COMPLETE
11,0.27567270398139954,2023-09-04 00:28:49.170089,2023-09-04 00:29:10.384713,0 days 00:00:21.214624,Tanh,Sigmoid,Sigmoid,,12,24,22.0,2.0,,0.016384489736763066,3,80,0.7628042544957099,0.005325527456312412,COMPLETE
12,0.22003842890262604,2023-09-04 00:29:10.385186,2023-09-04 00:29:23.593908,0 days 00:00:13.208722,ReLU,Tanh,ReLU,ReLU,12,24,24.0,24.0,10.0,0.010039752651331831,4,60,0.3868497173846027,0.003355940514562255,COMPLETE
13,0.24621081352233887,2023-09-04 00:29:23.594409,2023-09-04 00:29:27.000358,0 days 00:00:03.405949,Tanh,Sigmoid,ReLU,,30,19,24.0,24.0,,0.008261208511854568,3,60,0.33057551223921877,0.0017225513954702656,COMPLETE
14,0.23727905750274658,2023-09-04 00:29:27.000859,2023-09-04 00:29:30.430401,0 days 00:00:03.429542,ReLU,,,,16,19,,,,0.0048577390422015,1,60,0.3409759269254667,0.0010758900992716967,COMPLETE
