number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.8450754880905151,2023-09-04 13:40:47.088561,2023-09-04 13:40:47.399801,0 days 00:00:00.311240,Sigmoid,Sigmoid,Tanh,,62,18,24.0,9.0,,9.175089495972014e-05,3,66,0.23254742548353174,0.019319569840888253,139.88664442120177,COMPLETE
1,0.6895944476127625,2023-09-04 13:40:47.400107,2023-09-04 13:40:50.593516,0 days 00:00:03.193409,Leaky,Sigmoid,Tanh,,24,17,17.0,19.0,,0.0001386753962722274,3,194,0.44392031026838813,0.00019327176152085458,244.24971720115425,COMPLETE
2,0.6550027132034302,2023-09-04 13:40:50.593801,2023-09-04 13:40:51.115445,0 days 00:00:00.521644,ReLU,Sigmoid,Tanh,Leaky,13,19,5.0,13.0,20.0,0.0009370178508639097,4,235,0.18539358217767019,0.006002747215111109,168.77256626553006,COMPLETE
3,0.6709377765655518,2023-09-04 13:40:51.115744,2023-09-04 13:40:51.626047,0 days 00:00:00.510303,Tanh,,,,40,19,,,,0.002151538648963709,1,153,0.18499225321616408,0.02735905128133515,280.04442591449015,COMPLETE
4,0.6878788471221924,2023-09-04 13:40:51.626316,2023-09-04 13:40:52.121571,0 days 00:00:00.495255,ReLU,Tanh,Sigmoid,Tanh,25,4,14.0,22.0,13.0,0.011903865562092565,4,316,0.2500867312648153,3.4453301285101194e-05,172.51990044635275,COMPLETE
5,1.7318310737609863,2023-09-04 13:40:52.121860,2023-09-04 13:40:52.985991,0 days 00:00:00.864131,Leaky,Leaky,,,66,15,14.0,,,1.4267374746975187e-05,2,315,0.17208256407274825,0.029754391366711083,134.21489812457372,COMPLETE
6,0.6056042909622192,2023-09-04 13:40:52.986264,2023-09-04 13:40:53.993640,0 days 00:00:01.007376,ReLU,ReLU,ReLU,,27,8,9.0,21.0,,0.005569137496193964,3,485,0.673249149319462,0.0320348006912967,360.34895490563434,COMPLETE
7,1.0651459693908691,2023-09-04 13:40:53.993926,2023-09-04 13:40:54.942979,0 days 00:00:00.949053,Tanh,Leaky,Leaky,Leaky,82,14,13.0,3.0,2.0,5.120247716293606e-05,4,337,0.14416264288005498,0.00038143572676512807,121.70664803705867,COMPLETE
8,0.5045809149742126,2023-09-04 13:40:54.943284,2023-09-04 13:40:55.037574,0 days 00:00:00.094290,ReLU,Sigmoid,,,32,20,14.0,,,0.061225449751554493,2,209,0.15689817308350096,0.0009196809928289876,338.31058829171315,COMPLETE
9,0.7119437456130981,2023-09-04 13:40:55.037815,2023-09-04 13:40:55.431656,0 days 00:00:00.393841,Tanh,,,,44,10,,,,0.00015999638049862624,1,127,0.18363641326232616,0.02009320376254198,319.9460262388695,COMPLETE
10,0.657017707824707,2023-09-04 13:40:55.431894,2023-09-04 13:40:55.512023,0 days 00:00:00.080129,Sigmoid,Tanh,,,98,23,1.0,,,0.08817579998076648,2,446,0.10014200362133921,0.001991342868163574,197.17445668307218,COMPLETE
11,0.6131961941719055,2023-09-04 13:40:55.512276,2023-09-04 13:40:55.764026,0 days 00:00:00.251750,ReLU,ReLU,,,38,9,8.0,,,0.048943237841009866,2,495,0.5578228168245782,0.0022411540040678324,216.78737030029296,COMPLETE
12,0.6968693137168884,2023-09-04 13:40:55.764278,2023-09-04 13:40:56.665762,0 days 00:00:00.901484,ReLU,ReLU,ReLU,,13,1,8.0,24.0,,0.01845238791736703,3,400,0.7534918244111004,0.08401249220551105,329.9991021407278,COMPLETE
13,0.5358165502548218,2023-09-04 13:40:56.666027,2023-09-04 13:40:57.063355,0 days 00:00:00.397328,ReLU,ReLU,,,27,24,20.0,,,0.00629404091549738,2,249,0.3648385016752306,0.0006327017143258696,207.71320363637562,COMPLETE
14,0.45086219906806946,2023-09-04 13:40:57.063605,2023-09-04 13:40:57.253630,0 days 00:00:00.190025,ReLU,,,,52,24,,,,0.03341970821844702,1,225,0.3331772635998039,0.0005109140810751993,367.28767931139146,COMPLETE
15,0.6670669913291931,2023-09-04 13:40:57.253846,2023-09-04 13:40:57.350951,0 days 00:00:00.097105,ReLU,,,,54,22,,,,0.09048564147466907,1,184,0.32307780288405075,0.00016979686435776302,182.62720659044055,COMPLETE
16,0.5290940403938293,2023-09-04 13:40:57.351179,2023-09-04 13:40:57.614530,0 days 00:00:00.263351,ReLU,,,,53,21,,,,0.022853246570970757,1,83,0.289174574837098,1.0517622939532812e-05,231.65200602213542,COMPLETE
