number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.20651720464229584,2023-09-03 18:36:25.044713,2023-09-03 18:36:29.715502,0 days 00:00:04.670789,Leaky,Tanh,,,8,15,8.0,,,0.0008252405578800482,2,100,0.32598637868140584,0.00013766860633955812,COMPLETE
1,0.3284319341182709,2023-09-03 18:36:29.715830,2023-09-03 18:36:37.599740,0 days 00:00:07.883910,Sigmoid,ReLU,Tanh,ReLU,8,4,17.0,2.0,18.0,0.09267956284158788,4,60,0.632476468369891,0.0001617823397016724,COMPLETE
2,0.38812142610549927,2023-09-03 18:36:37.600032,2023-09-03 18:36:41.424954,0 days 00:00:03.824922,Sigmoid,Tanh,,,16,20,8.0,,,0.00025173685804480786,2,60,0.7345615027169193,0.008377947206907823,COMPLETE
3,0.4772045612335205,2023-09-03 18:36:41.425236,2023-09-03 18:36:50.328780,0 days 00:00:08.903544,ReLU,Tanh,Tanh,,2,14,11.0,15.0,,0.03642607100014454,3,60,0.2372686083765033,0.0003332389274684443,COMPLETE
4,0.3037521541118622,2023-09-03 18:36:50.329074,2023-09-03 18:36:53.374691,0 days 00:00:03.045617,ReLU,Leaky,Sigmoid,Sigmoid,8,13,17.0,16.0,16.0,0.060388862378260924,4,80,0.19416114762422337,0.001128238651422903,COMPLETE
5,0.2507043778896332,2023-09-03 18:36:53.374998,2023-09-03 18:37:04.911121,0 days 00:00:11.536123,ReLU,,,,4,22,,,,0.017665524930785756,1,80,0.7486164802769519,1.5692486223913933e-05,COMPLETE
6,0.5850977301597595,2023-09-03 18:37:04.911407,2023-09-03 18:37:06.938402,0 days 00:00:02.026995,Tanh,ReLU,Sigmoid,,8,9,4.0,8.0,,6.763107496188084e-05,3,40,0.3079648318297148,0.008263761080028605,COMPLETE
7,0.29037222266197205,2023-09-03 18:37:06.938713,2023-09-03 18:37:10.573004,0 days 00:00:03.634291,Tanh,Sigmoid,Tanh,Tanh,8,10,4.0,10.0,12.0,0.0006351599492913322,4,80,0.23349311525951538,0.003345684892977018,COMPLETE
8,0.34637337923049927,2023-09-03 18:37:10.573279,2023-09-03 18:37:12.686326,0 days 00:00:02.113047,ReLU,ReLU,,,10,11,21.0,,,6.939573694827204e-05,2,60,0.31817318498649183,0.00042554573548047935,COMPLETE
9,0.9013523459434509,2023-09-03 18:37:12.686596,2023-09-03 18:37:14.387928,0 days 00:00:01.701332,Leaky,Leaky,,,16,10,7.0,,,1.5602587241767896e-05,2,60,0.4081681032026814,0.02091532459005809,COMPLETE
10,0.28600791096687317,2023-09-03 18:37:14.388194,2023-09-03 18:37:15.223494,0 days 00:00:00.835300,Leaky,,,,12,18,,,,0.005113947238002359,1,100,0.11261422000965808,0.07924727255959875,COMPLETE
11,0.22034595906734467,2023-09-03 18:37:15.223771,2023-09-03 18:37:25.169378,0 days 00:00:09.945607,Leaky,,,,4,24,,,,0.0034371951468934025,1,100,0.5223747148283011,1.8261440819997984e-05,COMPLETE
12,0.22911515831947327,2023-09-03 18:37:25.169657,2023-09-03 18:37:26.797499,0 days 00:00:01.627842,Leaky,,,,30,17,,,,0.0024237712727381002,1,100,0.49179289010520855,2.4842729130193648e-05,COMPLETE
13,0.20757585763931274,2023-09-03 18:37:26.797767,2023-09-03 18:37:35.813321,0 days 00:00:09.015554,Leaky,,,,4,24,,,,0.004266785704657989,1,100,0.47558742487276345,5.248521843385869e-05,COMPLETE
14,0.3806999921798706,2023-09-03 18:37:35.813605,2023-09-03 18:37:45.538336,0 days 00:00:09.724731,Leaky,Tanh,,,4,2,12.0,,,0.0006793102659441148,2,100,0.38845753540834677,7.522778661239388e-05,COMPLETE
15,0.21675533056259155,2023-09-03 18:37:45.538609,2023-09-03 18:37:54.061455,0 days 00:00:08.522846,Leaky,Sigmoid,ReLU,,10,6,24.0,24.0,,0.013146611632998479,3,100,0.5006176723319623,6.52470870742639e-05,COMPLETE
16,0.23600944876670837,2023-09-03 18:37:54.061737,2023-09-03 18:37:55.152436,0 days 00:00:01.090699,Leaky,,,,12,16,,,,0.001840749546196374,1,40,0.37889121937164844,6.663563827641863e-05,COMPLETE
17,0.17343434691429138,2023-09-03 18:37:55.152707,2023-09-03 18:38:00.166979,0 days 00:00:05.014272,Leaky,Tanh,,,30,21,15.0,,,0.008187994650847661,2,100,0.6041117041426601,0.0006073346837084317,COMPLETE
18,0.2040286809206009,2023-09-03 18:38:00.167395,2023-09-03 18:38:04.056017,0 days 00:00:03.888622,Sigmoid,Tanh,,,30,19,15.0,,,0.008980169393989367,2,100,0.5675101550372506,0.0010150186033209962,COMPLETE
19,0.1953471601009369,2023-09-03 18:38:04.056281,2023-09-03 18:38:07.104216,0 days 00:00:03.047935,Sigmoid,Tanh,Leaky,,30,20,17.0,24.0,,0.010578640581966664,3,100,0.6032952977306926,0.0011163900812013452,COMPLETE
20,0.23185957968235016,2023-09-03 18:38:07.104485,2023-09-03 18:38:08.717114,0 days 00:00:01.612629,Sigmoid,Tanh,Leaky,,30,21,20.0,24.0,,0.021458505561233916,3,40,0.7948184417904829,0.002206685893750888,COMPLETE
21,0.1840277761220932,2023-09-03 18:38:08.717397,2023-09-03 18:38:11.650953,0 days 00:00:02.933556,Sigmoid,Tanh,Leaky,,30,19,15.0,19.0,,0.009003828118243051,3,100,0.5824986481648922,0.0006350138454194993,COMPLETE
22,0.19432462751865387,2023-09-03 18:38:11.651231,2023-09-03 18:38:14.838759,0 days 00:00:03.187528,Sigmoid,Tanh,Leaky,,30,22,15.0,20.0,,0.0068392428742896265,3,100,0.631858484880583,0.0006354805332436558,COMPLETE
23,0.16514375805854797,2023-09-03 18:38:14.839028,2023-09-03 18:38:18.168070,0 days 00:00:03.329042,Sigmoid,Tanh,Leaky,,30,22,14.0,19.0,,0.007631599814151533,3,100,0.660718139629797,0.00044609255073177993,COMPLETE
24,0.19233229756355286,2023-09-03 18:38:18.168348,2023-09-03 18:38:21.539487,0 days 00:00:03.371139,Sigmoid,Tanh,Leaky,,30,23,14.0,18.0,,0.032869707345689406,3,100,0.6682889989610993,0.00026442494722986467,COMPLETE
25,0.17454983294010162,2023-09-03 18:38:21.539777,2023-09-03 18:38:27.726278,0 days 00:00:06.186501,Sigmoid,Tanh,Leaky,Leaky,30,18,11.0,20.0,3.0,0.0074021339736846225,4,100,0.7771396207288166,0.0005675703714244588,COMPLETE
