number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.20584847033023834,2023-09-03 12:08:06.324378,2023-09-03 12:08:07.550531,0 days 00:00:01.226153,Tanh,Leaky,,,10,18,23.0,,,0.011454792038969156,2,60,0.1795088782733564,8.327470624309881e-05,COMPLETE
1,0.386096715927124,2023-09-03 12:08:07.559360,2023-09-03 12:08:09.584701,0 days 00:00:02.025341,Leaky,,,,4,3,,,,0.0975034782559447,1,100,0.10486470259623114,0.005552578506218313,COMPLETE
2,0.38523828983306885,2023-09-03 12:08:09.584969,2023-09-03 12:08:10.879892,0 days 00:00:01.294923,Leaky,,,,10,2,,,,0.0040845065420718595,1,60,0.2661306660165464,0.0025074388284070286,COMPLETE
3,0.929818868637085,2023-09-03 12:08:10.880162,2023-09-03 12:08:11.700041,0 days 00:00:00.819879,Leaky,,,,8,1,,,,2.6523236114824697e-05,1,60,0.13815962847782318,0.008748273293092555,COMPLETE
4,0.367178350687027,2023-09-03 12:08:11.700306,2023-09-03 12:08:16.270480,0 days 00:00:04.570174,Tanh,,,,4,18,,,,0.010870651052133314,1,60,0.2346840010897398,0.09645279975158642,COMPLETE
5,0.3289363384246826,2023-09-03 12:08:16.270742,2023-09-03 12:08:20.578709,0 days 00:00:04.307967,Sigmoid,,,,4,16,,,,0.01744730771479014,1,100,0.22770667984122622,0.0032897397745168394,COMPLETE
6,0.24700438976287842,2023-09-03 12:08:20.578983,2023-09-03 12:08:21.566089,0 days 00:00:00.987106,Leaky,Tanh,Tanh,,8,21,7.0,21.0,,0.010016674758726625,3,40,0.15093368263152585,7.982477006211218e-05,COMPLETE
7,0.30283066630363464,2023-09-03 12:08:21.566382,2023-09-03 12:08:25.019491,0 days 00:00:03.453109,Sigmoid,Sigmoid,Leaky,Tanh,10,3,22.0,22.0,16.0,0.004800267378750639,4,40,0.3418501409029897,3.0396674181750345e-05,COMPLETE
8,0.3837225139141083,2023-09-03 12:08:25.019781,2023-09-03 12:08:34.726899,0 days 00:00:09.707118,Leaky,Leaky,,,2,4,21.0,,,0.0463038319941918,2,80,0.24349870677006002,1.0907059797668872e-05,COMPLETE
9,0.38815417885780334,2023-09-03 12:08:34.727179,2023-09-03 12:08:36.360962,0 days 00:00:01.633783,Tanh,ReLU,Leaky,ReLU,8,4,10.0,7.0,15.0,0.00020473610129776695,4,40,0.12457944508426752,0.007510520840091311,COMPLETE
