number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.4112374484539032,2023-09-03 22:28:51.930349,2023-09-03 22:28:55.045177,0 days 00:00:03.114828,ReLU,Sigmoid,,,16,24,13.0,,,0.00022050876954391954,2,40,0.5559377299937641,0.07644973259890227,COMPLETE
1,0.35034847259521484,2023-09-03 22:28:55.045485,2023-09-03 22:28:56.333034,0 days 00:00:01.287549,Leaky,Tanh,Leaky,,16,8,10.0,6.0,,0.0001443904566801499,3,80,0.17798106137768632,0.00010741107489818793,COMPLETE
2,0.23526999354362488,2023-09-03 22:28:56.333338,2023-09-03 22:29:04.008417,0 days 00:00:07.675079,ReLU,Leaky,,,10,22,20.0,,,0.00020724169914141348,2,100,0.48267177988674126,0.005519204310262535,COMPLETE
3,0.4480663537979126,2023-09-03 22:29:04.008862,2023-09-03 22:29:21.294332,0 days 00:00:17.285470,Sigmoid,Leaky,,,10,21,23.0,,,0.06850269851837829,2,100,0.7057399152126436,0.06603978654987591,COMPLETE
4,0.997081458568573,2023-09-03 22:29:21.294776,2023-09-03 22:29:30.938055,0 days 00:00:09.643279,ReLU,Sigmoid,,,16,12,1.0,,,7.230726387827657e-05,2,80,0.6065008178473781,0.06699048526650869,COMPLETE
5,0.33516213297843933,2023-09-03 22:29:30.938493,2023-09-03 22:29:33.568357,0 days 00:00:02.629864,Leaky,,,,12,5,,,,0.07642760321732253,1,80,0.14926574286165634,0.000828335602800982,COMPLETE
6,0.7756604552268982,2023-09-03 22:29:33.568788,2023-09-03 22:29:35.358403,0 days 00:00:01.789615,Leaky,,,,8,19,,,,2.294509962950821e-05,1,40,0.14398775429519936,0.012692937373923109,COMPLETE
7,0.5108814835548401,2023-09-03 22:29:35.358869,2023-09-03 22:29:38.156779,0 days 00:00:02.797910,ReLU,Tanh,,,4,13,12.0,,,0.08966206180383901,2,60,0.1712661227718214,0.0008823454892217229,COMPLETE
8,0.22623465955257416,2023-09-03 22:29:38.157046,2023-09-03 22:29:44.058095,0 days 00:00:05.901049,Tanh,ReLU,Tanh,Tanh,8,12,5.0,22.0,7.0,0.002951333419736703,4,40,0.7565496917655294,0.0101123434167222,COMPLETE
9,0.29951876401901245,2023-09-03 22:29:44.058391,2023-09-03 22:29:47.235540,0 days 00:00:03.177149,ReLU,Leaky,Sigmoid,,4,6,10.0,22.0,,0.00861083633640843,3,60,0.16395688653271798,0.00018913254139707908,COMPLETE
10,0.3432009518146515,2023-09-03 22:29:47.235849,2023-09-03 22:29:50.212237,0 days 00:00:02.976388,Tanh,ReLU,Tanh,Tanh,8,2,1.0,24.0,6.0,0.002690470958659716,4,40,0.38342576041684406,2.300001405267437e-05,COMPLETE
11,0.23966218531131744,2023-09-03 22:29:50.212536,2023-09-03 22:30:56.007532,0 days 00:01:05.794996,Tanh,ReLU,Tanh,Tanh,2,15,22.0,14.0,18.0,0.00064979660951996,4,100,0.786780860190695,0.00889173517063187,COMPLETE
12,0.20854860544204712,2023-09-03 22:30:56.007843,2023-09-03 22:30:58.362935,0 days 00:00:02.355092,Tanh,ReLU,ReLU,,30,17,18.0,15.0,,0.0009796581807998061,3,100,0.44106894042777534,0.0068634534118461495,COMPLETE
13,0.44121792912483215,2023-09-03 22:30:58.363213,2023-09-03 22:30:59.237544,0 days 00:00:00.874331,Tanh,ReLU,ReLU,ReLU,30,17,16.0,14.0,1.0,0.0017750853887153646,4,40,0.36463408054012847,0.0035962417849283645,COMPLETE
14,0.28284984827041626,2023-09-03 22:30:59.237833,2023-09-03 22:31:04.817604,0 days 00:00:05.579771,Tanh,ReLU,ReLU,,30,12,5.0,18.0,,0.00657078953898352,3,100,0.7985192528920646,0.019102374430595013,COMPLETE
15,0.27523237466812134,2023-09-03 22:31:04.817878,2023-09-03 22:31:05.467136,0 days 00:00:00.649258,Tanh,ReLU,Tanh,Sigmoid,30,16,18.0,8.0,11.0,0.0007574931262084845,4,40,0.2621686279064404,0.0027265006334950236,COMPLETE
16,0.2290152907371521,2023-09-03 22:31:05.467418,2023-09-03 22:31:13.231785,0 days 00:00:07.764367,Sigmoid,ReLU,ReLU,,8,8,6.0,19.0,,0.007500553531061334,3,100,0.46760380515579725,0.0020103410291575775,COMPLETE
