number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.2947917580604553,2023-09-03 18:36:38.540757,2023-09-03 18:36:40.696851,0 days 00:00:02.156094,Leaky,Leaky,Sigmoid,Leaky,16,11,17.0,21.0,20.0,0.0011752644156975548,4,100,0.12347554888432721,0.0007587002543884694,COMPLETE
1,0.45731279253959656,2023-09-03 18:36:40.697412,2023-09-03 18:36:43.185855,0 days 00:00:02.488443,Tanh,ReLU,ReLU,,16,4,13.0,12.0,,0.00018900933335087101,3,60,0.3671653335606038,3.21229540177071e-05,COMPLETE
2,0.523250937461853,2023-09-03 18:36:43.186185,2023-09-03 18:36:50.842732,0 days 00:00:07.656547,Tanh,ReLU,Sigmoid,,2,22,5.0,21.0,,0.03341611954829476,3,60,0.20429679988411767,0.0002082603621190309,COMPLETE
3,0.46256858110427856,2023-09-03 18:36:50.843033,2023-09-03 18:36:51.691347,0 days 00:00:00.848314,Tanh,Tanh,,,10,8,13.0,,,0.0009756897818512494,2,40,0.19280420889968966,0.0002627065714351946,COMPLETE
4,1.0614036321640015,2023-09-03 18:36:51.691656,2023-09-03 18:36:54.165426,0 days 00:00:02.473770,Sigmoid,Sigmoid,,,4,4,18.0,,,1.0085287297975551e-05,2,40,0.2428026621698236,1.5398114104788037e-05,COMPLETE
5,0.6560355424880981,2023-09-03 18:36:54.165719,2023-09-03 18:36:59.644002,0 days 00:00:05.478283,Leaky,Tanh,,,10,9,18.0,,,1.0727578908889102e-05,2,80,0.6303276458952584,0.010689691487656599,COMPLETE
6,0.600595235824585,2023-09-03 18:36:59.644314,2023-09-03 18:37:01.887056,0 days 00:00:02.242742,ReLU,,,,10,20,,,,2.8182691923229208e-05,1,40,0.6665214926785505,2.191170289334314e-05,COMPLETE
7,0.3770539164543152,2023-09-03 18:37:01.887357,2023-09-03 18:37:02.785414,0 days 00:00:00.898057,Leaky,,,,12,21,,,,0.0011948061463277059,1,40,0.31275727081690985,0.007220127344494461,COMPLETE
8,0.5590791702270508,2023-09-03 18:37:02.785687,2023-09-03 18:37:03.380484,0 days 00:00:00.594797,Tanh,ReLU,,,30,16,5.0,,,0.0001723113439993046,2,40,0.34472982000844954,3.978074328619583e-05,COMPLETE
9,0.4809463322162628,2023-09-03 18:37:03.380763,2023-09-03 18:37:05.256160,0 days 00:00:01.875397,Sigmoid,Sigmoid,Tanh,Tanh,8,18,14.0,20.0,2.0,0.0037251475129057516,4,60,0.15928879580080219,3.172025129229721e-05,COMPLETE
10,0.5734549164772034,2023-09-03 18:37:05.256451,2023-09-03 18:37:06.600631,0 days 00:00:01.344180,Leaky,Leaky,Sigmoid,Leaky,16,13,24.0,2.0,23.0,0.0734781052974487,4,100,0.11451645575714761,0.0029929306441618523,COMPLETE
11,0.5319719910621643,2023-09-03 18:37:06.601124,2023-09-03 18:37:08.943205,0 days 00:00:02.342081,Leaky,,,,12,13,,,,0.002180338583019447,1,100,0.10571124830372215,0.04863003932334003,COMPLETE
12,0.23599569499492645,2023-09-03 18:37:08.943646,2023-09-03 18:37:17.291389,0 days 00:00:08.347743,Leaky,Leaky,Leaky,Sigmoid,12,9,24.0,24.0,21.0,0.005727606899538257,4,100,0.30296524266452757,0.0017806920260332408,COMPLETE
13,0.237112358212471,2023-09-03 18:37:17.291868,2023-09-03 18:37:22.058017,0 days 00:00:04.766149,Leaky,Leaky,Leaky,Sigmoid,16,9,24.0,24.0,21.0,0.009877443401209928,4,100,0.14678218736653717,0.0009691669974468332,COMPLETE
14,0.43233397603034973,2023-09-03 18:37:22.058522,2023-09-03 18:37:26.408196,0 days 00:00:04.349674,ReLU,Leaky,Leaky,,12,1,24.0,24.0,,0.015439970358275316,3,100,0.15448446972661742,0.0013344754939528848,COMPLETE
15,0.24225975573062897,2023-09-03 18:37:26.408481,2023-09-03 18:37:36.918162,0 days 00:00:10.509681,Leaky,Leaky,Leaky,Sigmoid,4,7,21.0,14.0,16.0,0.009199683993588469,4,100,0.2638007552821343,0.0005618353962505597,COMPLETE
16,0.29781773686408997,2023-09-03 18:37:36.918450,2023-09-03 18:38:03.235559,0 days 00:00:26.317109,Leaky,Leaky,Leaky,,2,15,1.0,16.0,,0.011082326730067963,3,80,0.44277203916132807,0.0025141523803157285,COMPLETE
17,0.3706853985786438,2023-09-03 18:38:03.235870,2023-09-03 18:38:04.675462,0 days 00:00:01.439592,Leaky,Leaky,Leaky,Sigmoid,30,5,21.0,24.0,11.0,0.02880771247821582,4,100,0.22913230876978458,0.00014736825769801667,COMPLETE
18,1.0595910549163818,2023-09-03 18:38:04.675767,2023-09-03 18:38:07.972762,0 days 00:00:03.296995,ReLU,Leaky,Leaky,ReLU,8,10,21.0,8.0,24.0,0.0751686725061106,4,100,0.1493071988540501,0.008324287392374681,COMPLETE
19,0.26161980628967285,2023-09-03 18:38:07.973061,2023-09-03 18:38:15.878243,0 days 00:00:07.905182,Sigmoid,Leaky,ReLU,,16,24,8.0,18.0,,0.004305334977827827,3,100,0.28451289132109203,0.0005839520847677737,COMPLETE
