number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.3770855963230133,2023-09-03 22:28:41.228405,2023-09-03 22:28:50.335286,0 days 00:00:09.106881,Leaky,Tanh,Leaky,Leaky,10,22,17.0,13.0,2.0,9.796973245962949e-05,4,100,0.46648059138112136,0.0016408873658438426,COMPLETE
1,0.27402055263519287,2023-09-03 22:28:50.335623,2023-09-03 22:28:51.438394,0 days 00:00:01.102771,Tanh,,,,16,22,,,,0.010691407768457492,1,40,0.48041086748682554,2.915533542016717e-05,COMPLETE
2,0.4054531455039978,2023-09-03 22:28:51.438661,2023-09-03 22:28:56.683687,0 days 00:00:05.245026,ReLU,Leaky,Sigmoid,Tanh,8,14,8.0,4.0,5.0,0.0014318957939122021,4,60,0.44970522062390844,0.0009364706890719654,COMPLETE
3,0.6010308861732483,2023-09-03 22:28:56.683992,2023-09-03 22:28:58.760562,0 days 00:00:02.076570,Tanh,Sigmoid,Tanh,Leaky,10,6,22.0,11.0,14.0,0.00029384722109454964,4,40,0.2421586670328108,0.007451386836082218,COMPLETE
4,0.27486786246299744,2023-09-03 22:28:58.760855,2023-09-03 22:29:01.944888,0 days 00:00:03.184033,Leaky,,,,12,12,,,,0.008825334503746384,1,100,0.44749682023755655,0.0008748664770322349,COMPLETE
5,0.4157610237598419,2023-09-03 22:29:01.945148,2023-09-03 22:29:03.749336,0 days 00:00:01.804188,Tanh,Sigmoid,Leaky,Tanh,8,9,20.0,14.0,11.0,0.0011012301194922506,4,80,0.11401697295641136,0.001691801272300413,COMPLETE
6,1.0499192476272583,2023-09-03 22:29:03.749631,2023-09-03 22:29:14.206084,0 days 00:00:10.456453,ReLU,Tanh,Sigmoid,,2,11,24.0,10.0,,0.00011858270636964707,3,60,0.25981058507603016,0.09512405776996932,COMPLETE
7,0.7249737977981567,2023-09-03 22:29:14.206381,2023-09-03 22:29:17.780108,0 days 00:00:03.573727,ReLU,ReLU,ReLU,,12,7,16.0,4.0,,4.34687193068213e-05,3,60,0.5351370334010986,0.00019516366192130676,COMPLETE
8,0.8707054853439331,2023-09-03 22:29:17.780383,2023-09-03 22:29:19.671104,0 days 00:00:01.890721,ReLU,Leaky,Sigmoid,,8,3,11.0,2.0,,7.740631672386108e-05,3,40,0.2885114061025126,0.003610305103290191,COMPLETE
9,0.4854050278663635,2023-09-03 22:29:19.671370,2023-09-03 22:29:30.409579,0 days 00:00:10.738209,ReLU,ReLU,Sigmoid,ReLU,4,11,8.0,3.0,13.0,7.137453248540486e-05,4,60,0.4415387806395545,4.224168451428191e-05,COMPLETE
