number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,1.0752602815628052,2023-09-04 13:36:08.187413,2023-09-04 13:36:08.581692,0 days 00:00:00.394279,ReLU,ReLU,Sigmoid,,85,15,6.0,7.0,,5.075031962130533e-05,3,66,0.38420493821273527,0.0005148265622060697,2043.8892914743135,COMPLETE
1,1.2050434350967407,2023-09-04 13:36:08.581996,2023-09-04 13:36:08.716454,0 days 00:00:00.134458,Leaky,,,,91,12,,,,0.00022435870247154146,1,86,0.1261378992686037,0.0210374609068464,165.63827425934548,COMPLETE
2,0.6353222727775574,2023-09-04 13:36:08.716726,2023-09-04 13:36:09.459632,0 days 00:00:00.742906,Tanh,Tanh,,,24,11,20.0,,,0.00015198860751696166,2,89,0.27003486411065775,0.00142977030121404,187.6715513079354,COMPLETE
3,0.7693334817886353,2023-09-04 13:36:09.459906,2023-09-04 13:36:10.415808,0 days 00:00:00.955902,ReLU,Leaky,ReLU,,67,10,24.0,2.0,,0.0008478141620027004,3,211,0.24722357889736815,4.01521272555375e-05,219.72822404472748,COMPLETE
4,1.290468454360962,2023-09-04 13:36:10.416076,2023-09-04 13:36:10.900805,0 days 00:00:00.484729,Tanh,Leaky,ReLU,,15,23,14.0,3.0,,0.0018662969267495995,3,146,0.10026186801503603,0.0003373614408951741,159.48163228095333,COMPLETE
5,1.0451565980911255,2023-09-04 13:36:10.901092,2023-09-04 13:36:14.652450,0 days 00:00:03.751358,ReLU,Sigmoid,Tanh,,62,15,4.0,22.0,,1.4433086419854297e-05,3,475,0.4347159341584,0.0004604811171821347,106.60652767783716,COMPLETE
6,0.8528668880462646,2023-09-04 13:36:14.652731,2023-09-04 13:36:15.332887,0 days 00:00:00.680156,Sigmoid,,,,64,21,,,,3.817753744504772e-05,1,302,0.1575223343542984,0.0003630817582905895,109.59819351600495,COMPLETE
7,1.3968796730041504,2023-09-04 13:36:15.333154,2023-09-04 13:36:15.514199,0 days 00:00:00.181045,Tanh,Tanh,ReLU,ReLU,54,4,14.0,17.0,1.0,0.0019016805820742597,4,93,0.13431637497125148,0.000896901858954308,242.59216368432138,COMPLETE
8,0.6325734257698059,2023-09-04 13:36:15.514450,2023-09-04 13:36:16.069103,0 days 00:00:00.554653,Leaky,Tanh,Tanh,Tanh,27,2,10.0,10.0,20.0,0.0007398678369500825,4,124,0.13300211438425388,0.03575177629949513,160.56729817390442,COMPLETE
9,0.5396422147750854,2023-09-04 13:36:16.069371,2023-09-04 13:36:16.513452,0 days 00:00:00.444081,Leaky,Sigmoid,Sigmoid,,72,3,22.0,13.0,,0.007121559969249119,3,75,0.7349669612779455,0.0023298163562085502,217.73562521683542,COMPLETE
10,0.46219220757484436,2023-09-04 13:36:16.513712,2023-09-04 13:36:17.084622,0 days 00:00:00.570910,Leaky,Sigmoid,,,40,6,20.0,,,0.022383437445899074,2,330,0.7247800545767583,0.0065751124922899355,240.95799697072883,COMPLETE
11,0.6662803888320923,2023-09-04 13:36:17.084881,2023-09-04 13:36:17.711880,0 days 00:00:00.626999,Leaky,Sigmoid,,,40,6,20.0,,,0.027088899068905017,2,347,0.7820431243672155,0.007993194457788101,749.7206256573016,COMPLETE
12,0.6604081988334656,2023-09-04 13:36:17.712131,2023-09-04 13:36:17.894093,0 days 00:00:00.181962,Leaky,Sigmoid,,,78,7,24.0,,,0.020966859981834854,2,416,0.7894777951662513,0.09884519022561478,156.30599975585938,COMPLETE
13,0.7362649440765381,2023-09-04 13:36:17.894341,2023-09-04 13:36:18.148496,0 days 00:00:00.254155,Leaky,Sigmoid,,,44,1,19.0,,,0.09011107114059728,2,226,0.5636609510860474,0.004807528158845649,304.74471183445144,COMPLETE
14,0.7306017279624939,2023-09-04 13:36:18.148725,2023-09-04 13:36:18.343653,0 days 00:00:00.194928,Sigmoid,Sigmoid,Sigmoid,Sigmoid,43,7,17.0,15.0,6.0,0.007548150683408101,4,378,0.6070905644226613,0.0038084575210252493,117.61532592773438,COMPLETE
15,0.6076428890228271,2023-09-04 13:36:18.343905,2023-09-04 13:36:18.507988,0 days 00:00:00.164083,Leaky,,,,98,5,,,,0.007895428069545699,1,273,0.5791897177096763,0.002707395459442235,227.25078328450522,COMPLETE
16,0.6941777467727661,2023-09-04 13:36:18.508213,2023-09-04 13:36:18.784846,0 days 00:00:00.276633,Leaky,ReLU,,,54,9,22.0,,,0.08721774649345117,2,183,0.38825499228467236,0.014250666774643332,178.83270339965821,COMPLETE
17,0.6263913512229919,2023-09-04 13:36:18.785095,2023-09-04 13:36:19.435670,0 days 00:00:00.650575,Leaky,Sigmoid,Leaky,,75,3,17.0,24.0,,0.005720482916779872,3,275,0.7913311230244207,0.009350526388247564,225.06224030714768,COMPLETE
18,0.561819314956665,2023-09-04 13:36:19.435930,2023-09-04 13:36:20.086362,0 days 00:00:00.650432,Sigmoid,Sigmoid,Sigmoid,,38,15,11.0,18.0,,0.028708926679808174,3,329,0.5007322055186334,0.0019279176243032791,227.21360374899473,COMPLETE
19,0.7837849259376526,2023-09-04 13:36:20.086616,2023-09-04 13:36:20.643291,0 days 00:00:00.556675,Leaky,Sigmoid,,,27,1,17.0,,,0.00340847195404288,2,428,0.33895938738579595,0.00012767478705099476,206.80466855805497,COMPLETE
20,0.5971542000770569,2023-09-04 13:36:20.643550,2023-09-04 13:36:21.007874,0 days 00:00:00.364324,Leaky,,,,12,8,,,,0.011940315655009772,1,244,0.6027968107536771,0.004785707497060751,210.62927573067802,COMPLETE
21,0.5079656839370728,2023-09-04 13:36:21.008103,2023-09-04 13:36:21.581497,0 days 00:00:00.573394,Sigmoid,Sigmoid,Sigmoid,,36,16,11.0,18.0,,0.031491542265523,3,340,0.4860953321098161,0.0016766976588134949,308.0134998668324,COMPLETE
22,0.5266609787940979,2023-09-04 13:36:21.581752,2023-09-04 13:36:22.355610,0 days 00:00:00.773858,Sigmoid,Sigmoid,Sigmoid,,33,18,9.0,11.0,,0.0340111679562745,3,384,0.671290728512184,0.0017455478531434832,313.1085819151343,COMPLETE
23,0.9138987064361572,2023-09-04 13:36:22.355862,2023-09-04 13:36:22.579896,0 days 00:00:00.224034,Sigmoid,Sigmoid,Sigmoid,Leaky,34,20,8.0,9.0,22.0,0.04537635473646634,4,382,0.49248598803068633,0.0013408044604827953,118.92530059814453,COMPLETE
24,0.4488144814968109,2023-09-04 13:36:22.580149,2023-09-04 13:36:23.149344,0 days 00:00:00.569195,Sigmoid,Leaky,Leaky,,49,18,1.0,19.0,,0.015982087413379805,3,491,0.6632923236192654,1.3693422771889773e-05,579.6694209401201,COMPLETE
25,0.5050358772277832,2023-09-04 13:36:23.149599,2023-09-04 13:36:23.951333,0 days 00:00:00.801734,Sigmoid,Leaky,,,50,17,2.0,,,0.017029215461287748,2,485,0.6588149577688588,1.1139475558090235e-05,214.0921848842076,COMPLETE
26,0.5695424675941467,2023-09-04 13:36:23.951583,2023-09-04 13:36:24.854883,0 days 00:00:00.903300,Sigmoid,Leaky,,,47,18,1.0,,,0.01052671565797023,2,494,0.6530758003059626,1.1633986608157283e-05,10627.316637541118,COMPLETE
27,0.54903244972229,2023-09-04 13:36:24.855163,2023-09-04 13:36:25.765895,0 days 00:00:00.910732,Sigmoid,Leaky,,,56,24,1.0,,,0.01938967908261898,2,453,0.6449445343608411,1.0020375600437873e-05,180.91774100818853,COMPLETE
