number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.5507006645202637,2023-09-03 12:08:08.388741,2023-09-03 12:08:11.080310,0 days 00:00:02.691569,Tanh,Leaky,,,30,1,12.0,,,8.913579385827119e-05,2,100,0.21662837360726417,3.079758954769523e-05,COMPLETE
1,0.22792938351631165,2023-09-03 12:08:11.080792,2023-09-03 12:08:13.158236,0 days 00:00:02.077444,Tanh,Leaky,Leaky,,30,18,21.0,13.0,,0.02316780394615301,3,80,0.16604833615827821,5.4313369473385e-05,COMPLETE
2,0.3286662697792053,2023-09-03 12:08:13.158729,2023-09-03 12:08:18.364610,0 days 00:00:05.205881,Leaky,Tanh,,,8,20,24.0,,,0.0010535007220298502,2,40,0.3215824368985212,0.07997832218039154,COMPLETE
3,0.8048152327537537,2023-09-03 12:08:18.365069,2023-09-03 12:08:26.122692,0 days 00:00:07.757623,Leaky,ReLU,Leaky,,12,3,24.0,8.0,,1.3957083764511857e-05,3,40,0.5748346956261642,0.003691748930180595,COMPLETE
4,0.42350876331329346,2023-09-03 12:08:26.123160,2023-09-03 12:08:39.778390,0 days 00:00:13.655230,Tanh,ReLU,Tanh,Leaky,10,5,19.0,14.0,17.0,4.171826702007724e-05,4,40,0.7017613519111405,0.06489713724464498,COMPLETE
5,0.21029032766819,2023-09-03 12:08:39.778894,2023-09-03 12:08:46.603948,0 days 00:00:06.825054,ReLU,Leaky,,,10,16,4.0,,,0.0032446788319458577,2,40,0.5263718260612477,0.00023325579342820462,COMPLETE
6,0.18416722118854523,2023-09-03 12:08:46.604399,2023-09-03 12:08:53.148204,0 days 00:00:06.543805,Leaky,Leaky,Tanh,Sigmoid,30,8,8.0,16.0,21.0,0.010520807453006495,4,80,0.5584267431631136,2.9300492603157525e-05,COMPLETE
7,0.24471308290958405,2023-09-03 12:08:53.148520,2023-09-03 12:09:01.982943,0 days 00:00:08.834423,ReLU,,,,2,24,,,,0.007191790966994431,1,100,0.1934224111368035,0.0032182895906348735,COMPLETE
8,0.20122678577899933,2023-09-03 12:09:01.983219,2023-09-03 12:09:07.834656,0 days 00:00:05.851437,Sigmoid,Sigmoid,Leaky,,12,19,17.0,15.0,,0.008294451023704961,3,60,0.6497787521019576,0.00034056070719767515,COMPLETE
9,0.23851639032363892,2023-09-03 12:09:07.835108,2023-09-03 12:09:08.964339,0 days 00:00:01.129231,ReLU,Leaky,,,30,19,12.0,,,0.006124525814078719,2,80,0.22319351471377355,0.00297138571046423,COMPLETE
10,0.5894978642463684,2023-09-03 12:09:08.964610,2023-09-03 12:09:13.728193,0 days 00:00:04.763583,Leaky,Tanh,Sigmoid,Sigmoid,4,9,4.0,24.0,24.0,0.09708109091383324,4,80,0.10037268820786369,1.1126407252188727e-05,COMPLETE
11,0.21480980515480042,2023-09-03 12:09:13.728673,2023-09-03 12:09:20.270652,0 days 00:00:06.541979,Sigmoid,Sigmoid,Tanh,ReLU,12,12,16.0,19.0,1.0,0.037218018631003255,4,60,0.7700300721266292,0.0002000220711511429,COMPLETE
12,0.3395451307296753,2023-09-03 12:09:20.270957,2023-09-03 12:09:22.556325,0 days 00:00:02.285368,Sigmoid,Sigmoid,ReLU,,16,8,8.0,17.0,,0.0009161797723712806,3,60,0.4328182712361199,0.00019956434173426423,COMPLETE
13,0.18625187873840332,2023-09-03 12:09:22.556615,2023-09-03 12:09:25.733471,0 days 00:00:03.176856,Sigmoid,Sigmoid,Tanh,Sigmoid,12,13,15.0,7.0,24.0,0.016284763403566275,4,60,0.4003590005114069,1.2084374982839786e-05,COMPLETE
14,0.20193496346473694,2023-09-03 12:09:25.733774,2023-09-03 12:09:28.324380,0 days 00:00:02.590606,Sigmoid,Sigmoid,Tanh,Sigmoid,16,13,9.0,1.0,23.0,0.033971458403422417,4,60,0.42906808591473516,1.1828343598384937e-05,COMPLETE
15,0.7422834038734436,2023-09-03 12:09:28.324678,2023-09-03 12:09:48.126954,0 days 00:00:19.802276,Leaky,Leaky,Tanh,Tanh,2,8,1.0,7.0,17.0,0.09761735200033876,4,80,0.34079659325921663,6.524800547248024e-05,COMPLETE
16,0.244453564286232,2023-09-03 12:09:48.127251,2023-09-03 12:09:55.162590,0 days 00:00:07.035339,Sigmoid,,,,4,12,,,,0.0018652168880128764,1,80,0.4563368240850674,1.122466785409955e-05,COMPLETE
17,0.1709652841091156,2023-09-03 12:09:55.162857,2023-09-03 12:10:04.222501,0 days 00:00:09.059644,Leaky,Sigmoid,Tanh,Sigmoid,8,15,15.0,9.0,19.0,0.017458068332080492,4,60,0.7865468768922418,3.416381680275004e-05,COMPLETE
18,0.2062656730413437,2023-09-03 12:10:04.222791,2023-09-03 12:10:17.375550,0 days 00:00:13.152759,Leaky,ReLU,Sigmoid,,8,15,9.0,10.0,,0.0005001879475501606,3,100,0.7991848725857996,4.66481471208352e-05,COMPLETE
19,0.2069237381219864,2023-09-03 12:10:17.375848,2023-09-03 12:10:24.403869,0 days 00:00:07.028021,Leaky,Tanh,ReLU,Sigmoid,8,6,6.0,3.0,16.0,0.0032170409797166264,4,60,0.6008927400848566,8.712418325306874e-05,COMPLETE
20,0.17434890568256378,2023-09-03 12:10:24.404176,2023-09-03 12:10:27.406437,0 days 00:00:03.002261,Leaky,Leaky,Tanh,,30,10,14.0,21.0,,0.013840301337017838,3,80,0.5284686757772267,2.8206772713584942e-05,COMPLETE
21,0.18877512216567993,2023-09-03 12:10:27.406767,2023-09-03 12:10:30.932166,0 days 00:00:03.525399,Leaky,Leaky,Tanh,,30,10,14.0,23.0,,0.017214419803582345,3,80,0.5252451797008604,2.6893412883512913e-05,COMPLETE
22,0.15963390469551086,2023-09-03 12:10:30.932463,2023-09-03 12:10:35.402497,0 days 00:00:04.470034,Leaky,Leaky,Tanh,Sigmoid,30,6,11.0,20.0,9.0,0.011201746154567416,4,80,0.6609745645736426,2.520789673710695e-05,COMPLETE
23,0.24390457570552826,2023-09-03 12:10:35.402990,2023-09-03 12:10:46.897320,0 days 00:00:11.494330,Leaky,Leaky,Tanh,,8,5,12.0,20.0,,0.04325432716437145,3,80,0.6604452900360416,0.00013462427076646284,COMPLETE
24,0.1472541242837906,2023-09-03 12:10:46.897617,2023-09-03 12:10:52.596578,0 days 00:00:05.698961,Leaky,Sigmoid,Tanh,ReLU,30,15,19.0,20.0,7.0,0.01510779276176499,4,80,0.787658193281866,2.3776726563284872e-05,COMPLETE
25,0.1811029464006424,2023-09-03 12:10:52.596877,2023-09-03 12:10:56.176981,0 days 00:00:03.580104,Leaky,Sigmoid,Tanh,ReLU,30,22,19.0,11.0,7.0,0.0037543205166171803,4,80,0.7321713523592523,9.28770367019843e-05,COMPLETE
26,0.26546141505241394,2023-09-03 12:10:56.177290,2023-09-03 12:11:07.606219,0 days 00:00:11.428929,Leaky,Sigmoid,Sigmoid,ReLU,8,15,18.0,18.0,8.0,0.05107673127172945,4,60,0.6696743449566346,0.0006286209858441739,COMPLETE
27,0.13562044501304626,2023-09-03 12:11:07.606521,2023-09-03 12:11:13.663684,0 days 00:00:06.057163,Leaky,Sigmoid,ReLU,Leaky,30,17,22.0,22.0,9.0,0.022561628709788225,4,100,0.7502593866056421,2.1549337441112846e-05,COMPLETE
28,0.16250282526016235,2023-09-03 12:11:13.663976,2023-09-03 12:11:17.739670,0 days 00:00:04.075694,Leaky,Sigmoid,ReLU,Leaky,30,17,21.0,22.0,9.0,0.006788290187135919,4,100,0.6365629165998763,2.084959124688467e-05,COMPLETE
29,0.3579319715499878,2023-09-03 12:11:17.739970,2023-09-03 12:11:21.052436,0 days 00:00:03.312466,Tanh,Sigmoid,ReLU,Leaky,30,1,22.0,24.0,12.0,0.02439220375854588,4,100,0.4821626387438087,6.498771980527302e-05,COMPLETE
30,0.21132461726665497,2023-09-03 12:11:21.052732,2023-09-03 12:11:24.150238,0 days 00:00:03.097506,ReLU,Tanh,ReLU,,30,22,22.0,20.0,,0.05819042850312173,3,100,0.603443472640706,1.71958752650291e-05,COMPLETE
31,0.19337359070777893,2023-09-03 12:11:24.150521,2023-09-03 12:11:28.587334,0 days 00:00:04.436813,Leaky,Sigmoid,ReLU,Leaky,30,17,20.0,22.0,8.0,0.005117807698127555,4,100,0.6798479876923544,2.1316697391792326e-05,COMPLETE
32,0.15368394553661346,2023-09-03 12:11:28.587624,2023-09-03 12:11:35.588248,0 days 00:00:07.000624,Leaky,Sigmoid,ReLU,Leaky,30,17,22.0,22.0,11.0,0.011199002049356583,4,100,0.7942997403427887,4.3564611346779717e-05,COMPLETE
33,0.15808722376823425,2023-09-03 12:11:35.588740,2023-09-03 12:11:44.011760,0 days 00:00:08.423020,Tanh,Sigmoid,ReLU,Leaky,30,21,23.0,18.0,4.0,0.011666769917323733,4,100,0.7509943807622048,4.299290009261479e-05,COMPLETE
34,0.1400672197341919,2023-09-03 12:11:44.012055,2023-09-03 12:11:48.972427,0 days 00:00:04.960372,Tanh,Sigmoid,ReLU,Leaky,30,21,23.0,18.0,4.0,0.0279953277557202,4,100,0.7674325008229919,4.77082632726672e-05,COMPLETE
35,0.1817397028207779,2023-09-03 12:11:48.972726,2023-09-03 12:11:53.392935,0 days 00:00:04.420209,Tanh,Sigmoid,ReLU,,30,18,24.0,21.0,,0.024497233734762106,3,100,0.7829056914475832,9.717119273781919e-05,COMPLETE
36,0.16975551843643188,2023-09-03 12:11:53.393221,2023-09-03 12:11:59.627482,0 days 00:00:06.234261,Tanh,Sigmoid,,,10,24,21.0,,,0.028671523912160147,2,100,0.5697696234098556,4.848722491213486e-05,COMPLETE
37,0.19331388175487518,2023-09-03 12:11:59.627770,2023-09-03 12:12:04.193128,0 days 00:00:04.565358,Tanh,ReLU,ReLU,Leaky,30,20,23.0,13.0,12.0,0.06926898668107775,4,100,0.7250876905091433,4.6494045973441226e-05,COMPLETE
38,0.18048346042633057,2023-09-03 12:12:04.193422,2023-09-03 12:12:06.312322,0 days 00:00:02.118900,Tanh,Sigmoid,ReLU,,16,17,19.0,17.0,,0.02504486805681361,3,40,0.5907231289050451,1.5934069912684823e-05,COMPLETE
39,0.22671706974506378,2023-09-03 12:12:06.312608,2023-09-03 12:12:51.816083,0 days 00:00:45.503475,Tanh,Sigmoid,Leaky,Leaky,2,14,20.0,22.0,5.0,0.046404067388839614,4,100,0.4980090409993498,0.0001126602567749918,COMPLETE
40,0.16903749108314514,2023-09-03 12:12:51.816383,2023-09-03 12:13:01.278732,0 days 00:00:09.462349,ReLU,ReLU,ReLU,Tanh,10,19,23.0,24.0,4.0,0.009368858273208403,4,100,0.5611677390076583,3.4550138709835786e-05,COMPLETE
41,0.16262972354888916,2023-09-03 12:13:01.279028,2023-09-03 12:13:07.327873,0 days 00:00:06.048845,Tanh,Sigmoid,ReLU,Leaky,30,21,23.0,18.0,4.0,0.013077324965961642,4,100,0.724784196534275,4.685762150024715e-05,COMPLETE
42,0.12682059407234192,2023-09-03 12:13:07.328173,2023-09-03 12:13:12.310565,0 days 00:00:04.982392,Tanh,Sigmoid,ReLU,Leaky,30,22,24.0,19.0,1.0,0.01919585635325613,4,100,0.7178956730030525,1.7439621545351442e-05,COMPLETE
43,0.1782386749982834,2023-09-03 12:13:12.310864,2023-09-03 12:13:18.751871,0 days 00:00:06.441007,Tanh,Sigmoid,ReLU,Leaky,30,23,24.0,15.0,1.0,0.02012289469807645,4,100,0.6258154168205279,1.7681324401333638e-05,COMPLETE
44,0.19650454819202423,2023-09-03 12:13:18.752161,2023-09-03 12:13:29.742072,0 days 00:00:10.989911,Tanh,Sigmoid,Leaky,ReLU,4,20,22.0,19.0,11.0,0.03614466073076282,4,40,0.7124194899857239,1.0298638247568195e-05,COMPLETE
45,0.19159378111362457,2023-09-03 12:13:29.742368,2023-09-03 12:13:32.347438,0 days 00:00:02.605070,Leaky,,,,30,18,,,,0.007875205592557335,1,100,0.7929474394461635,6.719487017595654e-05,COMPLETE
46,0.1567915827035904,2023-09-03 12:13:32.347708,2023-09-03 12:13:38.028782,0 days 00:00:05.681074,Tanh,Sigmoid,ReLU,Leaky,30,16,20.0,16.0,6.0,0.06589784633401649,4,100,0.6880933473231874,1.8123651924308065e-05,COMPLETE
47,0.16809776425361633,2023-09-03 12:13:38.029088,2023-09-03 12:13:41.863558,0 days 00:00:03.834470,ReLU,Tanh,ReLU,,30,22,17.0,21.0,,0.034073238777092944,3,100,0.6328852032525804,3.4509686245182585e-05,COMPLETE
48,0.18918588757514954,2023-09-03 12:13:41.863846,2023-09-03 12:13:45.668537,0 days 00:00:03.804691,Leaky,Sigmoid,Sigmoid,Leaky,12,19,24.0,23.0,2.0,0.01809707904605203,4,40,0.7158541666931385,0.00014191085807708609,COMPLETE
49,0.18803595006465912,2023-09-03 12:13:45.668831,2023-09-03 12:14:16.347046,0 days 00:00:30.678215,Leaky,Sigmoid,,,2,14,21.0,,,0.01127300953464229,2,100,0.5388964576320988,1.5380087936645892e-05,COMPLETE
50,0.18583562970161438,2023-09-03 12:14:16.347496,2023-09-03 12:14:23.013436,0 days 00:00:06.665940,Tanh,Sigmoid,Leaky,Leaky,16,24,18.0,19.0,10.0,0.026907328530810196,4,100,0.5858707643325651,2.4739273653073436e-05,COMPLETE
51,0.20319879055023193,2023-09-03 12:14:23.013733,2023-09-03 12:14:27.494760,0 days 00:00:04.481027,Tanh,Sigmoid,ReLU,Leaky,30,16,20.0,16.0,7.0,0.07011210088350774,4,100,0.6974093580667827,1.6371380623155183e-05,COMPLETE
52,0.2152087241411209,2023-09-03 12:14:27.495052,2023-09-03 12:14:31.992257,0 days 00:00:04.497205,Tanh,Sigmoid,ReLU,Leaky,30,16,22.0,16.0,6.0,0.09721698243449567,4,100,0.7014507129374135,3.183837810979374e-05,COMPLETE
53,0.1500997543334961,2023-09-03 12:14:31.992553,2023-09-03 12:14:37.110170,0 days 00:00:05.117617,Tanh,Sigmoid,ReLU,Leaky,30,16,21.0,15.0,3.0,0.06537209465456308,4,100,0.7962563199530104,1.0134114288291814e-05,COMPLETE
54,0.17329131066799164,2023-09-03 12:14:37.110464,2023-09-03 12:15:07.839435,0 days 00:00:30.728971,Sigmoid,Sigmoid,ReLU,Leaky,4,14,21.0,14.0,3.0,0.0421009512845782,4,100,0.7907215808449584,1.1002493195487767e-05,COMPLETE
55,0.15767642855644226,2023-09-03 12:15:07.839736,2023-09-03 12:15:12.635633,0 days 00:00:04.795897,Tanh,ReLU,ReLU,ReLU,30,21,23.0,17.0,2.0,0.020845520471991754,4,100,0.7937135333816546,6.741103821179577e-05,COMPLETE
56,0.16289857029914856,2023-09-03 12:15:12.635954,2023-09-03 12:15:15.854111,0 days 00:00:03.218157,Leaky,Sigmoid,ReLU,Leaky,30,11,19.0,19.0,14.0,0.014339779544031575,4,80,0.6292647169676179,1.338628714057236e-05,COMPLETE
57,0.14249104261398315,2023-09-03 12:15:15.854408,2023-09-03 12:15:27.431143,0 days 00:00:11.576735,Leaky,Tanh,ReLU,Tanh,10,18,24.0,14.0,3.0,0.008679820018474194,4,100,0.7333602139573085,2.517276282582483e-05,COMPLETE
58,0.19014263153076172,2023-09-03 12:15:27.431441,2023-09-03 12:15:30.927681,0 days 00:00:03.496240,Tanh,Tanh,Sigmoid,,10,18,24.0,14.0,,0.03326181188709843,3,40,0.6519767159721008,1.0141671355545023e-05,COMPLETE
59,0.16362357139587402,2023-09-03 12:15:30.927978,2023-09-03 12:15:42.279315,0 days 00:00:11.351337,Sigmoid,Tanh,ReLU,Tanh,10,20,23.0,15.0,3.0,0.00877523761790869,4,80,0.726803138011059,2.189716367318671e-05,COMPLETE
60,0.16406367719173431,2023-09-03 12:15:42.279605,2023-09-03 12:15:51.487050,0 days 00:00:09.207445,Leaky,Tanh,Leaky,Tanh,10,19,18.0,12.0,1.0,0.005474129417312995,4,100,0.5619899406286692,2.6780365939951526e-05,COMPLETE
61,0.18778400123119354,2023-09-03 12:15:51.487344,2023-09-03 12:16:01.516000,0 days 00:00:10.028656,Leaky,Tanh,ReLU,Tanh,12,17,22.0,20.0,5.0,0.017005165516211933,4,100,0.7520615500693817,3.967365730540396e-05,COMPLETE
62,0.9745984077453613,2023-09-03 12:16:01.516297,2023-09-03 12:16:06.958265,0 days 00:00:05.441968,Leaky,Sigmoid,ReLU,ReLU,30,15,24.0,12.0,3.0,0.04687490326218963,4,100,0.75399104560024,1.4374354704562366e-05,COMPLETE
63,0.15212009847164154,2023-09-03 12:16:06.958560,2023-09-03 12:16:17.959214,0 days 00:00:11.000654,Leaky,Sigmoid,ReLU,Leaky,10,18,21.0,23.0,2.0,0.01525334736973651,4,100,0.6595659457038067,2.9462884207328002e-05,COMPLETE
64,0.3819344639778137,2023-09-03 12:16:17.959511,2023-09-03 12:16:28.350042,0 days 00:00:10.390531,Leaky,Tanh,Tanh,Tanh,10,18,21.0,23.0,2.0,0.03111029782292125,4,100,0.6674365742670048,2.4496894437521763e-05,COMPLETE
65,0.1545173078775406,2023-09-03 12:16:28.350343,2023-09-03 12:16:38.773965,0 days 00:00:10.423622,Leaky,Sigmoid,ReLU,Leaky,10,23,20.0,21.0,1.0,0.014955952734541629,4,80,0.6131548788557054,3.189583943784015e-05,COMPLETE
66,0.16460968554019928,2023-09-03 12:16:38.774258,2023-09-03 12:16:50.352205,0 days 00:00:11.577947,ReLU,Sigmoid,Tanh,ReLU,10,13,17.0,17.0,5.0,0.01939886601500175,4,100,0.6767403426888414,1.3380905126550061e-05,COMPLETE
67,0.1906452625989914,2023-09-03 12:16:50.352512,2023-09-03 12:16:57.446638,0 days 00:00:07.094126,Leaky,Sigmoid,ReLU,Leaky,10,23,21.0,5.0,3.0,0.007606491591375908,4,60,0.7430574648626759,2.1625641465737092e-05,COMPLETE
68,0.9838566184043884,2023-09-03 12:16:57.446934,2023-09-03 12:17:39.366686,0 days 00:00:41.919752,Leaky,Leaky,ReLU,,2,20,22.0,18.0,,0.07519145773612755,3,100,0.6017642689931271,5.665054030918194e-05,COMPLETE
69,0.35690751671791077,2023-09-03 12:17:39.366984,2023-09-03 12:17:44.711198,0 days 00:00:05.344214,Tanh,ReLU,Sigmoid,Tanh,16,16,24.0,14.0,6.0,0.052269292131651345,4,80,0.6480906993463228,2.8920011851998974e-05,COMPLETE
70,0.2178611308336258,2023-09-03 12:17:44.711506,2023-09-03 12:18:10.726121,0 days 00:00:26.014615,Leaky,Sigmoid,Tanh,Sigmoid,4,15,23.0,23.0,2.0,0.022146049535731183,4,100,0.6868725488403762,1.928916487033007e-05,COMPLETE
71,0.14548254013061523,2023-09-03 12:18:10.726423,2023-09-03 12:18:18.960782,0 days 00:00:08.234359,Leaky,Sigmoid,ReLU,Leaky,30,19,22.0,22.0,10.0,0.010479536616075905,4,100,0.7940710061846409,5.602836444076483e-05,COMPLETE
72,0.19686947762966156,2023-09-03 12:18:18.961080,2023-09-03 12:18:24.821637,0 days 00:00:05.860557,Leaky,Sigmoid,ReLU,Leaky,30,19,1.0,20.0,9.0,0.012802961712560476,4,100,0.7433129537228381,8.000579117790854e-05,COMPLETE
73,0.18009014427661896,2023-09-03 12:18:24.821937,2023-09-03 12:18:29.729020,0 days 00:00:04.907083,Leaky,Sigmoid,ReLU,Leaky,30,18,19.0,24.0,8.0,0.009898470878884754,4,100,0.7036201827247571,5.113461003490536e-05,COMPLETE
74,0.1726837456226349,2023-09-03 12:18:29.729507,2023-09-03 12:18:36.127902,0 days 00:00:06.398395,Leaky,Sigmoid,ReLU,Leaky,30,21,22.0,21.0,4.0,0.02854160033064996,4,100,0.7533256708844683,3.912731615155055e-05,COMPLETE
75,0.14335913956165314,2023-09-03 12:18:36.128203,2023-09-03 12:18:55.592994,0 days 00:00:19.464791,Leaky,Sigmoid,ReLU,ReLU,8,17,23.0,22.0,7.0,0.004545872179109967,4,100,0.794790841281191,1.3616262099171249e-05,COMPLETE
76,0.16401712596416473,2023-09-03 12:18:55.593296,2023-09-03 12:19:13.357921,0 days 00:00:17.764625,Sigmoid,Sigmoid,ReLU,ReLU,8,17,23.0,22.0,7.0,0.004339561218013405,4,100,0.78638817929922,1.4222741732857902e-05,COMPLETE
77,0.13981594145298004,2023-09-03 12:19:13.358221,2023-09-03 12:19:21.982731,0 days 00:00:08.624510,Tanh,Tanh,ReLU,ReLU,8,22,24.0,19.0,10.0,0.005812174536167104,4,60,0.7399663501167424,2.0247989219588833e-05,COMPLETE
78,0.15085618197917938,2023-09-03 12:19:21.983030,2023-09-03 12:19:29.205480,0 days 00:00:07.222450,Leaky,Tanh,Tanh,ReLU,8,22,24.0,20.0,10.0,0.006063274656143753,4,60,0.6168964285612248,2.1088317277619835e-05,COMPLETE
79,0.15847128629684448,2023-09-03 12:19:29.205778,2023-09-03 12:19:36.468873,0 days 00:00:07.263095,ReLU,Tanh,ReLU,,8,23,11.0,19.0,,0.002916700945465017,3,60,0.7389995602966326,3.968415511765414e-05,COMPLETE
80,0.15499266982078552,2023-09-03 12:19:36.469165,2023-09-03 12:19:43.224607,0 days 00:00:06.755442,Tanh,Tanh,ReLU,ReLU,8,20,23.0,21.0,9.0,0.006757070461952265,4,60,0.5779997832416877,1.7945032434492675e-05,COMPLETE
81,0.1422394961118698,2023-09-03 12:19:43.224914,2023-09-03 12:19:52.592214,0 days 00:00:09.367300,Tanh,Tanh,ReLU,ReLU,8,21,24.0,18.0,14.0,0.008902264676264746,4,60,0.799973029603078,1.0177529872559242e-05,COMPLETE
82,0.12645018100738525,2023-09-03 12:19:52.592512,2023-09-03 12:20:02.076902,0 days 00:00:09.484390,Tanh,Tanh,ReLU,ReLU,8,21,24.0,18.0,14.0,0.008536705377555284,4,60,0.705999715459903,1.3579822260640544e-05,COMPLETE
83,0.12994512915611267,2023-09-03 12:20:02.077196,2023-09-03 12:20:14.748673,0 days 00:00:12.671477,Tanh,Tanh,ReLU,ReLU,8,21,24.0,18.0,14.0,0.004479388575123897,4,60,0.7034462563678558,1.3099653326150042e-05,COMPLETE
84,0.16918767988681793,2023-09-03 12:20:14.748973,2023-09-03 12:20:24.970397,0 days 00:00:10.221424,Tanh,Tanh,ReLU,ReLU,8,22,24.0,18.0,14.0,0.004397658405322132,4,60,0.7055591351036327,1.24731481990062e-05,COMPLETE
85,0.1476905643939972,2023-09-03 12:20:24.970699,2023-09-03 12:20:33.280627,0 days 00:00:08.309928,Tanh,Tanh,ReLU,ReLU,8,21,23.0,19.0,15.0,0.002547088799833141,4,60,0.6435851572096244,1.3290743647624746e-05,COMPLETE
86,0.18727292120456696,2023-09-03 12:20:33.280921,2023-09-03 12:20:41.479222,0 days 00:00:08.198301,Tanh,Tanh,ReLU,ReLU,8,24,24.0,18.0,13.0,0.007860359128830924,4,60,0.6965979972615511,1.629639597745683e-05,COMPLETE
87,0.19737671315670013,2023-09-03 12:20:41.479528,2023-09-03 12:20:46.039647,0 days 00:00:04.560119,Tanh,,,,8,22,,,,0.005399823843645554,1,60,0.7493565623808914,1.2431843927741161e-05,COMPLETE
